МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.12.2003 ДО 31.12.2003 ГОДИНА,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Ading Skopje,"51,13 EMU",3400,3300,3300,3400,3,19900,6,2
  Algreta Resen,100 DEM,1541,1401,1540,1541,6,473225,308,3
  Alkaloid Skopje,"25,56 EMU",2100,1700,2000,1768,130,68592171,35849,17
  Rudnici Bawani Skopje,25 EMU,620,620,620,620,3,308760,498,2
  Blagoj \orev Veles,"25,56 EMU",620,550,560,600,11,2048804,3519,9
  Beton Skopje,"255,65 EMU",1500,1350,1350,1500,12,296768,200,3
  Grad. institut Makedonija Skopje,100 DEM,6300,6300,6300,6300,1,31500,5,1
  Granit Skopje,5 EMU,95,95,95,95,54,1300075,13685,12
  Evropa Skopje,"51,13 EMU",999,904,980,999,16,704968,742,8
  @ito Luks Skopje,100 DEM,593,591,591,593,14,583377,985,6
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",305,305,305,305,4,53985,177,2
  Investbanka Skopje,2670 DEN,600,600,600,600,4,35400,59,1
  Jaka tabak Radovi{,"51,13 EMU",1080,1080,1080,1080,1,10800,10,1
  Komercijalna banka Skopje,5000 DEN,2527,1871,1871,2500,35,22048668,9332,12
  Mlaz Bogdanci,35 EMU,703,656,703,656,10,570391,844,4
  Makpetrol Skopje,"511,29 EMU",13500,11000,11015,12200,90,10504793,857,19
  Makedonija Turist Skopje,"25,56 EMU",1000,940,940,1000,27,3228600,3362,12
  Ohridska banka Ohrid,2650 DEN,2650,1900,1900,2650,9,16478730,6233,7
  OHIS Skopje,100 DEM,310,310,310,310,1,27900,90,1
  Trikota`a Pelister Bitola,35 EMU,600,600,600,600,2,212400,354,1
  Replek Skopje,"562,42 EMU",10890,9900,9900,10890,2,103950,10,2
  R@ Institut Skopje,"5,11 EMU",55,45,45,55,6,337165,6134,1
  Stopanska banka Bitola,3000 DEN,2900,2900,2900,2900,1,58000,20,1
  Sileks Kratovo,"43,77 EMU",62,62,62,62,1,22940,370,1
  Skopski Pazar Skopje,"51,13 EMU",2118,2118,2118,2118,6,629046,297,2
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,5,297600,192,2
  Tane Caleski Ki~evo,100 DEM,,,,320,1,956160,2988,1
  Tetovska banka Tetovo,3000 DEN,1437,1437,1437,1200,4,16227837,13523,3
  Teteks Tetovo,"51,13 EMU",310,310,310,310,4,2714670,8757,3
  Tehnometal Vardar Skopje,"51,13 EMU",695,670,695,690,7,89210,132,6
  Tutunski kombinat Prilep,"51,13 EMU",675,608,675,608,3,57395,89,2
  Toplifikacija Skopje,100 DEM,1430,1350,1360,1430,47,13345844,8999,17
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,28200,47,1
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Investbanka Skopje,2670 DEN,820,820,820,820,4,80360,98,1
  Komercijalna banka Skopje,1000 DEN,830,803,803,829,15,1251309,1522,7
  Tetovska banka - kumulativna Tetovo,3000 DEN,660,660,660,660,1,1980,3,1
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,73.6,72,73.6,72,523,72868065,1633766,19
  R.Makedonija - denacionalizacija 01,,71.5,70,70,71.5,13,2035970,47119,3
  R.Makedonija - denacionalizacija 02,1 EUR,72.3,69.5,71.5,72.3,328,56994432,1308690,19
Vkupno Oficijalen pazar,,,,,,1405,295631349,3109871,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  Agromehanika Skopje,50 EMU,1519,1519,1519,,1,13671,9,1
  Beton Ohrid,500 DEM,920,920,920,,1,20240,22,1
  Bitolasil Bitola,50 DEM,,,,,1,7681290,18677,1
  Vardar Gradsko,10 DEM,50,50,,,4,3463588,26240,2
  Vengal s. Petrovec,100 DEM,,,,,1,44428350,18075,1
  Vera Joci} Makedonska Kamenica,100 DEM,3100,3100,,,2,1357800,438,2
  DZSPP Goce Del~ev s.Trubarevo,100 DEM,4200,4200,4200,,1,176400,42,1
  Gradski Trgovski Centar Skopje,100 DEM,1870,1650,1870,,5,712250,397,2
  Daskal Kam~e Kavadarci,100 DEM,,,,,1,644480,2014,1
  Energomont Skopje,100 DEM,1500,1500,1500,,2,117000,78,2
  @ito Polog Tetovo,100 DEM,,,,,1,5888000,3680,1
  Inteks Skopje,100 DEM,,,,,1,16673400,9263,1
  Ishrana Radovi{,100 DEM,500,500,500,,9,149000,298,5
  Jugotrans Struga,70 DEM,2140,2140,2140,,13,4667340,2181,2
  Karaorman Skopje,100 DEM,258,230,258,,4,209189,875,3
  Javor Stokovna ku}a Korzo Bitola,10 DEM,60,60,60,,1,5940,99,1
  Karpo{ odr`uvawe Kriva Palanka,100 DEM,127,127,127,,2,167132,1316,1
  Makedonska Berza,450 EMU,32000,31500,32000,,2,1425000,45,2
  Mesna industrija Sv.Nikole,63 DEM,1550,1550,1550,,1,4654650,3003,1
  Makedonska banka Skopje,4000 DEN,,,,,2,62925400,29969,2
  Moda Sveti Nikole,42 DEM,,,,,1,2051280,55440,1
  Motor Koa~ Skopje,310 DEN,200,200,200,,1,600,3,1
