МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Ohim Ges Gostivar,10 EMU,50,50,50,,1,1950,39,1
  [IK Pla~kovica Radovi{,100 DEM,627,627,627,,2,881562,1406,2
  Pazar na pari i kratk.hv Skopje,"5,11 EMU",350,350,350,,1,3500,10,1
  Reing Skopje,10 DEM,3231,3231,3231,,2,743130,230,2
  Rudnik Demir Hisar s. Sopotnica,10 DEM,250,250,250,,3,110000,440,2
  Skopski saem Skopje,100 DEM,,,,,1,50047600,20000,1
  Silika Mineral Makedonski Brod,100 DEM,,,,,1,4977560,1624,1
  Slovin Jugokokta Skopje,10 DEM,,,,,1,9423840,32496,1
  Stopanska banka Skopje,2011 DEN,150,150,150,,1,42750,285,1
  ZTD Sto~arstvo Bogdanci,100 DEM,2463,2463,2463,,1,647769,263,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,,,,,2,14013000,443,2
  TEAL-Alumina Tetovo,100 DEM,,,,,2,17752515,38421,1
  Tehnokomerc Skopje,"51,13 EMU",1000,600,600,,4,648000,704,2
  Telefonmonta`a-Komerc Skopje,10 DEM,100,100,100,,1,44200,442,1
  Tutunska banka Skopje,1000 DEN,1676,1670,,,3,64788770,19007,3
  Unionmak Kavadarci,100 DEM,,,,,1,9068000,9068,1
  Urobent Kriva Palanka,350 DEM,2205,2205,,,3,560070,254,3
  Helmateks Skopje,"5,25 EMU",,,,,1,5280800,28700,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Tutunska banka Skopje,1000 DEN,1670,1670,,,2,7063643,2027,2
Vkupno Neoficijalen pazar,,,,,,90,343530659,328023,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,30,24,29.8,26.3,167,22943367,81176455,19
Vkupno Drugi hartii od vrednost,,,,,,167,22943367,81176455,
Vkupno site pazari,,,,,,1662,662105375,,
