МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,,1,24000,16,1
  Skopski saem Skopje,100 DEM,,,,,1,45740000,20000,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,,,,,1,5053000,163,1
  Telefonmonta`a-Komerc Skopje,10 DEM,100,100,100,,1,18500,185,1
  F-ka za {e}er 4ti Noemvri Bitola,100 DEM,3500,3500,3500,,6,1414000,404,1
Vkupno Neoficijalen pazar,,,,,,95,295589852,259609,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,31,26,29,29.9,183,27251694,91583827,16
Vkupno Drugi hartii od vrednost,,,,,,183,27251694,91583827,
Vkupno site pazari,,,,,,1462,522030004,,
