МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Tutunski kombinat Prilep,"51,13 EMU",396,360,360,396,4,58320,158,3
  Toplifikacija Skopje,100 DEM,1600,1550,1575,1550,28,3694589,2351,8
  Crvena Yvezda Peh~evo,"136,47 EMU",800,800,800,800,1,48000,60,1
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,850,800,800,850,4,194399,229,2
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,62.5,59.8,61,61.9,986,35496869,942580,16
  R.Makedonija - denacionalizacija 01,,61.5,56,60,61.5,24,11485537,315038,9
Vkupno Oficijalen pazar,,,,,,1348,170634705,1467747,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,1402,1402,1402,1402,2,61688,44,1
  Grozd Strumica,100 DEM,,,,915,1,2430240,2656,1
  Gradski Trgovski Centar Skopje,100 DEM,2299,2299,2299,2299,2,758670,330,1
  Dijos Strumica,10 DEM,,,,245,1,12802230,52254,1
  Elmar [tip,192 DEM,31,31,31,31,3,117459,3789,1
  @ito Polog Tetovo,100 DEM,1600,1600,1600,1600,1,2156800,1348,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,1,130200,84,1
  IGM Vratnica s. Vratnica,30 EMU,900,900,900,900,1,106200,118,1
  Ishrana Radovi{,100 DEM,1000,1000,1000,1000,2,77000,77,1
  Dajmon - Gorica Vinica,"51,13 EMU",3137,3137,3137,3137,5,307426,98,1
  Jugotutun Skopje,"153,27 DEM",3100,3100,3100,3100,1,1103600,356,1
  Karaorman Skopje,100 DEM,200,150,150,200,2,287650,1861,2
  Kiro Dandaro Bitola,10 DEM,218,218,218,218,1,17004,78,1
  KJUBI Makedonija Skopje,100 DEM,450,450,450,450,1,135000,300,1
  Kultura Kavadarci,10 DEM,10,10,10,10,2,4870,487,1
  MAK 2000 Skopje,100 DEM,3100,3100,3100,3100,1,9300,3,1
  Mako{ped osiguruvawe Skopje,1000 DEM,,,,32219.93,2,9649340,300,1
  Ma{inopromet Skopje,50 DEM,100,85,100,85,3,2833630,32278,2
  Ogra`den Strumica,100 DEM,3150,300,300,3150,3,42750,95,3
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,2,21420,34,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,1500,4,115500,77,4
  ZIK P~iwa Kumanovo,100 DEM,3100,3100,3100,3100,2,880400,284,2
  Rudarski institut Skopje,10 DEM,1720,1720,1720,1720,1,103200,60,1
  Rudnik Demir Hisar s. Sopotnica,10 DEM,250,250,250,250,1,49750,199,1
  Sigurnost Skopje,10 DEM,31,31,31,31,1,4805,155,1
  Tekstil Skopje,190 DEM,1600,1600,1600,1600,1,51200,32,1
  Trgotekstil Angro 6 Skopje,50 DEM,100,100,100,100,3,28700,287,3
  Tran{ped Makedonija Strumica,50 DEM,500,500,500,500,1,791500,1583,1
  Fiord Kavadarci,100 DEM,1484,1484,1484,1484,3,80136,54,1
  Agrokombinat Xumajlija Sv. Nikole,100 DEM,3154,3154,,3154,7,5651968,1792,2
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,150,150,150,150,1,17550,117,1
Vkupno Neoficijalen pazar,,,,,,62,40827186,101230,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,40.9,30.2,32,38,183,26023712,65586502,13
Vkupno Drugi hartii od vrednost,,,,,,183,26023712,65586502,
Dr`aven pazar,,,,,,,,,
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  Grozd Strumica,100 DEM,2183,2183,2183,2183,1,3097677,1419,1
  Jugturis Kumanovo,100 DEM,315,315,315,315,1,173250,550,1
  MZT Oprema Skopje,100 DEM,158,158,158,158,1,15450188,97786,1
Vkupno Dr`aven pazar,,,,,,3,18721115,99755,
Vkupno site pazari,,,,,,1596,256206717,,
