МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Komercijalna banka Skopje,5000 DEN,1700,1670,1671,1700,26,2116070,1250,10
  Mlaz Bogdanci,35 EMU,500,452,500,500,35,6082137,12329,13
  Makpetrol Skopje,"511,29 EMU",10150,9799,9800,10150,59,3997558,399,14
  Makedonija Turist Skopje,"25,56 EMU",901,895,900,900,17,2167995,2408,10
  Ohridska banka Ohrid,2650 DEN,1930,1930,1930,1930,2,959210,497,2
  Rade Kon~ar Skopje,25 EMU,176,160,160,176,25,204976,1281,8
  Replek Skopje,"562,42 EMU",10440,10440,10440,10440,1,156600,15,1
  R@ Ekonomika Skopje,"5,11 EMU",77,70,70,70,16,28303,389,8
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,4,165850,107,2
  Teteks Tetovo,"51,13 EMU",310,310,310,310,1,1729800,5580,1
  Tehnometal Vardar Skopje,"51,13 EMU",700,601,630,700,6,89443,141,5
  Tutunski kombinat Prilep,"51,13 EMU",630,620,630,620,5,239610,383,4
  Toplifikacija Skopje,100 DEM,1350,1300,1300,1330,16,2004840,1518,8
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,4,122400,204,1
  Fustelarko Borec Bitola,100 DEM,550,500,500,550,3,50900,100,3
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Investbanka Skopje,2670 DEN,900,900,900,900,2,17100,19,1
  Komercijalna banka Skopje,1000 DEN,720,681,701,700,29,1578067,2248,12
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,68.9,60,60.2,66.7,537,68873878,1743498,17
  R.Makedonija - denacionalizacija 01,,59,57,57,58,23,1957778,55012,8
  R.Makedonija - denacionalizacija 02,1 EUR,61.9,58,58.2,61,480,97946709,2691787,17
Vkupno Oficijalen pazar,,,,,,1512,243943650,4570761,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,,1,10000,5,1
  Avtoprogres Tetovo,10 DEM,,,,,1,1971920,6280,1
  @ivin. farma Belimbegovo Skopje,10 DEM,47,47,47,47,7,270767,5761,1
  Veles tabak Veles,20 DEM,180,180,180,,6,65880,366,1
  Elenica Strumica,"51,13 EMU",1872,1872,1872,,1,18720,10,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,,3,254200,164,2
  Institut za zavaruv. Jug Skopje,100 DEM,1700,1700,1700,1700,6,664700,391,1
  F-ka za sv. plat. Ilinden Bitola,100 DEM,620,620,620,620,3,225680,364,1
  Ilinden Kru{evo,100 DEM,421,421,421,,1,185240,440,1
  Ineks Drim Struga,100 DEM,3200,3200,3200,3200,1,1052800,329,1
  Ineks Gorica Ohrid,100 DEM,,,,710,1,5131880,7228,1
  Ishrana Berovo,100 DEM,1000,1000,1000,1000,8,356000,356,2
  Jugotrans Struga,70 DEM,1200,1200,1200,1200,1,12000,10,1
  Karaorman Skopje,100 DEM,300,300,300,,7,663000,2210,4
  Kameni most komunikacii Skopje,10 DEM,,,,,1,1288099005,2077311,1
  Mesna industrija Sv.Nikole,63 DEM,,,,,1,5133600,3312,1
  Makedonska banka Skopje,4000 DEN,1890,1890,1890,1890,1,404460,214,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,2,24570,39,1
  Radobank Skopje,10000 DEN,,,,,1,116346000,19391,1
  Reing Skopje,10 DEM,2468,2000,2468,2000,2,511688,217,2
  Stopanska banka Skopje,2011 DEN,200,200,200,200,1,8600,43,1
  Strumica Tabak Strumica,100 DEM,3133,3133,3133,,10,6701487,2139,2
  Tabak osigur. i reosigur. Skopje,1000 DEM,30750,30750,30750,,1,307500,10,1
  TK Blagoja D. [oveq Skopje,10 DEM,,,,613.8,1,93345476,152078,1
  Tutunska banka Skopje,1000 DEN,1750,1601,1601,,2,38351,22,2
  Toplifikacija Odr`uvawe Skopje,60 DEM,40000,40000,40000,,2,120000,3,1
  Cementarnica USJE Skopje,100 DEM,6500,6500,6500,,1,26000,4,1
  Frotirka Del~evo,100 DEM,150,150,150,150,2,750000,5000,1
  Crven trendafil Skopje,32 DEM,300,300,300,300,1,37500,125,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,120,120,120,,1,18720,156,1
  Tutunska banka Skopje,1000 DEN,1601,1601,1601,,4,704440,440,2
Vkupno Neoficijalen pazar,,,,,,81,1523460184,2284418,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,35,28.2,30.1,31.9,147,18741163,57790930,16
Vkupno Drugi hartii od vrednost,,,,,,147,18741163,57790930,
Vkupno site pazari,,,,,,1801,1786144997,,
