МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Tehnometal Vardar Skopje,"51,13 EMU",730,691,691,730,4,57035,80,3
  Tutunski kombinat Prilep,"51,13 EMU",748,680,680,748,3,154156,217,3
  Toplifikacija Skopje,100 DEM,1450,1360,1430,1375,26,2799910,2018,8
  Fustelarko Borec Bitola,100 DEM,815,741,741,800,4,282724,350,3
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,820,752,785,820,15,1363042,1701,8
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,73,65.5,67.3,71.6,691,94917685,2220320,18
  R.Makedonija - denacionalizacija 01,,66.5,65,66,65,13,1754804,43839,5
  R.Makedonija - denacionalizacija 02,1 EUR,70.1,65.2,66.5,69.5,257,66917923,1598055,18
Vkupno Oficijalen pazar,,,,,,1488,232239732,4035409,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,,1,14000,7,1
  9-ti Maj Negotino,100 DEM,2298,2298,2298,,2,14162574,6163,1
  Beton Ohrid,500 DEM,1230,920,920,,7,399160,415,3
  Veles tabak Veles,20 DEM,180,180,180,,6,209340,1163,1
  Geras Cunev konfekcija Strumica,30 DEM,200,100,200,,12,202400,1036,3
  Geras Cunev trgovija Strumica,30 DEM,200,100,200,,12,214100,1096,3
  Grozd Strumica,100 DEM,1865,1865,1865,,1,1033210,554,1
  Gradski Trgovski Centar Skopje,100 DEM,1650,1650,1650,,1,24750,15,1
  Ishrana Radovi{,100 DEM,500,500,500,,1,16500,33,1
  Javor Repromaterijali Bitola,10 DEM,49,25,30,,16,1329416,38547,5
  Javor-Angrotekstil Bitola,10 DEM,60,60,60,,34,295500,4925,12
  Jug-Turist Kumanovo,100 DEM,1253,1253,1253,,1,1112664,888,1
  Kiro Dandaro Bitola,10 DEM,90,90,90,,1,1102500,12250,1
  Javor Stokovna ku}a Korzo Bitola,10 DEM,60,60,60,,11,59880,998,3
  Makedonska Berza,450 EMU,35999,35999,35999,,1,107997,3,1
  MZT FOP Skopje,100 DEM,100,100,100,,1,11800,118,1
  Makedonska banka Skopje,4000 DEN,2700,2700,2700,,1,5424300,2009,1
  O~na optika Skopje,44 DEM,1353,1353,1353,,1,614262,454,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,,1,630,1,1
  [IK Pla~kovica Radovi{,100 DEM,621,621,621,,1,1079919,1739,1
  R@ Famord Skopje,10 DEM,,,,,1,1105750,221150,1
  Reing Skopje,10 DEM,3000,3000,3000,,1,510000,170,1
  Rudnik Demir Hisar s. Sopotnica,10 DEM,250,250,250,,3,29500,118,2
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,,4,252000,84,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,30765,30765,30765,,1,2030490,66,1
  Transkop TLS Bitola,100 DEM,60,60,60,,1,1320,22,1
  Treska mebel Skopje,100 DEM,,,,,1,92751932,145596,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,120,120,120,,1,13320,111,1
Vkupno Neoficijalen pazar,,,,,,125,124109214,439731,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,30,22,22.1,28.5,314,61133985,211751582,16
Vkupno Drugi hartii od vrednost,,,,,,314,61133985,211751582,
Vkupno site pazari,,,,,,1613,417482931,,
