МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Rade Kon~ar Skopje,25 EMU,160,160,160,160,17,243520,1522,6
  Replek Skopje,"562,42 EMU",11600,11600,11600,11600,1,1473200,127,1
  R@ Ekonomika Skopje,"5,11 EMU",91,68,91,70,112,1169648,13564,16
  Stopanska banka Bitola,3000 DEN,2900,2900,2900,2900,2,87000,30,2
  Sileks Kratovo,"43,77 EMU",64,64,64,64,1,17920,280,1
  Skopski Pazar Skopje,"51,13 EMU",2300,2200,2300,2200,2,45000,20,2
  Tehnometal Vardar Skopje,"51,13 EMU",693,600,603,605,22,268036,437,11
  Toplifikacija Skopje,100 DEM,1550,1405,1519,1549,43,6717943,4378,12
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,22200,37,1
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,870,780,830,780,20,1390660,1667,9
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,63.1,55.1,62.5,56.7,314,14529174,407124,16
  R.Makedonija - denacionalizacija 01,,55.2,55.1,55.2,55.1,2,141976,4204,1
  R.Makedonija - denacionalizacija 02,1 EUR,55.1,47,49.9,55,452,116844049,3790655,17
Vkupno Oficijalen pazar,,,,,,1242,181826199,4262911,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,2000,5,64000,32,4
  @ivin. farma Belimbegovo Skopje,10 DEM,47,47,47,47,1,64813,1379,1
  Biljana Konfekcija Prilep,100 DEM,,,,343,1,1738324,5068,1
  Vardar Gradsko,10 DEM,45,45,45,45,1,7335,163,1
  DZSPP Goce Del~ev s.Trubarevo,100 DEM,2200,2200,2200,2200,1,79200,36,1
  Gradski Trgovski Centar Skopje,100 DEM,1900,1900,1900,1900,1,100700,53,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,3,212350,137,2
  Izvozno i kreditna banka Skopje,10000 DEN,,,,11120,2,25020000,2250,1
  Ineks Drim Struga,100 DEM,3200,3200,3200,3200,1,1056000,330,1
  Jugotutun Skopje,"153,27 DEM",3200,3200,3200,3200,2,233600,73,1
  Karaorman Skopje,100 DEM,166,166,166,166,1,94952,572,1
  KJUBI Makedonija Skopje,100 DEM,499,450,499,450,4,74401,160,2
  Ma{inski servis Kavadarci,100 DEM,979,600,979,600,4,1827056,1994,2
  Metalpromet Prilep,100 DEM,390,390,390,390,1,345150,885,1
  Makedonska banka Skopje,4000 DEN,2000,1890,2000,1890,2,1671150,876,2
  Makedonija Gostivar,100 DEM,2302,2302,2302,2302,1,140422,61,1
  Makmetal Skopje,100 DEM,3150,3150,3150,3150,1,28350,9,1
  Makedonija soobra}aj Skopje,100 DEM,1000,1000,1000,1000,1,70000,70,1
  Mokel EE II AD Bitola,100 DEM,,,,250,1,3550000,14200,1
  Napredok Gostivar,10 DEM,1200,1200,1200,1200,1,148800,124,1
  Pelagonija [tip,500 DEM,,,,120.75,1,8805452,72923,1
  PKB Skopje Skopje,90 DEM,694,694,694,694,1,152680,220,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,1500,16,501000,334,12
  Rudnik Demir Hisar s. Sopotnica,10 DEM,250,250,250,250,5,155000,620,3
  Skopski saem Skopje,100 DEM,2287,2287,2287,2287,1,571750,250,1
  Sovremen dom Prilep,"5,11 EMU",40,40,40,40,6,6763160,169079,6
  Slovin Jugokokta Skopje,10 DEM,276,180,276,180,2,6994908,25443,2
  Tabak osigur. i reosigur. Skopje,1000 DEM,31000,31000,31000,31000,1,1860000,60,1
  Tutunska banka Skopje,1000 DEN,1900,1601,1900,1900,4,184787017,60496,3
  Trgojug Skopje,50.30 DEM,500,500,500,500,1,1068000,2136,1
  Crven trendafil Skopje,32 DEM,300,300,300,300,2,25800,86,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Tutunska banka Skopje,1000 DEN,3070,1603,1900,3070,6,1343387,545,5
Vkupno Neoficijalen pazar,,,,,,81,249554757,360664,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,39.8,33.6,36,35,186,45894633,119832561,14
Vkupno Drugi hartii od vrednost,,,,,,186,45894633,119832561,
Dr`aven pazar,,,,,,,,,
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  9-ti Maj Negotino,100 DEM,2188,2188,2188,2188,1,13484644,6163,1
  Makoteks Skopje,70 DEM,2195,2195,2195,2195,1,88131445,40151,1
Vkupno Dr`aven pazar,,,,,,2,101616089,46314,
Vkupno site pazari,,,,,,1511,578891678,,
