МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,2,141050,91,2
  Interprogres eksp.-import Skopje,10 DEM,15,15,15,15,2,11640,776,1
  Jugotutun Skopje,"153,27 DEM",3200,3200,3200,3200,1,64000,20,1
  Karaorman Skopje,100 DEM,230,230,230,230,1,80270,349,1
  Kiro Dandaro Bitola,10 DEM,,,,105,2,34904874,220556,2
  Lihnida Ohrid,20 DEM,610,610,610,610,3,130540,214,1
  Ma{inski servis Kavadarci,100 DEM,600,600,600,600,2,249600,416,2
  Mermeren kombinat Prilep,1 EMU,275,275,275,275,1,275,1,1
  MZT Oprema Skopje,100 DEM,150,150,150,150,1,7333950,48893,1
  Makedonija Gostivar,100 DEM,2305,2305,2305,2305,3,66845,29,1
  Moda Sveti Nikole,42 DEM,151,151,151,151,2,135749,899,1
  Ma{inopromet Skopje,50 DEM,900,900,900,900,4,3600,4,1
  Napredok Gostivar,10 DEM,900,900,900,900,1,27900,31,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,2,27720,44,1
  Mebel [tip,5 DEM,10,10,10,10,1,12600,1260,1
  PKB Skopje Skopje,90 DEM,1100,1100,1100,1100,1,233200,212,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,1500,7,144000,96,4
  Reing Skopje,10 DEM,1800,1800,1800,1800,2,396000,220,1
  Skopski saem Skopje,100 DEM,,,,2291.88,1,45995740,20069,1
  Slavej Skopje,100 DEM,1900,1900,1900,1900,1,351500,185,1
  Slovin Jugokokta Skopje,10 DEM,180,180,180,180,1,64800,360,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,50000,50000,50000,50000,1,50000,1,1
  Centralen depozitar za harii od vrednost,100 EMU,30000,30000,30000,30000,1,30000,1,1
Vkupno Neoficijalen pazar,,,,,,57,283182969,308454,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,35,27.5,34.1,31,80,7833888,24297087,15
Vkupno Drugi hartii od vrednost,,,,,,80,7833888,24297087,
Vkupno site pazari,,,,,,1324,590765175,,
