МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Prilepska Pivarnica Prilep,125 EMU,13300,12200,13300,12200,2,992600,81,2
  Rade Kon~ar Skopje,25 EMU,1491,1200,1400,1491,11,643682,466,6
  Arcelormittal Skopje (CRM) Skopje,"5,11 EMU",192,137,176,137,24,711005,4178,10
  Arcelormittal Skopje (HRM) Skopje,"5,11 EMU",191,116,175,136,38,976492,5650,11
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",330,300,300,330,11,331350,1032,3
  R@ Ugotur Skopje,10 DEM,49,49,49,49,1,53900,1100,1
  R@ Famord Skopje,5 EMU,50,40,50,40,3,27000,600,2
  Stopanska banka Skopje,"201,10 DEN",360,299,340,300,31,829730,2551,13
  Makedonski Telekom Skopje,100 DEN,424,360,411,400,77,3549424,8801,14
  Tutunska banka Skopje,1000 DEN,6200,5038,6200,5318,29,15159924,2709,10
  Univerzalna Investiciona Banka Skopje,1000 DEN,1100,1021,1100,1021,5,147912,140,4
  Fustelarko Borec Bitola,100 DEM,500,500,500,500,7,293500,587,5
  Fka za cev.11Oktomvr Kumanovo,100 DEM,1124,876,1092,889,47,2522701,2583,11
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,450,428,450,428,3,30950,70,2
Sloboden pazar - obi~ni akcii,,,,,,,,,
  VIP AD Skopje,10 EMU,10,10,10,10,1,475000,47500,1
  Euro Broker AD Skopje,100 EMU,40630,40630,40630,40630,1,30635020,754,1
  ZIM Skopje,20 EMU,1250,1224,1224,1250,2,219926,178,2
  ZUS Skopje,40 DEM,200,162,200,164,9,8431760,45364,5
  Kvasara Bitola,100 DEM,10001,8002,10001,8002,2,84018,10,2
  Makmetal Skopje,51 EMU,5000,4050,5000,4050,3,124350,30,2
  Pelagonija Trans Prilep,100 DEM,1800,1800,1800,1800,1,34200,19,1
  R@ Troska Skopje,10 DEM,300,300,300,300,2,30300,101,2
  Slavej Skopje,50 EMU,2500,2500,2500,2500,2,150000,60,2
  Solun 2001 Gevgelija,5 EMU,305,305,305,305,5,302560,992,2
  Novi Triglav AD Skopje,8 EMU,3380,3380,3380,3380,2,3684200,1090,1
Sloboden pazar - obvrznici,,,,,,,,,
  Prokredit banka Skopje - korp. obvrznica,60000 MKD,100,100,100,100,1,9000000,150,1
Vkupno Redoven pazar,,,,,,500,106169295,269582,
Vkupno site pazari,,,,,,2782,477497767,,
BLOKOVI,,,,,,,,,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Blagoj \orev Veles,,,,,670,,5035720,7516,
