МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  TTK Banka AD Skopje,1000 DEN,2900,2650,2900,2800,25,3640965,1301,12
  Fer{ped Skopje,37400 DEN,290000,271001,290000,280000,25,10543112,38,12
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Skopski pazar Skopje,"51,13 EMU",23500,20000,23500,20000,5,642000,30,3
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,89.8,89.4,89.4,89.6,67,7721407,140499,19
  R.Makedonija - denacionalizacija 02,1 EUR,85.7,85.3,85.3,85.7,6,12347964,236487,5
  R.Makedonija - denacionalizacija 03,1 EMU,84.6,84.5,84.5,84.5,16,4696999,90553,10
  R.Makedonija - denacionalizacija 04,1 EMU,85,83.5,83.5,85,38,5189656,100648,14
  R.Makedonija - denacionalizacija 05,1 EMU,85,84,84.9,84.5,91,8227133,158378,18
  R. Makedonija - denacionalizacija 06,1 EMU,85,82,84,85,73,6977942,134576,17
Vkupno Oficijalen pazar,,,,,,2996,574817514,1022328,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1500,1302,1500,1375,10,687807,503,5
  Alkaloid Berovo,"255,6 EMU",3800,3800,3800,3800,1,30400,8,1
  Automakedonija Skopje,"44,48 EMU",4000,3590,3590,3800,9,819770,206,6
  Beton Ohrid,500 DEM,1500,1500,1500,1500,1,127500,85,1
  Beton [tip,25 EMU,3002,2810,3000,2810,6,395796,134,4
  Edinstvo Tetovo,"5,11 EMU",317,317,317,317,6,288470,910,4
  @AS Skopje,"37,48 EMU",300,300,300,300,1,1500,5,1
  @ito Skopje Skopje,50 EMU,150,150,150,150,1,16950,113,1
  ICN-Farm AD Skopje,"9,13 EMU",330,252,320,252,19,460250,1467,9
  Domatti Sveti Nikole,"102,26 EMU",2113,2111,2113,2111,3,101368,48,2
  Kiro ]u~uk Veles,"153,38 EMU",5200,5050,5200,5050,5,345200,68,3
  KJUBI Makedonija Skopje,"51,13 EMU",4118,3601,3999,3602,18,2162133,550,12
  R@ KPOR Skopje,10 DEM,182,100,150,100,8,7127,55,6
  Karpo{ Skopje,"17,04 EMU",860,800,833,800,10,701500,840,6
  Lozar-Pelisterka Skopje,100 DEM,6000,6000,6000,6000,1,60000,10,1
  Metalec Prilep,"4,26 EMU",500,300,500,350,7,423560,941,4
  MZT Hepos Skopje,"51,13 EMU",7800,6900,7100,7000,21,1045067,148,11
  Mlaz Bogdanci,35 EMU,755,650,755,650,3,441000,600,3
  Ohim Ges Gostivar,10 EMU,115,80,80,91,26,298797,3228,13
  OKTA Skopje,"51,12 EMU",14000,12000,14000,12200,42,3426479,273,12
  ADG Pelagonija Skopje,500 DEM,501,501,501,501,1,5511,11,1
  Popova Kula Demir Kapija,"61,5 DEN",98,82,98,89,29,556693,6243,13
  Prilepska Pivarnica Prilep,125 EMU,31000,30002,31000,31000,13,1500111,49,7
  Rade Kon~ar Skopje,25 EMU,2400,1901,2350,1901,22,903307,403,11
  Arcelormittal Skopje (CRM) Skopje,"5,11 EMU",900,751,855,767,82,6425928,7864,16
  Arcelormittal Skopje (HRM) Skopje,"5,11 EMU",910,767,910,826,96,8555693,10088,19
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",680,484,601,501,19,130720,217,11
  R@ Ugotur Skopje,10 DEM,140,100,100,121,32,84174,615,12
  R@ Famord Skopje,5 EMU,150,132,150,132,4,76950,557,3
  Sileks Kratovo,85 DEM,71,71,71,71,2,32447,457,2
  Sileksbanka Skopje,"43,46 EMU",4500,4250,4500,4400,8,1004896,232,5
  Skovin Skopje,310 DEN,857,857,857,857,2,29138,34,2
  Stopanska banka Skopje,"201,10 DEN",920,817,910,850,49,3104012,3645,12
  Strumica Tabak Strumica,"51,13 EMU",9010,9000,9001,9000,7,1675003,186,5
  Transbalkan Gevgelija,100 DEM,310,310,310,310,2,33480,108,1
  Makedonski Telekomunikacii Skopje,100 DEN,681,603,681,629,179,10588855,16385,21
  Tutunska banka Skopje,1000 DEN,10823,10500,10700,10500,15,2101247,198,8
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",600,600,600,600,1,7200,12,1
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",150,150,150,150,7,356250,2375,6
  Univerzalna Investiciona Banka Skopje,1000 DEN,2650,2500,2600,2504,32,4866858,1902,8
  Cementarnica USJE Skopje,51 EMU,33000,29000,33000,32999,7,3274975,102,4
  Fka za cev.11Oktomvr Kumanovo,100 DEM,4500,3800,4400,4200,83,13409570,3195,18
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1500,1450,1450,1500,9,611810,421,5
  Tutunska banka Skopje,1000 DEN,9001,9001,9001,9001,1,387043,43,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  AMTOS Skopje,10 EMU,130,130,130,130,1,22100,170,1
  Angropromet-Tikve{anka Kavadarci,100 DEM,3100,3100,3100,3100,1,173600,56,1
  Blagoj \orev Veles,"25,56 EMU",1100,1000,1100,1000,3,194500,187,3
  Evropa Skopje,"51,13 EMU",9990,5000,5000,9990,2,259800,32,1
  ZIM Skopje,20 EMU,600,600,600,600,2,467400,779,1
  Internacional Nik Skopje,1 EMU,6150,6150,6150,6150,1,578100,94,1
  Jugooprema Skopje,51 EMU,1532,1532,1532,1532,1,1532,1,1
  Kvasara Bitola,100 DEM,24003,22200,24002,24000,8,836433,35,4
  Makedonija soobra}aj Skopje,50 EMU,2900,2200,2200,2900,2,204000,80,2
  Mlekara Tetovo,5 EMU,1227,737,1227,737,3,18130818,15354,1
  Makpetrol-Tema AD Skopje,10 DEM,62,62,62,62,1,5766,93,1
  O~na optika Skopje,44 DEM,1230,1230,1230,1230,1,357930,291,1
  Ohridska pastrmka Ohrid,50 DEM,1585,1585,1585,1585,1,808350,510,1
  R@ Troska Skopje,10 DEM,300,300,300,300,9,6600,22,4
  Tekstil Skopje,"102,26 EMU",1500,1500,1500,1500,1,52500,35,1
  Fakul.-zemjo. stopanstvo s. Trubarevo,10 DEM,100,100,100,100,1,19300,193,1
  Unionmak Kavadarci,100 DEM,500,350,350,500,2,79950,228,2
Sloboden pazar - obvrznici,,,,,,,,,
  Prokredit banka Skopje - korp. obvrznica,,101.2,101.2,101.2,101.2,6,76992960,1268,5
Vkupno Redoven pazar,,,,,,946,170754184,84962,
Vkupno site pazari,,,,,,3942,745571698,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Skopski Pazar Skopje,,,,,44000,,8008000,182,
Vitaminka Prilep,,,,,13600,,9275200,682,
Stopanska banka Bitola,,,,,9000,,5040000,560,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Brokerska ku}a Bro-Dil Skopje,,,,,324179.88,,23989311,74,
Pekabesko Skopje,,,,,20000,,7860000,393,
