МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Inter-Trans{ped Skopje,"5,11 EMU",381,210,300,301,30,326080,1135,13
  R@ Uslugi Skopje,"5,11 EMU",1004,800,980,1000,118,8308946,8938,17
  Stopanska banka Bitola,3000 DEN,10401,8321,10400,9900,144,39327797,4197,19
  Skopski Pazar Skopje,"51,13 EMU",46000,40000,46000,46000,18,7186065,178,9
  Makstil Skopje,"5,11 EMU",481,340,479,480,538,54353663,126040,20
  Teteks Tetovo,100 DEM,3900,2800,3900,3498,68,22142785,6824,13
  Tehnometal Vardar Skopje,"51,13 EMU",3500,3000,3500,3000,3,180000,54,2
  Vinarska vizba Tikve{ Skopje,100 DEM,9100,7721,8849,9100,32,6144237,719,9
  Tutunski kombinat Prilep,100 DEM,600,500,500,600,3,85300,160,3
  TTK Banka AD Skopje,1000 DEN,2453,2037,2201,2200,21,1118311,521,13
  Fer{ped Skopje,37400 DEN,260000,220500,251001,255000,36,16812484,69,14
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,7500,7500,7500,7500,3,82500,11,2
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,91.1,90.3,90.3,90.8,55,7842045,141354,16
  R.Makedonija - denacionalizacija 01,,89,89,89,89,2,155625,2857,1
  R.Makedonija - denacionalizacija 02,1 EUR,86.6,86.1,86.1,86.6,10,14569938,276304,7
  R.Makedonija - denacionalizacija 03,1 EMU,86,85.4,85.4,85.7,17,6109592,116334,10
  R.Makedonija - denacionalizacija 04,1 EMU,86,83,83,85,33,10860926,208385,13
  R.Makedonija - denacionalizacija 05,1 EMU,86.5,83.3,84.9,86,44,6999997,134462,14
  R. Makedonija - denacionalizacija 06,1 EMU,86.1,83,84.9,86.1,131,13186357,253167,19
Vkupno Oficijalen pazar,,,,,,3969,848606789,1427345,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1400,833,833,1400,3,198660,150,3
  Alkaloid Berovo,"255,6 EMU",5050,5050,5050,5050,1,782750,155,1
  Automakedonija Skopje,"44,48 EMU",3500,2853,3500,2853,4,207680,70,3
  Beton Ohrid,500 DEM,902,902,902,902,1,9020,10,1
  Beton [tip,25 EMU,2409,2409,2409,2409,1,120450,50,1
  Edinstvo Tetovo,"5,11 EMU",315,315,315,315,1,75600,240,1
  @AS Skopje,"37,48 EMU",320,320,320,320,1,25920,81,1
  ICN-Farm AD Skopje,"9,13 EMU",328,250,250,300,29,2826045,9499,7
  Jaka 80 Radovi{,10 DEM,531,501,501,531,2,105900,200,1
  KJUBI Makedonija Skopje,"51,13 EMU",3800,3200,3800,3400,19,2192380,622,10
  Konzervna fabrika Strumica,5 EMU,100,100,100,100,1,139700,1397,1
  R@ KPOR Skopje,10 DEM,140,103,103,120,8,10539,88,7
  Karpo{ Skopje,"17,04 EMU",600,500,600,500,2,16000,30,2
  Lozar-Pelisterka Skopje,100 DEM,6000,5500,6000,5500,3,334505,57,3
  Metalec Prilep,"4,26 EMU",450,350,450,350,5,129850,361,3
  MZT Pumpi Skopje,51 EMU,800,800,800,800,1,20000,25,1
  MZT Hepos Skopje,"51,13 EMU",6160,4001,6160,4001,6,292648,54,5
  Mlaz Bogdanci,35 EMU,750,670,710,750,8,202700,274,3
  Ohim Ges Gostivar,10 EMU,100,80,85,100,18,287855,3335,8
  OKTA Skopje,"51,12 EMU",12001,9906,12001,11500,58,7661806,703,15
  Oteks Ohrid,1941 DEN,229,90,90,229,3,12515,85,3
  ADG Pelagonija Skopje,500 DEM,513,513,513,513,1,2565,5,1
  Popova Kula Demir Kapija,"61,5 DEN",80,70,80,75,50,1115780,14927,11
  Prilepska Pivarnica Prilep,125 EMU,28000,25621,28000,25621,6,772605,29,4
  Rade Kon~ar Skopje,25 EMU,2100,1506,2100,1800,19,1426085,901,11
  Arcelormittal Skopje (CRM) Skopje,"5,11 EMU",750,600,748,670,129,12866658,19856,14
  Arcelormittal Skopje (HRM) Skopje,"5,11 EMU",814,606,800,770,177,18757245,25748,18
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",600,500,550,600,15,168991,309,8
  R@ Ugotur Skopje,10 DEM,140,110,116,120,29,138026,1192,13
  R@ Famord Skopje,5 EMU,150,130,130,150,3,71000,500,2
  Sovremen dom Prilep,10 DEM,30,30,30,30,1,68700,2290,1
  Solun 53 Gevgelija,5 EMU,305,305,305,305,1,100650,330,1
  Stopanska banka Skopje,"201,10 DEN",1000,700,811,1000,52,3922490,4947,14
  Strumica Tabak Strumica,"51,13 EMU",8600,8109,8600,8109,4,178336,21,3
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,1,9300,6,1
  Transbalkan Gevgelija,100 DEM,310,310,310,310,5,54250,175,1
  TEAL-Alumina Tetovo,100 DEM,580,580,580,580,1,5014100,8645,1
  Makedonski Telekomunikacii Skopje,100 DEN,648,550,617,629,164,11886825,19733,19
  Tutunska banka Skopje,1000 DEN,11000,9499,11000,10600,23,1946009,192,7
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",150,150,150,150,4,177450,1183,2
  Univerzalna Investiciona Banka Skopje,1000 DEN,2400,2100,2400,2100,4,339900,150,3
  Cementarnica USJE Skopje,51 EMU,32000,30100,30100,32000,3,316200,10,2
  Fakom Skopje,"51,13 EMU",3900,3900,3900,3900,1,39000,10,1
  Fustelarko Borec Bitola,100 DEM,850,301,850,301,3,220700,376,3
  Fka za cev.11Oktomvr Kumanovo,100 DEM,3800,2709,3800,3600,97,10212527,3078,19
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1400,1249,1350,1250,27,684080,537,12
  Tutunska banka Skopje,1000 DEN,11000,10000,10900,10000,8,2646300,253,5
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Agropromet Strumica,100 DEM,1200,1200,1200,1200,1,134400,112,1
  Blagoj \orev Veles,"25,56 EMU",1000,1000,1000,1000,1,90000,90,1
  DZSPP Goce Del~ev s.Trubarevo,"51,13 EMU",3220,3220,3220,3220,1,9917600,3080,1
  MZT Energetika Skopje,100 DEM,350,350,350,350,1,8400,24,1
  @AS Bus Gostivar,100 DEM,1200,1200,1200,1200,2,96000,80,1
  Zeolit BSB Probi{tip,100 EMU,6155,6155,6155,6155,3,55825850,9070,1
  Izvozno i kreditna banka Skopje,10000 DEN,50000,50000,50000,50000,1,50000,1,1
  Ilinden Skopje,100 DEM,2000,2000,2000,2000,2,12000,6,2
  Karnomak s.Porodin,1 EMU,25,25,25,25,1,2500,100,1
  Kvasara Bitola,100 DEM,21000,19500,20850,19500,4,852450,41,4
  Maloproda`ba so ugostit AD Strumica,5 EMU,122,122,122,122,2,1873432,15356,2
  MZT Oprema za vozila Skopje,50 EMU,660,660,660,660,1,63360,96,1
  Mlekara Tetovo,5 EMU,920,920,920,920,2,4301920,4676,1
  Makpetrol-Tema AD Skopje,10 DEM,62,62,62,62,2,12090,195,2
  Pelagonija Strumica,"25,56 EMU",610,610,610,610,1,846680,1388,1
  Pekabesko Skopje,46 EMU,7500,6500,7000,7500,3,557500,82,3
  R@ Troska Skopje,10 DEM,300,300,300,300,15,11700,39,8
  Stobi Veles,100 DEM,1550,1550,1550,1550,1,20150,13,1
  Tekstil Skopje,"102,26 EMU",1500,1500,1500,1500,1,51000,34,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,90000,70000,70000,90000,2,160000,2,2
Vkupno Redoven pazar,,,,,,1050,163675327,157374,
Vkupno site pazari,,,,,,5019,1012282116,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,5700,,5130000,900,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Skopski Pazar Skopje,,,,,46000,,5290000,115,
