МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Evropa Skopje,"51,13 EMU",3690,3690,3690,3690,1,4896630,1327,1
  @AS Bus Gostivar,100 DEM,1000,1000,1000,1000,1,68000,68,1
  Inter Kvatro AD [tip,"5,11 EMU",378,315,315,378,9,8668737,25536,3
  Kvasara Bitola,100 DEM,8400,8000,8400,8000,2,50000,6,2
  Makedonska Berza,"607,1 EMU",250000,250000,250000,250000,2,1000000,4,1
  NAMA Kumanovo,240 DEM,5080,5080,5080,5080,2,3083560,607,1
  Pekabesko Skopje,46 EMU,2250,2000,2000,2250,5,3488500,1552,3
  Prosvetno delo Skopje,100 DEM,1600,1600,1600,1600,3,694400,434,1
  R@ Troska Skopje,10 DEM,300,300,300,300,1,900,3,1
  SOKOMAK BITOLA Bitola,100 DEM,18360,18360,18360,18360,2,1046520,57,1
  Solun 2001 Gevgelija,5 EMU,305,305,305,305,2,71065,233,1
  Turtel [tip,5 EMU,136,135,136,135,5,330694,2447,2
  Unionmak Kavadarci,100 DEM,400,400,400,400,1,90800,227,1
Vkupno Redoven pazar,,,,,,343,57643026,89156,
Vkupno site pazari,,,,,,2080,447877847,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Fer{ped Skopje,,,,,53700,,10095600,188,
Tehnometal Vardar Skopje,,,,,1130,,6070360,5372,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Jugooprema Skopje,,,,,1350.42,,6245693,4625,
Inter Kvatro AD [tip,,,,,315,,5040000,16000,
Inter Kvatro AD [tip,,,,,346,,5051600,14600,
Inter Kvatro AD [tip,,,,,357,,5001570,14010,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Tutunska banka Skopje,,,,,5029,,1178666846,234374,
