МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Uslugi Skopje,"5,11 EMU",417,252,415,275,66,2076543,6029,19
  Stopanska banka Bitola,3000 DEN,6445,3000,6300,3000,223,29991116,7787,17
  Skopski Pazar Skopje,"51,13 EMU",20000,18000,19999,18000,22,4870276,254,6
  Makstil Skopje,"5,11 EMU",390,229,390,240,230,35507209,127622,20
  Teteks Tetovo,"50,4 EMU",1360,850,1360,950,52,2489024,2484,14
  Tehnometal Vardar Skopje,"51,13 EMU",1207,1100,1207,1100,5,150966,133,3
  Vinarska vizba Tikve{ Skopje,"51,13 EMU",6207,5170,6207,5170,12,2550677,444,6
  TTK Banka AD Skopje,1000 DEN,1455,1200,1450,1300,81,7044622,5274,16
  Fer{ped Skopje,37400 DEN,120000,74652,120000,82230,36,7045735,79,14
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,91.6,90.1,91,91.2,112,183784867,3301955,22
  R.Makedonija - denacionalizacija 01,,90,89.3,90,89.3,3,2568228,46666,3
  R.Makedonija - denacionalizacija 02,1 EUR,87.4,85.2,87.4,86,11,80259970,1507841,7
  R.Makedonija - denacionalizacija 03,1 EMU,85.8,85,85,85.8,23,100525899,1928464,12
  R.Makedonija - denacionalizacija 04,1 EMU,84.1,80.7,84,81.4,22,86844150,1701176,12
  R.Makedonija - denacionalizacija 05,1 EMU,82,81,81.2,82,17,9659929,194684,10
  R. Makedonija - denacionalizacija 06,1 EMU,81.2,80,81.2,80.1,15,1488165,30074,11
  R.Makedonija - denacionalizacija 07,1 EMU,82.4,79.3,80,80.4,270,29137119,594628,22
Vkupno Oficijalen pazar,,,,,,4416,1118491972,9637421,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",500,500,500,500,3,315000,630,2
  Automakedonija Skopje,"44,48 EMU",3600,3100,3600,3100,8,931500,275,4
  Beton [tip,25 EMU,1300,1160,1300,1160,3,62200,50,2
  Edinstvo Strumica,70 DEM,400,400,400,400,1,40000,100,1
  IDEVELOP Skopje,1 EMU,45,39,45,39,3,50020,1180,3
  Interpromet Tetovo,"51,13 EMU",610,610,610,610,3,98210,161,1
  ICN-Farm AD Skopje,"9,13 EMU",201,181,201,181,3,38200,200,2
  Jaka 80 Radovi{,10 DEM,500,500,500,500,1,50000,100,1
  Palplast Pro Kimanuvo,51 EMU,372,372,372,372,10,249984,672,1
  Domatti Sveti Nikole,"102,26 EMU",1000,1000,1000,1000,2,40000,40,1
  KJUBI Makedonija Skopje,"51,13 EMU",1115,963,1100,1050,48,2210205,2087,17
  Karpo{ Skopje,"17,04 EMU",400,204,400,205,7,208420,782,4
  Lozar-Pelisterka Skopje,51 EMU,3700,3700,3700,3700,1,66600,18,1
  FHL Mermeren kombinat Prilep,1 EMU,400,400,400,400,1,164000,410,1
  MZT Pumpi Skopje,51 EMU,1000,975,1000,980,3,24625,25,3
  POLI MZT Skopje,"51,13 EMU",3400,3400,3400,3400,12,894200,263,8
  Mlaz Bogdanci,35 EMU,350,315,350,315,3,127120,393,2
  Nova stokovna ku}a Strumica,2000 DEM,23800,23800,23800,23800,1,190400,8,1
  Ohim Ges Gostivar,10 EMU,60,50,60,50,3,50640,1010,2
  OKTA Skopje,"51,12 EMU",6110,4600,6005,4600,19,1555635,307,8
  Trikota`a Pelister Bitola,35 EMU,265,264,264,265,5,50572,191,3
  Popova Kula Demir Kapija,"61,5 DEN",45,30,45,30,60,1185941,32345,18
  Prilepska Pivarnica Prilep,125 EMU,16450,16450,16450,16450,1,740250,45,1
  Rade Kon~ar Skopje,25 EMU,1500,1252,1401,1252,12,839305,589,8
  Arcelormittal Skopje (CRM) Skopje,"5,11 EMU",292,143,292,161,55,1601765,8044,15
  Arcelormittal Skopje (HRM) Skopje,"5,11 EMU",312,151,312,170,75,3948154,15172,13
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",370,302,360,339,12,570863,1623,6
  R@ Ugotur Skopje,10 DEM,56,54,55,54,7,138770,2522,2
  R@ Famord Skopje,5 EMU,62,62,62,62,1,31000,500,1
  Sileks Kratovo,85 DEM,65,65,65,65,2,37570,578,2
  Stopanska banka Skopje,"201,10 DEN",452,346,447,350,67,3110796,8039,14
  TEAL-Alumina Tetovo,100 DEM,580,580,580,580,1,1624000,2800,1
  Makedonski Telekom Skopje,100 DEN,500,415,500,420,165,8455053,18565,21
  Tutunska banka Skopje,1000 DEN,8500,6100,8000,6450,50,7782176,998,15
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",101,100,100,101,2,44700,444,2
  Univerzalna Investiciona Banka Skopje,1000 DEN,1567,1100,1511,1567,16,759379,553,9
  Cementarnica USJE Skopje,51 EMU,20000,20000,20000,20000,3,240000,12,2
  Fustelarko Borec Bitola,100 DEM,500,500,500,500,1,97500,195,1
  Fka za cev.11Oktomvr Kumanovo,100 DEM,1350,1000,1350,1000,33,1600402,1320,13
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,595,500,595,500,9,357996,635,6
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,800,800,800,800,1,8800,11,1
  Angropromet-Tikve{anka Kavadarci,100 DEM,1800,1800,1800,1800,1,48600,27,1
  Zlatara Rubin Skopje,"51,13 EMU",1500,1500,1500,1500,1,3000,2,1
  Karnomak s.Porodin,1 EMU,24,24,24,24,1,24000,1000,1
  Kvasara Bitola,100 DEM,15500,12000,15500,12000,7,446010,32,3
  Makmetal Skopje,51 EMU,6212,6212,6212,6212,2,130452,21,2
  Pekabesko Skopje,46 EMU,3000,3000,3000,3000,1,15000,5,1
  Prosvetno delo Skopje,100 DEM,1600,1600,1600,1600,1,699200,437,1
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,3000,2,126000,42,2
  Solun 2001 Gevgelija,5 EMU,305,300,305,300,17,456510,1516,3
Vkupno Redoven pazar,,,,,,746,42540723,106974,
Vkupno site pazari,,,,,,5162,1161032695,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Skopski Pazar Skopje,,,,,20500,,81200500,3961,
