МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Mermeren kombinat Prilep,100.00 DEM,16150,16150,16150,16150,1,209950,13,1
  Mesna industrija Sv.Nikole,63.00 DEM,,,,1550,1,5004950,3229,1
  Mako{ped Skopje,1000.00 DEN,,,,370,3,22009970,60266,2
  Hoteli Metropol Ohrid,10.00 DEM,210,209,209,210,2,207121,991,2
  Makpetrol Skopje,1000.00 DEM,9500,8520,9000,8520,49,3805462,418,13
  Makedonija Turist Skopje,50.00 DEM,771,695,695,771,9,1007521,1383,6
  Makedonska [tedilnica,2653.00 DEN,,,,3300,1,4950000,1500,1
  Ma{inopromet Skopje,50.00 DEM,1000,1000,1000,1000,1,1000,1,1
  Pelagonija Strumica,500.00 DEM,,,,542,1,3164738,5839,1
  Pelagonija Transport Prilep,10 DEM,60,60,60,60,1,5280,88,1
  Pelagonija komerc Bitola,100.00 DEM,1000,1000,1000,1000,3,102000,102,1
  PKB Skopje Skopje,90.00 DEM,1147,805,805,1147,2,968950,970,2
  Polet Kumanovo,100.00 DEM,153,153,,153,3,2555373,16751,3
  Pelagonija Trans Prilep,100 DEM,1500,1200,,1200,3,465600,384,2
  Rade Kon~ar Skopje,25 EUR,160,160,160,160,6,62240,389,4
  Replek Makedonija Skopje,1100.00 DEM,13000,13000,13000,13000,4,4979000,383,1
  R@ Ekonomika Skopje,10.00 DEM,75,50,75,50,59,151400,2528,14
  Sileks Kratovo,"85,00 DEM",62,62,62,62,1,16740,270,1
  Sileksbanka Skopje,85 DEM,350,350,350,350,1,190050,543,1
  Slavej Skopje,100.00 DEM,2170,2170,2170,2170,8,1464750,675,2
  Skopski Pazar Skopje,100.00 DEM,2300,2211,2300,2211,4,436410,191,4
  Sigurnosno staklo Prilep,100.00 DEM,950,950,950,950,14,846450,891,1
  Tajmi{te Ki~evo,100.00 DEM,500,500,500,500,1,390000,780,1
  Tehnometal Vardar Skopje,100.00 DEM,1500,1099,1500,1099,30,19864288,13271,5
  Tutunska banka Skopje,1000.00 DEN,1500,1400,1400,1500,3,573200,408,3
  Trgotekstil Angro 6 Skopje,50 DEM,100,100,100,100,1,10000,100,1
  Trgojug Skopje,50.30 DEM,1575,1575,1575,1575,6,4684050,2974,3
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,6,178200,297,1
  Fer{ped Skopje,1199.00 DEM,19055,19000,19055,19000,6,837535,44,2
  Fotocentar Skopje,456.60 DEM,2000,2000,2000,2000,1,34000,17,1
Tret pazar - Prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,700,670,700,670,39,1382609,2037,12
  Stopanska banka Skopje,400 DEN,250,200,200,250,5,66379,268,1
  Tutunska banka Skopje,1000.00 DEN,1500,1401,1401,1500,3,279378,198,2
Vkupno Neoficijalen pazar,,,,,,476,125773325,260752,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Agroplod Resen,1000 DEM,3117,3117,3117,3117,1,6489594,2082,1
  Balkan Kavadarci,10.00 DEM,156,156,156,156,1,1295736,8306,1
  Voior-rostfrei Ohrid,100.00 DEM,312,312,312,312,1,468000,1500,1
  Eurometing Prilep,10 DEM,31,31,31,31,1,24056,776,1
  Ineks Gorica Ohrid,100 DEM,,,,1870,1,9753920,5216,1
  Lozar motel Veles,5 EUR,,,,152,1,476368,3134,1
  Lozar Sogle Veles,5 EUR,,,,152,1,142880,940,1
  Metalec Prilep,100.00 DEM,312,312,312,312,1,372528,1194,1
  Makmetal Skopje,100.00 DEM,2200,2200,2200,2200,1,297000,135,1
  NAMA Kumanovo,240 DEM,2244,2244,2244,2244,1,8401536,3744,1
  ZIK Nagori~ane Kumanovo,100 DEM,600,600,600,600,1,1404600,2341,1
  Ogra`den Strumica,100.00 DEM,1558,1558,1558,1558,1,3885652,2494,1
  ZIK Oran`erija Kumanovo,100 DEM,500,500,500,500,1,2424500,4849,1
  Prilepski nemetali Prilep,100 DEM,315,315,315,315,1,720090,2286,1
  Triko Vinica,1 DEM,3,3,3,3,1,3098085,1032695,1
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  7-mi Noemvri Gevgelija,100 DEM,624,624,624,624,1,1670448,2677,1
  30 - Juli Kumanovo,100 DEM,312,312,312,312,1,1361256,4363,1
  Mak Stoun Prilep,100 DEM,1400,1400,1400,1400,1,3200400,2286,1
  Sigurnost Skopje,10 DEM,93,93,93,93,1,729213,7841,1
  Tehnokomerc Skopje,"51,13 EMU",1700,1700,1700,1700,1,9146000,5380,1
  Tigar Kriva Palanka,100 DEM,312,312,312,312,1,4388904,14067,1
Vkupno Dr`aven pazar,,,,,,21,59750766,1108306,
Vkupno site pazari,,,,,,1323,272496029,,
