МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Skopski Pazar Skopje,100.00 DEM,2200,2005,2005,2200,4,3349430,1660,4
  Tajmi{te Ki~evo,100.00 DEM,1550,1550,1550,1550,7,790500,510,3
  Teteks Tetovo,100.00 DEM,310,310,310,310,5,3582980,11558,4
  Tehnometal Vardar Skopje,100.00 DEM,600,500,600,600,7,88800,151,6
  Tehnokomerc Skopje,"51,31 EURO",1000,1000,1000,1000,15,1580000,1580,2
  Treska 30 Avgust Vinica,100.00 DEM,150,150,150,150,2,396300,2642,1
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,265800,443,1
  Cementarnica USJE Skopje,100.00 DEM,6000,6000,6000,6000,1,60000,10,1
  Crven trendafil Skopje,32 DEM,320,320,320,320,13,190720,596,4
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,850,781,815,850,12,963903,1171,5
  Stopanska banka Skopje,400 DEN,299,249,250,250,8,138325,527,2
  Tutunska banka Skopje,1000.00 DEN,1420,1420,1420,1420,2,132060,93,1
Vkupno Neoficijalen pazar,,,,,,763,165276724,320637,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,43.9,31,38.2,40,167,45779052,111731519,15
Vkupno Drugi hartii od vrednost,,,,,,167,45779052,111731519,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Makpetrol Temko Skopje,10 DEM,313,313,313,313,1,44759,143,1
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  Brod~anka Makedonski Brod,10 DEM,63,63,63,63,1,693000,11000,1
  Lozar Agroservis Veles,5 EUR,61,61,61,61,1,1452959,23819,1
  Lozar Golemoproda`ba Veles,5 EUR,61,61,61,61,2,515267,8447,2
  Lozar-Sviwarska farma Veles,5 EUR,305,305,305,305,1,7807695,25599,1
  MZT Learnica Skopje,100 DEM,312,312,312,312,1,5651568,18114,1
  Nacionalna plate`na karti~ka Skopje,1 EUR,61,61,61,61,4,104865669,1772378,3
  R@ Troska Skopje,10 DEM,312,312,312,312,1,6034080,19340,1
Vkupno Dr`aven pazar,,,,,,12,127064997,1878840,
Vkupno site pazari,,,,,,1623,417354470,,
