МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.11.2002 ДО 30.11.2002 ГОДИНА,,,,,,,,,
,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официјален пазар,,,,,,,,,
Официјален пазар - обични акции,,,,,,,,,
  Алкалоид Скопје,"25,56 ЕУР",2500,1300,1300,2000,63,10765470,6027,7
  Топлификација Скопје,100.00 ДЕМ,1580,1530,1580,1531,34,4552890,2940,11
Официјален пазар - обврзници,,,,,,,,,
  Р. Македонија - девизни влогови,,65,61,62.1,63.2,485,47958056,1237993,16
  Р.Македонија - денационализација 01,,63.5,59,60,59,7,738384,19984,3
Вкупно Официјален пазар,,,,,,589,64014801,1266944,
Неофицијален пазар,,,,,,,,,
Неофицијален пазар - обични акции,,,,,,,,,
  29 Ноември Скопје,460 ДЕМ,2000,2000,2000,2000,4,76000,38,3
  Агросервис Скопје,2905.00 ДЕН,550,550,550,550,1,58300,106,1
  Алгрета Ресен,100.00 ДЕМ,1200,1200,1200,1200,2,91200,76,1
  Алкалоид Скопје,"25,56 ЕУР",1301,1240,1240,1300,43,4159275,3216,7
  Ангропромет-Тиквешанка Кавадарци,100.00 ДЕМ,3001,3001,3001,3001,2,438146,146,2
  Рудници Бањани Скопје,50.00 ДЕМ,620,620,620,620,2,68200,110,2
  Благој Ѓорев Велес,50.00 ДЕМ,393,388,388,393,3,861718,2207,3
  Живин. фарма Белимбегово Скопје,10.00 ДЕМ,47,47,47,47,1,18800,400,1
  Бетон Скопје,500 ДЕМ,1500,1500,1500,1500,13,279000,186,7
  БИМ Свети Николе,200.00 ДЕМ,3100,3100,3100,3100,3,167400,54,1
  Вардар осигурување Скопје,100.00 ДЕМ,1500,1500,1500,1500,1,3000,2,1
  Ветекс Велес,100 ДЕМ,2170,2170,2170,2170,1,58590,27,1
  Гевгелија Турист Гевгелија,10 ДЕМ,156,156,156,156,5,231660,1485,1
  Гранит Скопје,10.00 ДЕМ,80,70,70,70,24,392440,5563,8
  Дајмон МД Кавадарци,100.00 ДЕМ,312,312,312,312,1,349752,1121,1
  Димче Бањарот Прилеп,100.00 ДЕМ,,,,1517,1,2548560,1680,1
  Дијос Струмица,10 ДЕМ,,,,51.68,1,2700487,52254,1
  Металец Битола,100.00 ДЕМ,1500,1500,1500,1500,14,223500,149,6
  Европа Скопје,100.00 ДЕМ,1095,1005,1005,1094,7,534492,506,5
  ЕМО Охрид,60.00 ДЕМ,400,380,380,380,8,1655680,4357,6
  Жито Лукс Скопје,100.00 ДЕМ,599,599,599,599,1,29950,50,1
  Жито Скопје Скопје,100.00 ДЕМ,750,750,750,750,10,2200500,2934,6
  Жито Струмица Струмица,100.00 ДЕМ,1000,1000,1000,1000,1,745000,745,1
  Земјод. комб. Пелагонија Битола,100.00 ДЕМ,450,305,305,305,3,990480,3247,2
  Ф-ка за св. плат. Илинден Битола,100.00 ДЕМ,620,620,620,620,2,17360,28,1
  Инекс Горица Охрид,100 ДЕМ,1600,1600,1600,1600,1,1068800,668,1
  Јаворшпед Битола,10 ДЕМ,309,309,309,309,2,6798,22,1
  Јака табак Радовиш,100.00 ДЕМ,1099,1099,1099,1099,2,219800,200,2
  Југотутун Скопје,"153,27 ДЕМ",2100,2000,2000,2100,3,60100,29,2
  Комерцијална банка Скопје,5000.00 ДЕН,1740,1500,1740,1700,6,772550,456,4
  Јавор Стоковна куќа Корзо Битола,10 ДЕМ,310,300,310,310,33,1996397,6455,3
  Краиште –Тиквеш Кавадарци,100 ДЕМ,200,200,200,200,6,322800,1614,2
  Култура Кавадарци,10.00 ДЕМ,10,10,10,10,1,55010,5501,1
  Лотарија на Македонија Скопје,100.00 ДЕМ,176,175,176,175,2,105500,600,1
  Лихнида Охрид,20 ДЕМ,63,63,63,63,4,33390,530,1
  Македонија Гостивар,100.00 ДЕМ,2500,2200,2200,2500,4,3384620,1531,2
  Макошпед Скопје,1000.00 ДЕН,100,100,100,100,1,300000,3000,1
  Млаз Богданци,45.06 ДЕМ,500,500,500,500,3,644500,1289,3
  Макпетрол Скопје,1000.00 ДЕМ,10850,9100,9200,10523,67,5287238,557,16
  Македонија Турист Скопје,50.00 ДЕМ,800,700,795,800,12,982600,1283,5
  Македонска Штедилница,2653.00 ДЕН,3200,3200,3200,3200,1,640000,200,1
  Макошпед осигурување Скопје,1000.00 ДЕМ,,,,31061,1,4814455,155,1
  НАМА Куманово,240 ДЕМ,,,,5600,3,73880800,13193,1
  ОКТА Скопје,100.00 ДЕМ,500,500,500,500,1,10000,20,1
  Пелагонија комерц Битола,100.00 ДЕМ,630,630,630,630,6,68670,109,3
  Мебел Штип,5 ДЕМ,10,10,10,10,1,73230,7323,1
  ПКБ Скопје Скопје,90.00 ДЕМ,100,100,100,100,1,362000,3620,1
  Прилепска Пиварница Прилеп,250.00 ДЕМ,5900,3500,3500,5900,2,933000,198,2
  Пелагонија Транс Прилеп,100 ДЕМ,1500,1500,1500,1500,1,22500,15,1
  Раде Кончар Скопје,25 ЕУР,160,160,160,160,1,10560,66,1
  Реплек Македонија Скопје,1100.00 ДЕМ,13001,13001,13001,13001,1,13001,1,1
  РЖ Економика Скопје,10.00 ДЕМ,50,50,50,50,2,2200,44,2
  Рудник Демир Хисар с. Сопотница,10 ДЕМ,250,250,250,250,1,52750,211,1
  Стопанска банка Битола,3000 ДЕН,3000,3000,3000,3000,1,42000,14,1
  Силекс Кратово,"85,00 ДЕМ",70,62,62,70,3,44920,668,2
  Словин Југококта Скопје,10 ДЕМ,88,88,88,88,1,71632,814,1
  Скопски Пазар Скопје,100.00 ДЕМ,2202,2011,2200,2202,5,374880,185,4
  Сигурносно стакло Прилеп,100.00 ДЕМ,900,900,900,900,22,1283400,1426,2
  Табак осигур. и реосигур. Скопје,1000.00 ДЕМ,35000,30511,30511,35000,2,3340149,103,1
  Тетекс Тетово,100.00 ДЕМ,310,310,310,310,2,2678090,8639,2
  Технометал Вардар Скопје,100.00 ДЕМ,600,500,500,600,10,125200,210,6
  Тутунски комбинат Прилеп,100.00 ДЕМ,300,300,300,300,2,12000,40,1
  Транскоп-Патнички сооб. Битола,100 ДЕМ,600,600,600,600,4,130200,217,1
  Фотоцентар Скопје,456.60 ДЕМ,1000,1000,1000,1000,1,548000,548,1
  Ф-ка за шеќер 4ти Ноември Битола,100.00 ДЕМ,4750,4402,,4495,19,128328496,34910,8
  Агрохемизација Скопје,10.00 ДЕМ,100,100,100,100,1,691900,6919,1
  Црвена Ѕвезда Пехчево,267 ДЕМ,1000,800,1000,800,2,34000,37,2
  Црвен трендафил Скопје,32 ДЕМ,320,320,320,320,3,122240,382,2
Неофицијален пазар - приоритетни акции,,,,,,,,,
  Комерцијална банка Скопје,1000.00 ДЕН,890,800,840,820,11,456429,556,7
  Тутунска банка Скопје,1000.00 ДЕН,1800,1600,1600,1800,2,80000,48,2
Вкупно Неофицијален пазар,,,,,,414,253386295,185293,
Други хартии од вредност,,,,,,,,,
Државни хартии од вредност,,,,,,,,,
