МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.03.2002 ДО 31.03.2002 ГОДИНА,,,,,,,,,
,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официален пазар,,,,,,,,,
Prv pazar - Obi~ni akcii,,,,,,,,,
  Топлификација Скопје,100.00 ДЕМ,1610,1551,1609,1551,32,3773450,2360,11
Прв пазар - Обврзници,,,,,,,,,
  R. Makedonija - devizni vlogovi,,69.5,65,67.2,66.1,570,39990389,970939,14
Вкупно Официален пазар,,,,,,602,43763839,973299,
Неофициален пазар,,,,,,,,,
Трет пазар - Обични акции,,,,,,,,,
  Агромеханика Скопје,100.00 ДЕМ,1200,980,980,1000,33,4465909,4439,9
  АДОР Македонија Скопје,100.00 ДЕМ,650,650,650,650,1,65000,100,1
  Алкалоид Скопје,50.00 ДЕМ,1352,1220,1352,1300,41,3148778,2434,13
  АМАК Охрид,50 ЕУР,,,,60.95,4,5695778,93450,3
  Рудници Бањани Скопје,50.00 ДЕМ,610,610,610,610,1,61000,100,1
  Благој Ѓорев Велес,50.00 ДЕМ,300,210,230,210,9,1211150,5319,6
  Живин. фарма Белимбегово Скопје,10.00 ДЕМ,47,47,47,47,1,1029535,21905,1
  Велес табак Велес,20.00 ДЕМ,150,150,150,150,2,220200,1468,1
  Галеб Охрид,50 ЕУР,,,,2134,1,6312372,2958,1
  Европа Скопје,100.00 ДЕМ,1450,1360,1360,1395,19,1684543,1215,7
  Жито Лукс Скопје,100.00 ДЕМ,799,750,751,750,5,331447,437,4
  Жито Скопје Скопје,100.00 ДЕМ,310,310,310,310,1,41230,133,1
  ЗК Кичево Кичево,100 ДЕМ,750,750,750,750,1,342000,456,1
  Земјод. комб. Пелагонија Битола,100.00 ДЕМ,450,450,450,450,4,318600,708,3
  ЗС Илинден Скопје,10.00 ДЕМ,93,93,93,93,39,539958,5806,7
  Јака табак Радовиш,100.00 ДЕМ,1240,1100,1240,1100,3,203000,175,2
  Југотутун Штип,199.97 ДЕМ,155,155,155,155,2,578150,3730,1
  Караорман Скопје,100.00 ДЕМ,150,150,150,150,5,200700,1338,3
  Клириншка куќа Клир. интерб. си. Скопје,10.000 денари,10000,10000,10000,10000,1,1000000,100,1
  Комерцијална банка Скопје,5000.00 ДЕН,2200,2100,2100,2100,19,5713610,2628,8
  Комунапроект Тетово,10 ДЕМ,315,315,315,315,4,802935,2549,2
  Ловец Тетово,190.00 ДЕМ,100,100,100,100,1,8100,81,1
  Лотарија на Македонија Скопје,100.00 ДЕМ,1280,1280,1280,1280,4,820480,641,4
  АД За угос.туриз.и трг.Македонија Битола,100 ДЕМ,3100,3100,3100,3100,1,744000,240,1
  Македонска банка Скопје,4000.00 ДЕН,2700,2700,2700,2700,1,56700,21,1
  Младина Скопје,37.17 ДЕМ,372,372,372,372,1,84816,228,1
  Макпетрол Скопје,1000.00 ДЕМ,10700,9600,10700,9700,44,3224329,321,14
  Македонија Турист Скопје,50.00 ДЕМ,780,600,640,600,4,390680,627,3
  ОХИС Скопје,100.00 ДЕМ,380,380,380,380,1,47500,125,1
  Пелагонија Транс Прилеп,100 ДЕМ,900,900,900,900,1,18000,20,1
  Раде Кончар Скопје,25 ЕУР,160,160,160,160,8,92000,575,2
  Реплек Македонија Скопје,1100.00 ДЕМ,17050,17050,,17050,2,15600750,915,2
  РЖ Техничка контрола Скопје,10.00 ДЕМ,60,60,60,60,6,83220,1387,1
  Скопски саем Скопје,100.00 ДЕМ,1990,1990,1990,1990,1,298500,150,1
  Стопанска банка Битола,3000.00 ДЕН,1200,1200,1200,1200,3,44400,37,3
  Силекс Кратово,"85,00 ДЕМ",62,62,62,62,1,12648,204,1
  Скопска Пивара Скопје,283.00 ДЕМ,12001,12001,12001,12001,2,168014,14,1
  Словин Југококта Скопје,10 ДЕМ,249,249,249,249,3,24435366,98134,3
  Скопски Пазар Скопје,100.00 ДЕМ,2150,2000,2000,2150,6,2055160,970,4
  Тајмиште Кичево,100.00 ДЕМ,1600,1600,1600,1600,47,1580800,988,6
  Тиквеш Експрес - Кавадарци,10.00 ДЕМ,156,156,156,156,2,1482624,9504,1
  Текстил Скопје,190.00 ДЕМ,1600,1600,1600,1600,4,121600,76,2
  Транс Велес Велес,10.00 ДЕМ,310,310,310,310,2,27900,90,1
  Фершпед Скопје,1199.00 ДЕМ,19050,19050,19050,19050,2,419100,22,2
Tret pazar - Prioritetni akcii,,,,,,,,,
  Комерцијална банка Скопје,1000.00 ДЕН,888,840,860,860,32,1053002,1225,12
Vkupno Neoficialen pazar,,,,,,375,86835584,268043,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Аутомакедонија Скопје,87.00 ДЕМ,1356,1356,1356,1356,1,38822280,28630,1
  Рудници Бањани Скопје,50.00 ДЕМ,780,780,780,780,1,5107440,6548,1
  11 Октомври - Еуроламинат Прилеп,10 ДЕМ,96,96,96,96,1,8162880,85030,1
  11 Октомври - Еуромеханика Прилеп,10 ДЕМ,63,63,63,63,1,725634,11518,1
  Енергомонт Скопје,100.00 ДЕМ,2200,2200,2200,2200,1,792000,360,1
  МЗТ Енергомонтинвест Скопје,100.00 ДЕМ,1180,1180,1180,1180,1,15306960,12972,1
  МАК - Тутун Ресен,100 ДЕМ,624,624,624,624,1,1890096,3029,1
  Сигурносно стакло Прилеп,100.00 ДЕМ,935,935,935,935,1,8256985,8831,1
Држава - рати,,,,,,,,,
  Процеланка Велес,100 ДЕМ,,,,43.27,1,9363671,216401,1
Vkupno Dr`aven pazar,,,,,,9,88427946,373319,
Vkupno site pazari,,,,,,986,219027368,,
