МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  ZEM Promet Skopje,100.00 DEM,,,,10,1,273330,27333,1
  Zemjod. komb. Pelagonija Bitola,100.00 DEM,450,450,450,450,9,49500,110,2
  F-ka za sv. plat. Ilinden Bitola,100.00 DEM,620,620,620,620,1,201500,325,1
  Ineks Gorica Ohrid,100 DEM,2135,2135,2135,2135,1,309575,145,1
  Jaka tabak Radovi{,100.00 DEM,1100,1100,1100,1100,10,1987700,1807,3
  Jugooprema Skopje,100.00 DEM,,,,310,1,4340000,14000,1
  30 Juli Kumanovo,100 DEM,,,,372,1,4154496,11168,1
  Jugotutun Skopje,"153,27 DEM",2000,1500,2000,1500,3,103500,54,2
  Kvasara Bitoal,100 DEM,3000,3000,3000,3000,1,147000,49,1
  Kiro Dandaro Bitola,10.00 DEM,219,219,219,219,1,17082,78,1
  KIB Kumanovo,100 DEM,1250,930,930,1250,11,6060120,5484,2
  Komercijalna banka Skopje,5000.00 DEN,1750,1745,1745,1746,15,11613321,4922,9
  Komuna Skopje,50.00 DEM,170,170,170,170,1,22100,130,1
  Lozar-Ov~arstvo Veles,5 EMU,,,,61,1,239608,3928,1
  Lihnida Ohrid,20 DEM,610,427,427,610,6,8242448,52143,3
  MZT Hepos Skopje,100.00 DEM,,,,624,1,21194784,33966,1
  Makedonska banka Skopje,4000.00 DEN,,,,2650,1,12179400,4596,1
  Mako{ped Skopje,1000.00 DEN,600,599,599,750,9,215109976,320362,5
  Makpetrol Skopje,1000.00 DEM,9200,8520,8520,9200,54,9813318,1093,14
  Makedonija Turist Skopje,50.00 DEM,1250,950,1020,950,32,3976158,3829,10
  NAMA Kumanovo,240 DEM,1000,1000,1000,1000,1,28000,28,1
  Napredok Peh~evo,100 DEM,1000,1000,1000,1000,2,117000,117,1
  Ogra`den Strumica,100.00 DEM,1000,1000,1000,1000,1,91000,91,1
  OKTA Skopje,100.00 DEM,450,450,450,450,1,9450,21,1
  Pelagonija komerc Bitola,100.00 DEM,600,600,600,600,2,24600,41,1
  Rade Kon~ar Skopje,25 EUR,160,160,160,160,2,13120,82,2
  Replek Makedonija Skopje,1100.00 DEM,13520,13520,13520,13520,1,40560,3,1
  R@ Ekonomika Skopje,10.00 DEM,50,50,50,50,21,24600,492,9
  ZIK Romanovce Kumanovo,100 DEM,3100,3100,3100,3100,6,1274100,411,2
  Rudnik Demir Hisar s. Sopotnica,10 DEM,,,,250,1,12899000,51596,1
  Stopanska banka Bitola,2011 DEN,2000,2000,2000,2000,2,290000,145,2
  ZIK Ska~kovce Kumanovo,100 DEM,3100,3100,3100,3100,1,1717400,554,1
  Slavej Skopje,100.00 DEM,1900,1900,1900,1900,1,380000,200,1
  Skopski Pazar Skopje,100.00 DEM,2300,2300,2300,2300,2,225400,98,2
  Teteks Tetovo,100.00 DEM,310,310,310,310,2,3384580,10918,2
  Tehnometal Vardar Skopje,100.00 DEM,600,500,600,500,16,242600,408,8
  Tehnokomerc Skopje,"51,31 EURO",1000,1000,1000,1000,25,2335000,2335,9
  Tutunski kombinat Prilep,100.00 DEM,300,300,300,300,2,12000,40,1
  Tutunska banka Skopje,1000.00 DEN,1500,1400,1400,1500,4,3293500,2276,3
  Fakul.-zemjo. stopanstvo s. Trubarevo,10 DEM,150,150,150,150,1,28050,187,1
  Crvena Yvezda Peh~evo,267 DEM,1200,1200,1200,1200,1,52800,44,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,819,700,750,767,17,348798,457,9
  Ohridska banka Ohrid,2650.00 DEN,2650,2650,2650,2650,1,530000,200,1
  Stopanska banka Skopje,400 DEN,250,247,247,250,7,116792,470,3
  Tutunska banka Skopje,1000.00 DEN,1500,1500,1500,1500,1,94500,63,1
Vkupno Neoficijalen pazar,,,,,,436,361605374,593267,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,48,39,43.2,40.9,512,159811654,352330296,15
Vkupno Drugi hartii od vrednost,,,,,,512,159811654,352330296,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Beton Bitola,500 DEM,1700,1700,1700,1700,1,5795300,3409,1
  Beton [tip,25 EUR,765,765,765,765,1,2660670,3478,1
  ZK Ki~evo Ki~evo,100 DEM,,,,1559,1,1777260,1140,1
  Ineks Gorica Ohrid,100 DEM,4000,4000,4000,4000,1,28912000,7228,1
  F-ka za leani proizvodi Bitola,100.00 DEM,1600,1600,1600,1600,1,308800,193,1
  Lihnida Ohrid,20 DEM,701,701,701,701,1,9428450,13450,1
  Makpromet [tip,100.00 DEM,911,911,911,911,1,12704806,13946,1
  Makedonija Turist Skopje,50 DEM,,,,780,1,19693440,25248,1
  NIP Nova Makedonija Skopje,100.00 DEM,,,,718.05,1,140265323,195342,1
  Tran{ped Makedonija Strumica,50.00 DEM,157,157,157,157,1,78186,498,1
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  ART Skopje,10 DEM,31,31,31,31,1,80321,2591,1
  Dekorteks Radovi{,440 DEM,1577,1577,1577,1577,1,11581488,7344,1
  Prerabotka na drvo Makedonski Brod,10 DEM,31,31,31,31,1,410161,13231,1
  @ito Male{-Sviwarska farma Berovo,100 DEM,312,312,312,312,1,602160,1930,1
  @ito Produkt Sv. Nikole,400 DEM,2493,2493,2493,2493,1,5497065,2205,1
  Stokovna ku}a-Korzo Bitola,10 DEM,89,89,89,89,1,2618647,29423,1
  Lozar mlekara Veles,5 EUR,305,305,305,305,1,321165,1053,1
  Lozar Ov~arstvo Veles,5 EUR,305,305,305,305,1,743895,2439,1
  Lozar Oran`erii Veles,5 EUR,62,62,62,62,1,7266214,117197,1
  Lozar Sogle Veles,5 EUR,305,305,305,305,1,26535,87,1
  Monting Bitola,100 DEM,67,67,67,67,1,3882918,57954,1
  Nacionalna plate`na karti~ka Skopje,1 EUR,61,61,61,61,4,192333610,3153010,4
  Ov~e Pole Sveti Nikole,10 DEM,94,94,94,94,1,12792836,136094,1
  Palteks Del~evo,30 DEM,655,655,655,655,1,1323100,2020,1
  Sankeram Makedonija Strumica,100 DEM,156,156,156,156,1,215124,1379,1
Vkupno Dr`aven pazar,,,,,,28,461319474,3791889,
Vkupno site pazari,,,,,,1450,1050299482,,
