МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.08.2002 ДО 31.08.2002 ГОДИНА,,,,,,,,,
,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Investbanka Skopje,100.00 DEM,,,,2670,1,5147760,1928,1
  Toplifikacija Skopje,100.00 DEM,1370,1203,1203,1370,17,1254352,975,10
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,61,55.1,59.7,58,266,48359681,1380556,14
  R.Makedonija - denacionalizacija 01,,58,56,56,58,10,3559475,102875,3
Vkupno Oficijalen pazar,,,,,,294,58321268,1486334,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  Pe~atnica 11 Oktomvri Prilep,100.00 DEM,1600,1000,1000,1600,3,327000,228,2
  Agromehanika Skopje,100.00 DEM,,,,3100,3,30908630,9923,3
  Alkaloid Skopje,50.00 DEM,1289,1220,1250,1260,27,3743969,2968,10
  Alfa banka Skopje,120000.00 DEN,,,,853644,1,216825576,254,1
  Angropromet-Tikve{anka Kavadarci,100.00 DEM,3200,1000,3200,2070,18,3040010,1973,7
  Blagoj \orev Veles,50.00 DEM,290,285,290,285,2,361240,1254,2
  @ivin. farma Belimbegovo Skopje,10.00 DEM,47,47,47,47,2,51136,1088,1
  Biljana Konfekcija Prilep,100.00 DEM,343,343,343,343,2,353633,1031,1
  Voior-rostfrei Ohrid,100.00 DEM,780,780,780,780,1,15600,20,1
  Veles tabak Veles,20.00 DEM,180,180,180,180,20,1060560,5892,1
  Vitaminka Prilep,29.11 DEM,1700,1700,1700,1700,9,1040400,612,2
  Galeb Ohrid,50 EUR,2134,2134,2134,2134,1,371316,174,1
  DZSPP Goce Del~ev s.Trubarevo,100.00 DEM,1800,1800,1800,1800,1,70200,39,1
  Granit Skopje,10.00 DEM,70,66,70,70,15,284338,4071,5
  Gradski Trgovski Centar Skopje,100.00 DEM,1700,1650,1650,1700,2,239750,145,1
  Evropa Skopje,100.00 DEM,1011,1000,1011,1000,13,877206,872,6
  EMO Ohrid,60.00 DEM,365,365,365,365,1,2647710,7254,1
  @ito Luks Skopje,100.00 DEM,600,580,580,590,4,78880,135,3
  @ito Vardar Veles,100.00 DEM,800,800,800,800,1,76800,96,1
  @ito Skopje Skopje,100.00 DEM,330,200,200,330,2,6800,21,2
  Zlatara Rubin Skopje,1295.00 DEN,1600,1600,1600,1600,1,100800,63,1
  IGM Vratnica s. Vratnica,30 EUR,935,935,935,935,1,12155,13,1
  Institut za zavaruv. Jug Skopje,100.00 DEM,1800,1800,1800,1800,2,111600,62,1
  Ineks Gorica Ohrid,100 DEM,,,,2550,3,79389150,31133,3
  Jaka tabak Radovi{,100.00 DEM,1100,1100,1100,1100,1,88000,80,1
  Karaorman Skopje,100.00 DEM,150,150,150,150,2,64950,433,2
  Kiro Dandaro Bitola,10.00 DEM,217,214,214,217,2,2121224,9908,2
  Komercijalna banka Skopje,5000.00 DEN,1755,1745,1755,1750,16,1670179,954,7
  Lozar-Maloproda`ba Veles,5 EMU,,,,62,1,452910,7305,1
  Lozar-Mlekara Veles,5 EMU,,,,62,1,249550,4025,1
  Makedonija Gostivar,100.00 DEM,2200,2200,2200,2200,1,286000,130,1
  Mako{ped Skopje,1000.00 DEN,,,,500,1,7984500,15969,1
  Makpetrol Skopje,1000.00 DEM,9160,8701,8771,9003,36,3304309,368,10
  Makedonija staklo Bitola,200 DEM,3500,3500,3500,3500,3,6069640,1778,1
  Makedonija Turist Skopje,50.00 DEM,1050,980,1000,1016,15,1856614,1840,10
  Ma{inopromet Skopje,50.00 DEM,900,900,900,900,2,3600,4,1
  Niko Doaga Kru{evo,100.00 DEM,200,200,200,200,1,1000,5,1
  Prilepec Prilep,1000 DEN,,,,300,1,1374900,4583,1
  Rade Kon~ar Skopje,25 EUR,160,160,160,160,2,61280,383,1
  Replek Makedonija Skopje,1100.00 DEM,13000,13000,13000,13000,1,351000,27,1
  R@ Ekonomika Skopje,10.00 DEM,50,50,50,50,17,20450,409,8
  Stopanska banka Bitola,2011 DEN,2400,2400,2400,2400,1,2232000,930,1
  Slovin Jugokokta Skopje,10 DEM,88,88,88,88,1,1557952,17704,1
  Skopski Pazar Skopje,100.00 DEM,2300,2300,2300,2300,1,335800,146,1
  Tehnometal Vardar Skopje,100.00 DEM,1000,800,1000,800,16,288600,324,8
  Tehnokomerc Skopje,"51,31 EURO",1000,1000,1000,1000,4,276000,276,4
  Tigar Kriva Palanka,100.00 DEM,282,282,282,282,1,1146894,4067,1
  TK Boro P.-Papu~ar Kumanovo,30.27 DEM,186,186,186,186,1,12276,66,1
  Tutunski kombinat Prilep,100.00 DEM,300,300,300,300,2,12000,40,1
  Tutunska banka Skopje,1000.00 DEN,1400,1400,1400,1400,3,172200,123,3
  Fer{ped Skopje,1199.00 DEM,19050,19050,19050,19050,2,95250,5,2
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,760,701,701,800,5,53227,74,4
  Stopanska banka Skopje,400 DEN,250,250,250,250,3,55750,223,1
Vkupno Neoficijalen pazar,,,,,,278,374192514,141500,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,50,42.9,43.4,44.9,276,62580762,131518064,15
Vkupno Drugi hartii od vrednost,,,,,,276,62580762,131518064,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  29 Noemvri Skopje,460 DEM,5748,5748,5748,5748,1,6730908,1171,1
  Beton Skopje,500 DEM,1680,1680,1680,1680,1,24412080,14531,1
  Galeb Ohrid,100 DEM,,,,1678,1,5000440,2980,1
  Ogra`den Berovo,100.00 DEM,351,351,351,351,1,8697078,24778,1
  Fakul.-zemjo. stopanstvo s. Trubarevo,10 DEM,31,31,31,31,1,335327,10817,1
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  Dajmond MD Kavadarci,100 DEM,312,312,312,312,1,1379352,4421,1
