МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Europrofil Aldinci,5 EUR,32,32,32,32,1,740672,23146,1
  @AS Bitola,70 DEM,655,655,655,655,1,4998960,7632,1
  Zlatara Kru{evo,100 DEM,312,312,312,312,1,374400,1200,1
  Ilinden Kru{evo,100 DEM,156,156,156,156,1,1430208,9168,1
  Internacional Veles,100 DEM,312,312,312,312,1,3070080,9840,1
  Ishrana Berovo,100 DEM,1559,1559,1559,1559,1,3531135,2265,1
  Krai{te - Tikve{ Kavadarci,100 DEM,312,312,312,312,1,4076904,13067,1
  Lozar-Maloproda`ba Veles,5 EUR,305,305,305,305,1,3492555,11451,1
  Lozar Ov~arstvo Veles,5 EUR,305,305,305,305,1,1800720,5904,1
  ZIK Lozaro-ovo{. i prerabotka Kumanovo,100 DEM,156,156,156,156,1,6052176,38796,1
  Lozar-Sviwarska farma Veles,5 EUR,305,305,305,305,1,28891125,94725,1
  Mesno industrija Sv. Nikole,63 DEM,393,393,393,393,1,2816631,7167,1
  MZT Hepos Skopje,100 DEM,624,624,624,624,1,21194784,33966,1
  Makedonija Gostivar Gostivar,100 DEM,6400,6400,6400,6400,1,18425600,2879,1
  Nacionalna plate`na karti~ka Skopje,1 EUR,61,61,61,61,1,13514306,221546,1
  Oaza ugostitelstvo i trgovija [tip,100 DEM,3118,3118,3118,3118,1,8315706,2667,1
  Proluks Prilep,100 DEM,330,330,330,330,1,1169190,3543,1
  Pe~atnica Prosveta Kumanovo,514 DEM,1603,1603,1603,1603,1,690893,431,1
  Strumi~anka-Konfekcija Strumica,"51,13 EUR",156,156,156,156,1,98280,630,1
  Slovin Jugokokta Skopje,10 DEM,31,31,31,31,1,715232,23072,1
  Strumi~anka-Predilnica Strumica,"51,13 EUR",156,156,156,156,1,1867320,11970,1
  GD-Tikve{ Kavadarci,100 DEM,156,156,156,156,1,1999140,12815,1
  Hunap Radovi{,100 DEM,624,624,624,624,1,717600,1150,1
Vkupno Dr`aven pazar,,,,,,29,176538802,597728,
Vkupno site pazari,,,,,,877,671633346,,
