МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.01.2002 ДО 31.01.2002 ГОДИНА,,,,,,,,,
,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официален пазар,,,,,,,,,
Prv pazar - Obi~ni akcii,,,,,,,,,
  Toplifikacija Skopje,100.00 DEM,1570,1400,1470,1570,15,2313140,1566,8
Прв пазар - Обврзници,,,,,,,,,
  R. Makedonija - devizni vlogovi,,74,70,71,71,872,128609941,2906982,14
Официален пазар,,,,,,,,,
Prv pazar - Obi~ni akcii,,,,,,,,,
  Investbanka Skopje,100.00 DEM,700,700,700,700,1,61600,88,1
Вкупно Официален пазар,,,,,,888,130984681,2908636,
Неофициален пазар,,,,,,,,,
Трет пазар - Обични акции,,,,,,,,,
  Agromehanika Skopje,100.00 DEM,930,930,930,930,3,442680,476,2
  Ading Skopje,100.00 DEM,2750,2750,2750,2750,1,178750,65,1
  ADOR Makedonija Skopje,100.00 DEM,700,700,700,700,1,70000,100,1
  Alkaloid Skopje,50.00 DEM,1350,1001,1350,1300,29,2857830,2387,7
  Angropromet-Tikve{anka Kavadarci,100.00 DEM,3150,3150,3150,3150,2,236250,75,1
  Blagoj \orev Veles,50.00 DEM,160,150,160,150,12,1187200,7865,7
  @ivin. farma Belimbegovo Skopje,10.00 DEM,47,47,47,47,1,1758787,37421,1
  Beton Strumica,100 DEM,,,,7541,1,6967884,924,1
  BIM Sveti Nikole,200.00 DEM,3000,1000,3000,1000,2,625000,555,2
  Vitaminka Prilep,29.11 DEM,1800,1800,1800,1800,17,2683800,1491,1
  DZSPP Goce Del~ev s.Trubarevo,100.00 DEM,2200,2200,2200,2200,3,268400,122,2
  Evropa Skopje,100.00 DEM,1310,1310,1310,1310,5,260690,199,2
  ^eli~en liv i granulat @eleznik D. Hisar,100 DEM,1525,1525,1525,1525,20,1869650,1226,1
  @ito Vardar Veles,100.00 DEM,800,800,800,800,1,48000,60,1
  Zemjod. komb. Pelagonija Bitola,100.00 DEM,600,600,600,600,18,467400,779,1
  Idnina Kratovo,20.00 DEM,,,,31,1,1578613,50923,1
  Kiro Dandaro Bitola,10.00 DEM,160,160,160,160,3,397440,2484,1
  Komercijalna banka Skopje,5000.00 DEN,2101,2000,2000,2100,10,12129039,4273,5
  Lotarija na Makedonija Skopje,100.00 DEM,1300,1280,1300,1300,15,2479660,1916,7
  Mesna industrija Sv.Nikole,63.00 DEM,,,,1550,1,5023550,3241,1
  Makpetrol Skopje,1000.00 DEM,11500,9000,9200,11200,75,10290488,1006,13
  Makedonija Turist Skopje,50.00 DEM,636,600,636,600,4,480000,782,3
  Niko Doaga Kru{evo,100.00 DEM,677,677,677,677,1,25726,38,1
  ZIK P~iwa Kumanovo,100 DEM,,,,3116,1,1620320,520,1
  Replek Makedonija Skopje,1100.00 DEM,17500,17050,17500,17050,3,2359200,138,2
  R@ Institut Skopje,10.00 DEM,50,50,50,50,2,196050,3921,2
  Sileks Kratovo,"85,00 DEM",65,50,50,62,5,59975,1018,3
  Skopski Pazar Skopje,100.00 DEM,2007,2000,2007,2000,2,138343,69,2
  Strumica Tabak Strumica,100.00 DEM,3116,3116,3116,3116,1,2763892,887,1
  Taqa Bikova Gevgelija,47.00 DEM,,,,1464.81,1,10417729,7112,1
  Tekstil Skopje,190.00 DEM,1600,1600,1600,1600,1,70400,44,1
  Trgotekstil Angro 6 Skopje,50 DEM,10,10,10,10,1,2080,208,1
  Trgojug Skopje,50.30 DEM,,,,935,1,28875605,30883,1
  Cementarnica USJE Skopje,100.00 DEM,,,,3105,1,175053690,56378,1
  Fer{ped Skopje,1199.00 DEM,19050,19050,19050,19050,3,1181100,62,3
  Hunap Radovi{,100.00 DEM,935,935,935,935,1,492745,527,1
Tret pazar - Prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,820,800,820,820,11,614940,756,4
  Stopanska banka Skopje,400 DEN,250,250,250,250,1,5000,20,1
Vkupno Neoficialen pazar,,,,,,261,276177906,220951,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  BIM Sveti Nikole,200.00 DEM,3117,3117,3117,3117,1,1306023,419,1
  Vardar s. Brvenica Tetovo,10 DEM,,,,311.5,1,1723530,5533,1
  O~na optika Skopje,44 DEM,1372,1372,1372,1372,1,694232,506,1
Vkupno Dr`aven pazar,,,,,,3,3723785,6458,
Vkupno site pazari,,,,,,1152,410886371,,
