МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Granit Skopje,10 DEM,81,70,70,81,35,618428,8590,12
  Gradski Trgovski Centar Skopje,100 DEM,2414,100,100,2300,15,16709242,9390,6
  Evropa Skopje,100 DEM,1355,1162,1250,1355,12,1009428,788,6
  EMO Ohrid,60 DEM,380,380,380,380,1,333640,878,1
  ^eli~en liv i granulat @eleznik D. Hisar,100 DEM,620,620,620,620,1,218860,353,1
  @ito Luks Skopje,100 DEM,620,500,500,600,5,9837050,15975,2
  @ito Skopje Skopje,100 DEM,900,750,751,750,147,24802059,28090,12
  ZEM Promet Skopje,100 DEM,1000,1000,1000,1000,1,13000,13,1
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",305,305,305,305,4,33855,111,1
  Ineks Gorica Ohrid,100 DEM,2135,2135,2135,2135,1,710955,333,1
  Interne{enal Hotels AD Skopje,1 EMU,600,600,,600,3,9930960,160090,2
  Jaka tabak Radovi{,100 DEM,1099,1099,1099,1099,1,142870,130,1
  KJUBI Makedonija Skopje,100 DEM,255,255,255,255,1,187935,737,1
  Komercijalna banka Skopje,5000 DEN,1701,1100,1700,1100,9,2731460,2306,2
  Krai{te –Tikve{ Kavadarci,100 DEM,200,200,200,200,3,299400,1497,1
  Lozar-Pelisterka Skopje,100 DEM,3260,3260,3260,3260,1,136920,42,1
  Lozar –Sviwarska farma Veles,5 EMU,73,73,73,73,1,1426858,19546,1
  Mesna industrija Sv.Nikole,63 DEM,,,,1550,1,5006500,3230,1
  MZT Oprema za vozila Skopje,100 DEM,661,661,661,661,1,16525,25,1
  Makedonija Gostivar,100 DEM,2305,2200,2200,2305,6,885600,393,2
  Mlaz Bogdanci,35 EMU,500,500,500,500,2,132000,264,1
  Makpetrol Skopje,"511,29 EMU",10690,10100,10690,10100,20,2886820,276,4
  Makedonija staklo Bitola,200 DEM,1780,1780,1780,1780,2,1498760,842,2
  Makedonija Turist Skopje,"25,56 EMU",1211,770,770,1130,44,4965728,4754,10
  Mako{ped osiguruvawe Skopje,1000 DEM,31050,31050,31050,31050,2,1863000,60,1
  O~na optika Skopje,44 DEM,1395,1395,1395,1395,1,772830,554,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,5,49770,79,4
  Polet Skopje,50 DEM,,,,3220,1,6588120,2046,1
  Rade Kon~ar Skopje,25 EMU,160,160,160,160,2,319040,1994,2
  Radobank Skopje,10000 DEN,8500,8490,8490,8500,2,951000,112,2
  Replek Makedonija Skopje,1100 DEM,,,,15000,1,17100000,1140,1
  R@ Ekonomika Skopje,"5,11 EMU",50,50,50,50,2,2250,45,2
  Sileks Kratovo,"43,77 EMU",70,64,70,64,4,82848,1272,4
  Skopska Pivara Skopje,"361,17 USD",,,,35143,3,270601100,7700,1
  Slavej Skopje,100 DEM,1900,1900,1900,1900,1,286900,151,1
  Slovin Jugokokta Skopje,10 DEM,88,88,88,88,2,138688,1576,1
  Skopski Pazar Skopje,100 DEM,2700,2500,2500,2700,2,327000,130,2
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,3,153450,99,2
  Taqa Bikova Gevgelija,47 DEM,1464,1464,1464,1464,1,68808,47,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,32000,32000,,32000,3,22976000,718,3
  Teteks Tetovo,"51,13 EMU",310,310,310,310,11,2887650,9315,3
  Tehnometal Vardar Skopje,100 DEM,600,600,600,600,10,111600,186,7
  Tutunski kombinat Prilep,"51,13 EMU",300,300,300,300,3,29400,98,2
  Tutunska banka Skopje,1000 DEN,1500,1500,1500,1500,1,115500,77,1
  Trgotekstil Angro 6 Skopje,50 DEM,100,100,100,100,8,66000,660,6
  Treska 30 Avgust Vinica,100 DEM,150,150,150,150,2,9000,60,1
  Cementarnica USJE Skopje,100 DEM,,,,3105,1,175053690,56378,1
  F-ka za {e}er 4ti Noemvri Bitola,100 DEM,,,,3237,2,55999223,16723,2
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,830,800,800,830,4,371420,453,3
  Stopanska banka Skopje,400 DEN,249,249,249,249,1,7470,30,1
  Tutunska banka Skopje,1000 DEN,1500,1500,1500,1500,1,43500,29,1
Vkupno Neoficijalen pazar,,,,,,486,682060892,409306,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,36,28,32,35,18,1323232,4137573,7
Vkupno Drugi hartii od vrednost,,,,,,18,1323232,4137573,
Vkupno site pazari,,,,,,1171,789233320,,
