МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.06.2013 ДО 28.06.2013 ГОДИНА,,,,,,,,,
Опис на ХВ,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официјален пазар,,,,,,,,,
Супер котација - обични акции,,,,,,,,,
Комерцијална банка Скопје,1000.00 MKD,2002,1980,2000,2000,199,32917318,16463,18
Топлификација Скопје,51.13 EUR,1350,1350,1350,1350,2,82350,61,1
Берзанска котација - обични акции,,,,,,,,,
Алкалоид Скопје,25.56 EUR,4440,4300,4395,4300,158,22746803,5164,19
Бетон Скопје,255.65 EUR,4268,3800,4268,3800,9,352795,86,4
Фершпед Скопје,37400.00 MKD,43500,42100,42100,43500,5,472003,11,4
Гранит Скопје,5.00 EUR,405,377,405,396,29,979345,2446,8
Дуропацк АД Скопје,25.56 EUR,495,495,495,495,6,783090,1582,6
Макошпед Скопје,1000.00 MKD,120,120,120,120,1,12000,100,1
Хотели Метропол Охрид,5.00 EUR,120,120,120,120,3,120000,1000,2
Макпетрол Скопје,511.29 EUR,17300,14065,15001,17300,142,13768950,908,17
Македонијатурист Скопје,25.56 EUR,3150,3100,3100,3100,15,2514600,804,7
Охридска банка Охрид,2650.00 MKD,1100,1002,1100,1012,4,104200,101,4
Реплек Скопје,562.42 EUR,41900,41900,41900,41900,1,209500,5,1
РЖ Интер-Трансшпед Скопје,5.11 EUR,25,25,25,25,1,525,21,1
РЖ Услуги Скопје,5.11 EUR,115,111,111,115,9,10685600,92920,3
Стопанска банка Битола,3000.00 MKD,1500,1400,1500,1400,18,1355835,916,7
Скопски Пазар Скопје,51.13 EUR,3400,3400,3400,3400,2,44200,13,1
Макстил Скопје,5.11 EUR,94,85,91,90,36,1223930,13582,11
Тетекс Тетово,50.40 EUR,379,371,371,379,6,119348,316,3
Тутунски комбинат Прилеп,51.13 EUR,291,291,291,291,1,37830,130,1
Винарска визба Тиквеш Скопје,51.13 EUR,1700,1700,1700,1700,2,51000,30,2
ТТК Банка АД Скопје,1000.00 MKD,750,706,720,720,42,5591182,7730,8
ЗК Пелагонија Битола,70.21 EUR,2450,2450,2450,2450,7,708050,289,6
Берзанска котација - обврзници,,,,,,,,,
Р.Македонија - денационализација 03,1.00 EUR,96.5,96.1,96.5,96.1,3,85026.67,1430,2
Р.Македонија - денационализација 04,1.00 EUR,95,93,95,95,4,2920157.41,49990,4
Р.Македонија - денационализација 05,1.00 EUR,95,93,94.5,93,9,5447153.27,93206,4
Р. Македонија - денационализација 06,1.00 EUR,94,93.5,93.5,94,22,10035737.47,174057,4
Р.Македонија - денационализација 07,1.00 EUR,92.5,91,91,92.5,7,4299710.28,75422,3
Р. Македонија - денационализација 08,1.00 EUR,90,90,90,90,3,167286.03,3014,1
Р. Македонија - денационализација 09,1.00 EUR,90.2,90,90,90.2,6,815270.18,14680,3
Р. Македонија - денационализација 10,1.00 EUR,90,89,89,90,7,1058766.61,19234,4
Р. Македонија - денационализација 11,1.00 EUR,90,88,88,90,26,2976032.79,54482,8
Р. Македонија - денационализација 12,1.00 EUR,91,87,87,89.1,312,133713514.05,2463655,19
Задолжителна котација - обични акции,,,,,,,,,
КЈУБИ Македонија Скопје,51.13 EUR,2000,2000,2000,2000,1,800000,400,1
Трикотажа Пелистер Битола,35.00 EUR,160,160,160,160,1,142080,888,1
Прилепска Пиварница Прилеп,125.00 EUR,8200,8200,8200,8200,1,82000,10,1
Раде Кончар Скопје,25.00 EUR,2233,2010,2233,2010,2,18982,9,2
Трансбалкан Гевгелија,100.00 EUR,309,309,309,309,1,21939,71,1
ТЕАЛ-Алумина Тетово,51.13 EUR,832,832,832,832,1,11648,14,1
Македонски Телеком Скопје,100.00 MKD,508,501,506,508,45,4839777,9579,12
Тутунска банка Скопје,1000.00 MKD,2252,2220,2220,2252,4,2284436,1028,3
Вкупно Официјален пазар,,,,,,1153,264599970.76,3105847,
Редовен пазар,,,,,,,,,
Пазар на акционерски друштва со посебни обврски за известување - обични акции,,,,,,,,,
Адинг Скопје,9.98 EUR,230,230,230,230,1,43700,190,1
Бетон Штип,25.00 EUR,1540,1540,1540,1540,2,137060,89,1
ФЗЦ 11 Октомври Куманово,51.13 EUR,450,412,450,412,3,76780,174,3
Единство Тетово,5.11 EUR,145,145,145,145,12,337270,2326,8
КЈУБИ Македонија Скопје,51.13 EUR,2000,2000,2000,2000,8,1916000,958,5
Раде Кончар Скопје,25.00 EUR,2756,1699,1699,2481,22,4268971,2081,8
РЖ Економика Скопје,10.00 DEM,35,35,35,35,1,20090,574,1
Арцелормиттал Скопје (ХРМ) Скопје,5.11 EUR,45,40,45,40,4,61500,1500,2
Арцелормиттал Скопје (ЦРМ) Скопје,5.11 EUR,46,46,46,46,4,80408,1748,3
Славеј Скопје,50.00 EUR,3100,3100,3100,3100,1,285200,92,1
Стопанска банка Скопје,201.10 MKD,152,152,152,152,2,53200,350,2
Струмица Табак Струмица,51.13 EUR,847,822,847,822,2,130851,158,2
Македонски Телеком Скопје,100.00 MKD,506,505,505,506,11,834484,1651,4
Тутунска банка Скопје,1000.00 MKD,2222,2200,2222,2220,8,665560,300,4
Транскоп-Патнички сооб. Битола,51.13 EUR,1000,1000,1000,1000,2,64000,64,1
Универзална Инвестициона Банка Скопје,1000.00 MKD,800,800,800,800,1,74400,93,1
Цементарница УСЈЕ Скопје,3100.00 MKD,18000,16000,18000,16000,3,284000,17,3
Пазар на акционерски друштва со посебни обврски за известување - приор. акции,,,,,,,,,
Стопанска банка Скопје,400.00 MKD,260,260,260,260,2,55120,212,1
Слободен пазар - обични акции,,,,,,,,,
Агро-Тиквеш Скопје,2663.42 MKD,103,103,103,103,2,360500,3500,1
АТП Пролетер Крива Паланка,50.00 EUR,307,307,307,307,4,23332,76,2
Бентопром Крива Паланка,350.00 DEM,1000,1000,1000,1000,1,5000,5,1
Енергомонт Скопје,100.00 DEM,1200,1200,1200,1200,2,79200,66,1
Градинар Охрид,100.00 DEM,310,310,310,310,1,29450,95,1
Квасара Битола,51.13 EUR,8100,8100,8100,8100,4,194400,24,3
МЗТ заеднички работи АД Скопје,50.00 EUR,1500,650,1500,650,2,207250,141,2
Пелагонија Транс Прилеп,100.00 DEM,3000,3000,3000,3000,1,54000,18,1
ЗТД Сточарство Богданци,3100.00 MKD,,,,3100,1,0,0,1
Туртел Штип,5.00 EUR,150,150,150,150,3,920550,6137,1
Челичен лив и гранулат Железник Д. Хисар,51.10 EUR,104,104,104,104,1,6864,66,1
Златара Рубин Скопје,51.13 EUR,6166,6166,6166,6166,1,123320,20,1
Вкупно Редовен пазар,,,,,,112,11392460,22725,
Вкупно сите пазари ,,,,,,1265,275992430.76,3128572,
БЛОКОВИ,,,,,,,,,
Официјален пазар,,,,,,,,,
Берзанска котација - обични акции,,,,,,,,,
ТТК Банка АД Скопје,,,,,726.49,,17502597.08,24092,
Редовен пазар,,,,,,,,,
Слободен пазар - обични акции,,,,,,,,,
ЗТД Сточарство Богданци,,,,,4932,,31204764,6327,
