МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Agromehanika Skopje,50 EMU,1300,1300,1300,1300,3,130000,100,1
  Automakedonija Skopje,"44,48 EMU",5700,4302,5500,4302,28,6151993,1151,9
  Beton [tip,25 EMU,5050,3500,5001,3500,19,4461072,909,5
  Velesprom Veles,"5,11 EMU",140,120,140,133,70,3946482,31007,12
  Gradski Trgovski Centar Skopje,50 EMU,1890,1700,1890,1700,6,718900,408,6
  @ito Polog Tetovo,"51,13 EMU",4400,4000,4200,4000,5,344019,83,5
  ICN-Farm AD Skopje,"9,13 EMU",540,303,530,303,63,2772311,5569,16
  Jaka 80 Radovi{,10 DEM,927,400,400,927,216,8836734,11718,12
  F-ka za kabli Negotino,50 DEM,1010,500,1010,500,12,516926,576,6
  KJUBI Makedonija Skopje,"51,13 EMU",5900,5400,5800,5700,125,22930421,4042,19
  Fruktal MAK Skopje,"5,11 EMU",700,408,700,408,6,182350,342,4
  R@ KPOR Skopje,10 DEM,350,221,343,240,103,460896,1492,20
  Karpo{ Skopje,200 DEM,4200,4100,4110,4100,11,2198470,534,6
  Lozar-Pelisterka Skopje,100 DEM,3000,2000,2000,2501,9,482797,211,5
  Metalec Prilep,100 DEM,6500,4600,4997,6500,104,10871543,2002,17
  MZT Hepos Skopje,"51,13 EMU",831,820,820,831,2,11557,14,2
  Makedonska banka Skopje,4000 DEN,19996,18000,18500,19775,6,3195102,170,5
  Mlaz Bogdanci,35 EMU,1104,615,1104,615,8,336630,332,4
  Ohim Ges Gostivar,10 EMU,190,160,177,160,63,1643364,9362,18
  OKTA Skopje,"51,12 EMU",21500,16001,20001,19800,44,5000221,252,14
  ADG Pelagonija Skopje,500 DEM,2100,1560,2010,1560,8,800260,426,4
  Prilepska Pivarnica Prilep,125 EMU,35500,33000,33000,33990,41,24808804,714,13
  Rade Kon~ar Skopje,250 EMU,23000,19000,19000,23000,24,1835973,88,13
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",790,662,746,699,212,42737993,57757,21
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",901,769,900,800,380,73849034,87282,21
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",790,700,700,704,166,1327638,1810,20
  R@ Ugotur Skopje,10 DEM,274,200,252,200,209,1371518,5392,15
  R@ Famord Skopje,5 EMU,310,245,299,246,23,1601730,6136,11
  Sileksbanka Skopje,"43,46 EMU",3100,2650,2650,2900,10,1723400,616,4
  Skovin Skopje,310 DEN,1870,1000,1870,1000,26,1225369,810,12
  Stopanska banka Skopje,"201,10 DEN",915,730,861,800,361,78374791,97938,21
  Makedonski Telekomunikacii Skopje,100 DEN,829,716,795,731,242,22429376,28483,19
  GD-Tikve{ Kavadarci,100 DEM,40,40,40,40,7,4880,122,1
  Tutunska banka Skopje,1000 DEN,12700,11800,12700,12000,19,5770510,478,11
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",145,120,120,145,4,226740,1667,3
  Univerzalna Investiciona Banka Skopje,1000 DEN,3479,2890,3400,3050,38,6188261,1943,15
  Cementarnica USJE Skopje,51 EMU,28500,27000,27000,28500,8,2010500,72,6
  Fakom Skopje,"51,13 EMU",2500,2500,2500,2500,1,22500,9,1
  Fustelarko Borec Bitola,100 DEM,1380,1000,1000,1380,6,471060,431,5
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1549,1401,1500,1450,60,2788714,1893,16
  Tutunska banka Skopje,1000 DEN,12499,11500,12000,12499,9,3097496,259,4
Sloboden pazar - obi~ni akcii,,,,,,,,,
  7-mi Noemvri Gevgelija,"51,13 EMU",2460,2460,2460,2460,4,5943360,2416,2
  9-ti Maj Negotino,100 DEM,300,300,300,300,3,6000,20,3
  Avtocentar Skopje,100 DEM,330,330,330,330,1,1768470,5359,1
  Agroservis Skopje,108 DEM,500,500,500,500,2,105000,210,2
  Algreta Resen,100 DEM,1365,1337,1337,1365,3,155155,115,2
  Blagoj \orev Veles,"25,56 EMU",1050,1050,1050,1050,1,1908900,1818,1
  Vardar osiguruvawe Skopje,50 EMU,147000,130000,130000,130000,14,16335400,117,8
  Grad. institut Makedonija Skopje,"51,12 EMU",8000,8000,8000,8000,1,80000,10,1
  Avto guma AD,10 DEM,60,60,60,60,1,3360,56,1
  Metalec Bitola,"51,13 EMU",2000,2000,2000,2000,2,118000,59,1
  Zlatara Rubin Skopje,"51,13 EMU",1550,1550,1550,1550,3,317750,205,3
  Zemjodelsko sto~arski kombinat Strumica,5 EMU,100,100,100,100,1,763700,7637,1
  Ilinden Skopje,100 DEM,3060,3060,3060,3060,1,24480,8,1
  Internacional Nik Skopje,1 EMU,6150,6100,6100,6100,5,8328200,1362,4
  Jaka tabak Radovi{,"51,13 EMU",1000,1000,1000,1000,2,10000,10,1
  Domatti Sveti Nikole,"102,26 EMU",5000,5000,5000,5000,1,50000,10,1
  Karnomak s.Porodin,1 EMU,68,62,62,68,23,2081028,32616,7
  Kvasara Bitola,100 DEM,40000,33000,40000,33000,87,13102000,352,15
  Mermeren kombinat Prilep,1 EMU,303,303,303,303,1,45450,150,1
  Makpetrol-Tema AD Skopje,10 DEM,200,150,150,190,16,287100,1592,7
  Pekabesko Skopje,46 EMU,6930,5300,5301,6930,12,1547220,250,5
  Popova Kula Demir Kapija,"61,5 DEN",400,140,400,190,302,33750792,168168,10
  R@ Troska Skopje,10 DEM,151,150,150,150,11,4366,29,8
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,3000,2,129000,43,2
  Solun 2001 Gevgelija,5 EMU,305,305,305,305,1,620370,2034,1
  ZTD Sto~arstvo Bogdanci,100 DEM,3100,3100,3100,3100,5,632400,204,1
  Stobi Veles,100 DEM,1700,1350,1350,1700,2,156700,100,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,100000,90000,100000,90000,8,790000,8,6
  Turtel [tip,5 EMU,100,100,100,100,3,154800,1548,2
  Unionmak Kavadarci,100 DEM,615,500,500,500,4,292210,480,2
Vkupno Redoven pazar,,,,,,3289,438640709,592453,
Vkupno site pazari,,,,,,8532,1531658284,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,6600,,37422000,5670,
Komercijalna banka Skopje,,,,,6550,,21615000,3300,
Komercijalna banka Skopje,,,,,6800,,28900000,4250,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Alkaloid Skopje,,,,,8000,,6400000,800,
TTK Banka AD Skopje,,,,,3250,,32500000,10000,
R@ Ekonomika Skopje,,,,,420,,15209460,36213,
