МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  GP Mavrovo Skopje,"51,13 EMU",2779,2100,2549,2244,295,41123819,16627,20
  Mako{ped Skopje,1000 DEN,2800,2300,2800,2300,126,11577842,4609,20
  Hoteli Metropol Ohrid,5 EMU,1550,1350,1400,1550,209,41210701,28496,18
  Makpetrol Skopje,"511,29 EMU",173990,152000,173000,156500,213,171548012,1057,20
  Makedonija Turist Skopje,"25,56 EMU",9999,9100,9749,9300,83,31756854,3319,18
  Ohridska banka Ohrid,2650 DEN,9999,9100,9300,9300,222,126966647,13693,19
  OHIS Skopje,"51,12 EMU",1450,1000,1419,1020,131,7534589,6522,18
  Replek Skopje,"562,42 EMU",94999,86000,94999,86000,23,3518785,38,12
  R@ Ekonomika Skopje,10 DEM,1000,700,819,750,166,14038000,17116,18
  R@ Institut Skopje,10 DEM,2600,2151,2200,2300,78,848769,358,19
  R@ Inter-Trans{ped Skopje,"5,11 EMU",520,440,520,461,184,5230951,10596,20
  R@ Uslugi Skopje,"5,11 EMU",1401,1065,1065,1310,793,95637557,76559,20
  Stopanska banka Bitola,3000 DEN,12700,11600,12699,11601,103,35671308,2867,19
  Skopski Pazar Skopje,"51,13 EMU",51000,48509,50010,50000,44,29479695,590,16
  R@ Makstil Skopje,"5,11 EMU",855,680,850,740,775,84502583,107002,20
  Teteks Tetovo,100 DEM,7000,6000,7000,6032,198,39322034,6189,19
  Tehnometal Vardar Skopje,"51,13 EMU",7900,6410,6980,6701,69,12379590,1727,14
  Vinarska vizba Tikve{ Skopje,100 DEM,11149,9800,10542,9901,122,22102859,2074,17
  Tutunski kombinat Prilep,100 DEM,1250,900,1200,900,35,1527212,1359,15
  TTK Banka AD Skopje,1000 DEN,4499,3010,4499,3150,71,8389837,2318,14
  Fer{ped Skopje,37400 DEN,350500,274010,339994,274010,87,52512899,157,19
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,9000,9000,9000,9000,1,9000,1,1
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,88.4,87,87.2,88.3,64,8305522,155145,17
  R.Makedonija - denacionalizacija 02,1 EUR,84,83,83.3,84,7,2044799,40210,4
  R.Makedonija - denacionalizacija 03,1 EMU,85,82,82.3,84,22,8876152,173766,11
  R.Makedonija - denacionalizacija 04,1 EMU,82,79,80,81.1,51,26055633,526199,16
  R.Makedonija - denacionalizacija 05,1 EMU,82,77.4,79,80,105,26740784,549148,17
  R. Makedonija - denacionalizacija 06,1 EMU,82,78.1,79,80,190,39780605,815744,19
Vkupno Oficijalen pazar,,,,,,9104,2042359424,2738178,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1950,1600,1650,1600,64,10405525,5746,10
  Automakedonija Skopje,"44,48 EMU",5000,4800,5000,4800,6,572000,115,4
  Rudnici Bawani Skopje,50 DEM,850,850,850,850,1,85000,100,1
  Beton Ohrid,500 DEM,3000,1800,1800,2150,4,134850,62,3
  Beton [tip,25 EMU,4299,3900,4000,4013,44,5651835,1389,18
  Velesprom Veles,"5,11 EMU",100,89,89,100,3,76700,800,2
  Debarski bawi Debar,51 EMU,1550,1550,1550,1550,1,46500,30,1
  @AS Skopje,"37,48 EMU",156,156,156,156,1,5616,36,1
  @ito Polog Tetovo,"51,13 EMU",7000,5000,5000,7000,16,2734000,393,5
  @ito Skopje Skopje,50 EMU,307,307,307,307,1,18420,60,1
  Interpromet Tetovo,"51,13 EMU",613,613,613,613,5,174092,284,1
  ICN-Farm AD Skopje,"9,13 EMU",500,400,500,400,76,4545755,9298,16
  Jaka 80 Radovi{,10 DEM,2100,1505,1739,1600,37,3659025,1973,14
  Domatti Sveti Nikole,"102,26 EMU",4950,4948,4950,4948,3,212814,43,2
  F-ka za kabli Negotino,50 DEM,1550,799,810,1395,47,147065767,95570,11
  KJUBI Makedonija Skopje,"51,13 EMU",6200,5501,5989,5699,106,14357602,2431,19
  Fruktal MAK Skopje,"5,11 EMU",514,450,450,514,9,539758,1160,7
  R@ KPOR Skopje,10 DEM,384,223,290,350,84,495861,1518,16
  Karpo{ Skopje,200 DEM,5590,4801,4801,5300,50,9459288,1804,15
  Lozar-Pelisterka Skopje,100 DEM,9001,8312,9000,8312,23,2289850,257,12
  FHL Mermeren kombinat Prilep,1 EMU,790,790,790,790,1,3950,5,1
  Metalec Prilep,100 DEM,8499,7601,8400,8300,57,10165155,1239,14
  MZT Pumpi Skopje,51 EMU,1300,1300,1300,1300,2,66300,51,2
  MZT Hepos Skopje,"51,13 EMU",6110,5500,6000,6000,26,1628338,270,9
  Makedonska banka Skopje,4000 DEN,18500,1000,1000,18500,16,4560500,575,7
  Mlaz Bogdanci,35 EMU,850,750,750,752,22,1069409,1353,11
  Ohim Ges Gostivar,10 EMU,160,118,146,120,35,665751,5061,8
  OKTA Skopje,"51,12 EMU",21800,18000,21800,18000,67,12643364,640,16
  Oran`erii Hamzali Strumica,5 EMU,100,100,100,100,1,160800,1608,1
  Oteks Ohrid,1941 DEN,350,306,350,310,7,329460,970,3
  ADG Pelagonija Skopje,500 DEM,2000,1300,1300,1800,29,929797,497,11
  Popova Kula Demir Kapija,"61,5 DEN",143,117,142,117,159,6965075,52606,19
  Prilepska Pivarnica Prilep,125 EMU,49995,43500,48000,43500,28,17074710,358,10
  Rade Kon~ar Skopje,250 EMU,36001,31700,31700,32510,37,3775649,110,16
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",930,811,900,860,247,31723675,36494,20
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",1125,1000,1125,1000,287,36782437,35071,20
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",900,800,800,820,95,774058,913,18
  R@ Ugotur Skopje,10 DEM,240,190,211,190,161,1852373,8492,18
  R@ Famord Skopje,5 EMU,285,229,285,230,5,134930,574,5
  Sileksbanka Skopje,"43,46 EMU",3199,2600,3000,2600,12,7392949,2655,10
  Skovin Skopje,310 DEN,1585,1170,1585,1170,18,1097282,763,7
  Stopanska banka Skopje,"201,10 DEN",1150,1003,1037,1021,467,67328543,63430,20
  Strumica Tabak Strumica,"51,13 EMU",8067,5511,5511,7501,35,4994075,688,10
  Makedonski Telekomunikacii Skopje,100 DEN,787,651,787,745,228,23443628,33239,17
  Tutunska banka Skopje,1000 DEN,12601,12000,12600,12399,46,15102385,1214,15
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",262,178,262,178,11,335378,1391,6
  Univerzalna Investiciona Banka Skopje,1000 DEN,3800,3200,3700,3200,106,14021393,3921,16
  Cementarnica USJE Skopje,51 EMU,34500,30050,30050,32000,10,1017738,32,7
  Fakom Skopje,"51,13 EMU",2500,2500,2500,2500,2,60000,24,1
  Fustelarko Borec Bitola,100 DEM,990,990,990,990,1,280170,283,1
  Fka za cev.11Oktomvr Kumanovo,100 DEM,4418,3020,4000,4200,1183,225957832,57338,20
  [IK Jelak Tetovo,100 DEM,900,900,900,900,1,99000,110,1
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1800,1601,1650,1610,77,7086724,4104,20
  Tutunska banka Skopje,1000 DEN,12500,11990,12500,12000,11,6261300,521,5
Sloboden pazar - obi~ni akcii,,,,,,,,,
  7-mi Noemvri Gevgelija,"51,13 EMU",2459,2458,2458,2459,8,1425966,580,1
  Algreta Resen,100 DEM,2500,1630,2500,1630,4,458600,260,3
  Blagoj \orev Veles,"25,56 EMU",1800,1400,1800,1400,10,752640,445,7
  Brik Berovo,100 DEM,1890,1890,1890,1890,1,485730,257,1
  Vardar Gradsko,"5,11 EMU",350,350,350,350,1,4900,14,1
  Vardar osiguruvawe Skopje,50 EMU,140500,130000,130000,130000,7,3813000,28,5
  Grad. institut Makedonija Skopje,"51,12 EMU",10500,10500,10500,10500,1,157500,15,1
  Dim~e Mir~ev Veles,"51,13 EMU",600,600,600,600,4,336600,561,1
  Energomont Skopje,100 DEM,1651,1651,1651,1651,1,19812,12,1
  MZT Energetika Skopje,100 DEM,325,325,325,325,1,14625,45,1
  Izvozno i kreditna banka Skopje,10000 DEN,48000,48000,48000,48000,3,960000,20,1
  Ilinden Skopje,100 DEM,3000,3000,3000,3000,3,30000,10,1
  Karnomak s.Porodin,1 EMU,30,30,30,30,1,3000,100,1
  Karaorman Skopje,50 EMU,69,69,69,69,1,5026443,72847,1
  Kvasara Bitola,100 DEM,41000,37000,40999,40000,77,18170480,460,16
  MAK 2000 Skopje,"51,13 EMU",3100,3100,3100,3100,1,21700,7,1
  Makedonija Gostivar,"51,13 EMU",3145,3145,3145,3145,2,21813720,6936,2
  Mlekara AD Bitola,10 DEM,26972,21000,21000,24910,32,534440022,22498,13
  Napredok Tetovo,392 DEM,6760,6760,6760,6760,9,1608880,238,4
  Lirak Tetovo,190 DEM,1000,1000,1000,1000,1,1181000,1181,1
  Pelagonija Strumica,"25,56 EMU",610,610,610,610,1,20740,34,1
  Pepeli{te Negotino,100 DEM,2597,2597,2597,2597,1,9240126,3558,1
  Pekabesko Skopje,46 EMU,19410,15612,17000,15612,26,6081532,327,11
  Brokerska ku}a Publikum Skopje,1 EMU,10,10,10,10,1,337500,33750,1
  R@ In`inering Skopje,10 DEM,500,300,500,300,5,2000,5,5
  R@ Troska Skopje,10 DEM,300,151,300,151,12,8108,31,8
  Brokerska ku}a Senzal Skopje,50 EMU,73900,8380,8380,73900,2,51065600,824,2
  Sigal Skopje,1060 EMU,6100,6100,6100,6100,1,6100,1,1
  Solun 2001 Gevgelija,5 EMU,305,305,305,305,8,373625,1225,3
  Stobi Veles,100 DEM,1560,1560,1560,1560,1,361920,232,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,100000,90000,90000,100000,3,290000,3,2
  Tehno Promet Tetovo,100 DEM,3075,435,3075,435,2,182985,99,2
  Turtel [tip,5 EMU,100,100,100,100,1,35200,352,1
Vkupno Redoven pazar,,,,,,4303,1367044440,586624,
Vkupno site pazari,,,,,,13407,3409403864,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,6904,,5039920,730,
Komercijalna banka Skopje,,,,,7660,,79349940,10359,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Zemjod. komb. Pelagonija Bitola,,,,,9081,,95604768,10528,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Mlekara Tetovo,,,,,612,,30726684,50207,
Borec AD s.Le{ok Tetovo,,,,,334,,13527000,40500,
