МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Karpo{ Skopje,200 DEM,4700,3609,4700,4500,53,9317972,2208,10
  Lotarija na Makedonija Skopje,"51,03 EMU",8803,5850,7200,8201,193,38288318,5135,19
  GP Mavrovo Skopje,"51,13 EMU",1400,1000,1150,1149,657,54275775,45934,19
  Makoteks Skopje,"35,9 EMU",997,650,650,997,35,1303246,1597,7
  Mako{ped Skopje,1000 DEN,3213,1500,1842,2500,575,88629373,38901,19
  Hoteli Metropol Ohrid,5 EMU,1900,855,855,1600,437,54568580,40077,19
  Makpetrol Skopje,"511,29 EMU",97000,81767,85000,96005,260,153165471,1769,19
  Makedonija Turist Skopje,"25,56 EMU",7990,5100,5499,7200,140,59512968,9235,18
  Oteks Ohrid,1941 DEN,613,100,100,613,135,7329462,13699,6
  Ohridska banka Ohrid,2650 DEN,11519,8000,8900,10500,210,120283218,13783,19
  OHIS Skopje,"51,12 EMU",1981,1000,1050,1981,734,60966260,45771,19
  Replek Skopje,"562,42 EMU",82500,79310,80000,82000,25,8393000,104,10
  R@ Ekonomika Skopje,10 DEM,550,307,350,500,345,27136266,60620,19
  R@ Institut Skopje,10 DEM,1120,904,1000,1120,165,883286,867,19
  R@ Inter-Trans{ped Skopje,"5,11 EMU",399,145,160,399,677,13913494,52254,19
  R@ Uslugi Skopje,"5,11 EMU",548,337,380,470,342,24241314,56066,19
  Stopanska banka Bitola,3000 DEN,12490,10711,12200,11300,250,159568933,14080,19
  Skopski Pazar Skopje,"51,13 EMU",24190,17780,18400,24190,49,29422350,1542,11
  R@ Makstil Skopje,"5,11 EMU",588,198,198,520,1622,209118837,529731,19
  Teteks Tetovo,100 DEM,4800,2915,2915,4434,640,112375249,31714,19
  Tehnometal Vardar Skopje,"51,13 EMU",6802,3351,3351,6750,94,8978233,1861,18
  Vinarska vizba Tikve{ Skopje,100 DEM,7733,4500,5000,7700,136,19400857,3285,17
  Tutunski kombinat Prilep,100 DEM,1700,1544,1700,1601,23,1216861,757,7
  TTK Banka AD Skopje,1000 DEN,3785,3150,3402,3550,314,37540634,10635,19
  Fer{ped Skopje,37400 DEN,380000,210000,215000,380000,85,78200772,277,19
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,9500,9050,9500,9050,13,279000,30,8
  Skopski pazar Skopje,"51,13 EMU",11000,11000,11000,11000,1,880000,80,1
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,87.2,86.7,87.2,87,135,23388583,440001,19
  R.Makedonija - denacionalizacija 01,,82.3,82,82,82.3,2,864625,17218,2
  R.Makedonija - denacionalizacija 02,1 EUR,84,83.7,83.8,83.7,14,15758008,307404,7
  R.Makedonija - denacionalizacija 03,1 EMU,82.8,82.1,82.1,82.5,24,26767693,530182,10
  R.Makedonija - denacionalizacija 04,1 EMU,82,80,81,80.9,48,20345320,410511,15
  R.Makedonija - denacionalizacija 05,1 EMU,81,79.8,80.7,79.8,67,18224639,370667,19
  R. Makedonija - denacionalizacija 06,1 EMU,78.5,76.5,76.8,77.2,413,104125498,2203623,19
Vkupno Oficijalen pazar,,,,,,13827,2659102689,5548464,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1999,963,1449,1800,154,19723088,15547,19
  Alkaloid Berovo,"255,6 EMU",3910,3910,3910,3910,1,144670,37,1
  Agromehanika Skopje,50 EMU,1200,1200,1200,1200,3,339600,283,1
  Automakedonija Skopje,"44,48 EMU",5499,2201,2800,4840,71,11562351,2836,14
  Rudnici Bawani Skopje,50 DEM,2500,2500,2500,2500,5,542500,217,1
  Blagoj \orev Veles,"25,56 EMU",1060,1060,1060,1060,2,82477540,77809,1
  Beton Ohrid,500 DEM,1300,1300,1300,1300,3,24700,19,3
  Beton [tip,25 EMU,3300,2450,2450,3000,73,13652920,4821,12
  Univerzalna Investiciona Banka Skopje,1000 DEN,3410,3100,3370,3200,61,7263081,2252,8
  Gradski Trgovski Centar Skopje,50 EMU,1900,1850,1900,1850,9,726300,388,5
  @ito Polog Tetovo,"51,13 EMU",3000,2002,2002,3000,3,302002,101,2
  ICN-Farm AD Skopje,"9,13 EMU",600,500,500,520,456,34844049,59912,19
  F-ka za kabli Negotino,50 DEM,2100,700,800,1250,172,9831904,8315,15
  KJUBI Makedonija Skopje,"51,13 EMU",7499,3050,3050,5700,599,158227398,31156,19
  Fruktal MAK Skopje,"5,11 EMU",1150,320,350,1000,51,2858770,5179,14
  R@ KPOR Skopje,10 DEM,350,121,130,320,148,1011234,4345,19
  ADUT Makedonija Bitola,100 DEM,1500,1000,1000,1500,6,102500,94,2
  Metalec Prilep,100 DEM,4300,3500,4300,4100,86,7911150,1914,17
  Makedonska banka Skopje,4000 DEN,14800,13000,13500,14800,29,10209600,740,6
  Mlaz Bogdanci,35 EMU,2000,650,750,1850,268,32213444,22996,16
  Ohim Ges Gostivar,10 EMU,190,151,157,170,164,3552058,20287,19
  OKTA Skopje,"51,12 EMU",19000,11000,13250,17000,415,104718825,6707,19
  Oran`erii Hamzali Strumica,5 EMU,100,100,100,100,1,97800,978,1
  ADG Pelagonija Skopje,500 DEM,2500,1201,2500,2400,29,1079745,570,11
  Prilepska Pivarnica Prilep,125 EMU,30000,23000,23000,27500,155,103275714,4084,9
  Rade Kon~ar Skopje,25 EMU,3000,799,799,1900,63,5560814,2778,15
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",399,160,173,388,446,45682688,146041,19
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",400,150,150,399,708,139296507,563648,19
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",650,268,360,500,187,1080324,2882,19
  R@ Ugotur Skopje,10 DEM,400,103,130,300,735,12466434,54840,19
  R@ Famord Skopje,5 EMU,280,130,165,201,91,13136861,81551,10
  Sileksbanka Skopje,"43,46 EMU",4500,1800,1800,3000,60,14331300,4927,9
  Skovin Skopje,310 DEN,2900,901,901,2100,177,15055111,9504,17
  Sigurnosno staklo Prilep,"51,2 EMU",300,300,300,300,2,24000,80,1
  Stopanska banka Skopje,"201,10 DEN",950,611,670,930,564,79620592,116769,19
  Strumica Tabak Strumica,"51,13 EMU",3300,3000,3000,3300,3,251100,82,3
  Transbalkan Gevgelija,100 DEM,1230,622,1000,1230,9,4165096,3507,2
  Makedonski Telekomunikacii Skopje,100 DEN,780,600,685,750,506,45254007,64094,19
  Tutunska banka Skopje,1000 DEN,14000,12972,14000,13200,54,12536315,955,15
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",180,75,75,180,16,424440,3313,3
  Cementarnica USJE Skopje,51 EMU,26999,25999,26499,26999,4,830469,31,3
  Fustelarko Borec Bitola,100 DEM,720,300,300,720,4,100500,181,4
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,2000,1152,1152,2000,165,20927233,13846,17
  Tutunska banka Skopje,1000 DEN,14000,12500,14000,12700,14,6146900,445,8
Sloboden pazar - obi~ni akcii,,,,,,,,,
  9-ti Maj Negotino,100 DEM,300,300,300,300,1,3900,13,1
  Agrolozar s.Hamzali Strumica,5 EMU,120,120,120,120,1,161160,1343,1
  Algreta Resen,100 DEM,900,900,900,900,1,64800,72,1
  ATP Proleter Kriva Palanka,50 EMU,673,673,673,673,2,1579531,2347,1
  Univerzalna Investiciona Banka Skopje,1000 DEN,3549,3101,3549,3370,49,13299212,3974,10
  Brik Berovo,100 DEM,1890,1890,1890,1890,3,368550,195,3
  Vardar osiguruvawe Skopje,50 EMU,120000,32100,32100,116000,86,41291386,690,16
  Grad. institut Makedonija Skopje,"51,12 EMU",7500,7000,7000,7500,2,335000,45,2
  Zlatara Rubin Skopje,"51,13 EMU",2000,1500,1500,2000,5,378700,215,2
  ZS Ilinden Skopje,10 DEM,93,93,93,93,1,14136,152,1
  Ilirika Investments AD,50 EMU,3904,3904,3904,3904,2,593408,152,1
  Ineks Gorica Ohrid,51 EMU,613,613,613,613,1,37619810,61370,1
  Domatti Sveti Nikole,"102,26 EMU",8200,3090,3100,6250,159,22584460,5965,19
  Karaorman Skopje,50 EMU,2000,2000,2000,2000,1,136000,68,1
  Kvasara Bitola,100 DEM,36500,25000,25000,36000,21,5638000,185,4
  MAK - Komerc Kavadarci,100 DEM,15,15,15,15,1,24000,1600,1
  Mermeren kombinat Prilep,1 EMU,2000,820,820,1300,68,5683049,3069,7
  Makedonska banka Skopje,4000 DEN,13699,12999,12999,13500,19,7069218,528,6
  Makpetrol-Tema AD Skopje,10 DEM,300,170,230,290,52,1886230,8162,9
  Internacionalen Karti~en Sistem Skopje,1 EMU,28,28,28,28,2,73809876,2636067,1
  Ohridska pastrmka Ohrid,50 DEM,1585,1585,1585,1585,1,4301690,2714,1
  Prilepska Pivarnica Prilep,125 EMU,23400,20500,22000,23000,78,42103700,1882,10
  R@ Troska Skopje,10 DEM,150,100,150,150,4,15700,105,3
  SOKOMAK BITOLA Bitola,100 DEM,3280,3280,3280,3280,1,144320,44,1
  Taska AD Kavadarci,"51,00 EUR",200,200,200,200,1,127600,638,1
  TGS-Tehni~ki gasovi Skopje,50 EMU,3075,3075,3075,3075,2,784125,255,2
  Tekstil Skopje,"102,26 EMU",500,500,500,500,1,101000,202,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,130000,90000,100000,90000,7,735050,7,5
  Turtel [tip,5 EMU,250,200,200,250,2,85000,400,2
Vkupno Redoven pazar,,,,,,7346,1284522245,4073520,
Vkupno site pazari,,,,,,21173,3943624934,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,6300,,245700000,39000,
Komercijalna banka Skopje,,,,,6300,,195300000,31000,
Komercijalna banka Skopje,,,,,6300,,63031500,10005,
Komercijalna banka Skopje,,,,,6300,,125968500,19995,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Makpetrol Skopje,,,,,68140,,5519340,81,
Vitaminka Prilep,,,,,2459,,5149146,2094,
Vitaminka Prilep,,,,,2459,,5004065,2035,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Vardar osiguruvawe Skopje,,,,,33932,,10179600,300,
Vardar osiguruvawe Skopje,,,,,33932,,10179600,300,
Tabak osigur. i reosigur. Skopje,,,,,134562.12,,92578739,688,
Izvozno i kreditna banka Skopje,,,,,11500,,18779500,1633,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Univerzalna Investiciona Banka Skopje,,,,,2520,,5040000,2000,
