МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Institut Skopje,10 DEM,2501,1120,1120,2411,192,2324326,1235,20
  R@ Inter-Trans{ped Skopje,"5,11 EMU",592,363,399,592,686,13045194,28435,19
  R@ Uslugi Skopje,"5,11 EMU",900,429,480,793,481,47863448,79092,20
  Stopanska banka Bitola,3000 DEN,13105,11200,11300,12000,404,271066911,22891,20
  Skopski Pazar Skopje,"51,13 EMU",37500,24501,24501,36000,132,88897498,2607,19
  R@ Makstil Skopje,"5,11 EMU",768,510,524,558,1375,168420516,262429,20
  Teteks Tetovo,100 DEM,5062,4249,4500,4510,388,58575700,12556,20
  Tehnometal Vardar Skopje,"51,13 EMU",6800,4840,6500,6000,54,8586834,1381,11
  Vinarska vizba Tikve{ Skopje,100 DEM,8600,7300,7900,8000,186,30280955,3796,20
  Tutunski kombinat Prilep,100 DEM,1800,1200,1601,1200,30,1643511,1043,14
  TTK Banka AD Skopje,1000 DEN,3650,3000,3551,3100,171,23865957,7050,20
  Fer{ped Skopje,37400 DEN,490000,380000,400000,430000,88,112558992,261,17
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,11000,9000,9050,11000,14,2289909,216,7
  Skopski pazar Skopje,"51,13 EMU",26800,17000,17000,18000,4,2545000,137,3
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,86.9,85,86.9,85.1,140,12173548,232515,20
  R.Makedonija - denacionalizacija 02,1 EUR,85,83.7,83.7,85,5,384109,7468,4
  R.Makedonija - denacionalizacija 03,1 EMU,84,82.2,82.2,82.5,30,23570759,466968,14
  R.Makedonija - denacionalizacija 04,1 EMU,80.9,80,80.9,80.7,27,41699583,845588,13
  R.Makedonija - denacionalizacija 05,1 EMU,80,78.1,79.8,79,26,2589304,53518,12
  R. Makedonija - denacionalizacija 06,1 EMU,77.3,75,77.2,77,253,44442293,944052,20
Vkupno Oficijalen pazar,,,,,,12204,2811225464,3365761,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1900,1580,1800,1650,109,9200227,5269,18
  Agromehanika Skopje,50 EMU,1300,1300,1300,1300,3,66300,51,1
  Automakedonija Skopje,"44,48 EMU",5350,3900,4100,5300,111,29444410,6397,19
  Beton [tip,25 EMU,5300,2910,2910,5001,229,57654950,13345,19
  Univerzalna Investiciona Banka Skopje,1000 DEN,3450,3100,3200,3400,184,37627749,11548,19
  Velesprom Veles,"5,11 EMU",130,62,62,130,136,12078452,144352,14
  Gradski Trgovski Centar Skopje,50 EMU,1900,1800,1900,1890,30,3323288,1768,16
  Debarski bawi Debar,51 EMU,600,600,600,600,3,55200,92,2
  @ito Polog Tetovo,"51,13 EMU",4200,3000,3000,4200,10,1170800,286,4
  F-ka za sv. plat. Ilinden Bitola,"18,95 EMU",363,363,363,363,1,300564,828,1
  Interpromet Tetovo,"51,13 EMU",613,613,613,613,2,446877,729,2
  ICN-Farm AD Skopje,"9,13 EMU",600,510,520,530,433,32432443,56446,20
  Jaka 80 Radovi{,10 DEM,360,360,360,360,1,15480,43,1
  F-ka za kabli Negotino,50 DEM,1300,982,1300,1100,51,3254849,2846,13
  KJUBI Makedonija Skopje,"51,13 EMU",7500,5770,6000,5900,308,64791992,9823,20
  Fruktal MAK Skopje,"5,11 EMU",1000,452,1000,700,10,500994,987,7
  R@ KPOR Skopje,10 DEM,343,140,320,343,215,1039799,3582,19
  Karpo{ Skopje,200 DEM,4800,4000,4200,4600,50,9129385,2145,13
  Lozar-Pelisterka Skopje,100 DEM,2000,1801,1801,2000,2,181851,96,2
  Metalec Prilep,100 DEM,5605,3900,4000,4999,367,36440800,8128,20
  Makedonska banka Skopje,4000 DEN,20000,15000,15000,19998,83,39558623,2084,18
  Mlaz Bogdanci,35 EMU,1900,1000,1803,1104,58,5119037,3460,14
  Ohim Ges Gostivar,10 EMU,198,151,171,185,211,4601245,25626,20
  OKTA Skopje,"51,12 EMU",23500,17100,17400,20500,375,129191714,6142,20
  ADG Pelagonija Skopje,500 DEM,2400,1512,1512,2010,38,1105143,553,16
  Prilepska Pivarnica Prilep,125 EMU,40000,27000,30000,35000,145,70866002,2219,18
  Rade Kon~ar Skopje,250 EMU,21200,1900,1900,19000,26,2508938,408,11
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",794,380,380,780,580,107204824,192226,20
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",943,400,400,901,583,120221628,202496,20
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",736,502,502,700,282,1970240,3001,19
  R@ Ugotur Skopje,10 DEM,340,250,340,280,692,17828708,61923,20
  R@ Famord Skopje,5 EMU,340,231,250,299,111,7457491,25368,16
  Sileksbanka Skopje,"43,46 EMU",3000,2003,3000,2300,21,1636103,690,7
  Skovin Skopje,310 DEN,2200,1700,2000,1700,65,3040480,1508,15
  Stopanska banka Skopje,"201,10 DEN",1149,860,947,860,583,64887214,65409,20
  Strumica Tabak Strumica,"51,13 EMU",3000,3000,3000,3000,1,15000,5,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,2,65100,42,1
  Transbalkan Gevgelija,100 DEM,1500,1107,1107,1500,2,593646,521,2
  Makedonski Telekomunikacii Skopje,100 DEN,900,750,750,795,774,83208234,100019,20
  Tutunska banka Skopje,1000 DEN,13600,12500,13100,12500,79,19320948,1486,20
  Transkop TLS Bitola,100 DEM,3100,3100,3100,3100,1,68200,22,1
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",600,600,600,600,1,20400,34,1
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",250,50,150,80,38,1008205,4957,9
  Cementarnica USJE Skopje,51 EMU,30000,27000,27000,27000,15,3934642,139,7
  Fakom Skopje,"51,13 EMU",3000,1800,1800,3000,3,79100,37,3
  Fustelarko Borec Bitola,100 DEM,1389,720,1389,1000,15,929760,934,10
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,2200,1310,2200,1700,142,23173450,13396,17
  Tutunska banka Skopje,1000 DEN,13000,12000,12600,12200,36,16333966,1321,15
Sloboden pazar - obi~ni akcii,,,,,,,,,
  9-ti Maj Negotino,100 DEM,300,300,300,300,5,13200,44,4
  Algreta Resen,100 DEM,1200,1200,1200,1200,2,198000,165,2
  AMTOS Skopje,10 EMU,1950,1950,1950,1950,1,58500,30,1
  Vardar osiguruvawe Skopje,50 EMU,148000,120000,120000,130000,47,47503569,364,15
  Grad. institut Makedonija Skopje,"51,12 EMU",8000,8000,8000,8000,1,80000,10,1
  Edinstvo Struga,10 DEM,205,205,205,205,1,1983580,9676,1
  MZT Energetika Skopje,100 DEM,315,315,315,315,1,13545,43,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,1,113150,73,1
  Zlatara Rubin Skopje,"51,13 EMU",1550,1550,1550,1550,6,542500,350,5
  Internacional Nik Skopje,1 EMU,6050,6000,6000,6050,3,2078700,344,2
  Domatti Sveti Nikole,"102,26 EMU",6500,5000,6249,5000,43,4738310,793,15
  Karaorman Skopje,50 EMU,2900,2000,2900,2000,3,165000,60,3
  Kvasara Bitola,100 DEM,48981,40000,40000,40000,121,28420499,659,19
  Mermeren kombinat Prilep,1 EMU,1250,750,1250,750,19,550250,582,12
  Makpetrol-Tema AD Skopje,10 DEM,449,220,300,230,55,2362300,6935,10
  Pekabesko Skopje,46 EMU,2815,2815,2815,2815,1,22520,8,1
  Prosvetno delo Skopje,100 DEM,1600,1600,1600,1600,15,3590400,2244,7
  R@ Troska Skopje,10 DEM,150,150,150,150,10,3750,25,9
  Reing Skopje,10 DEM,18000,18000,18000,18000,1,450000,25,1
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3150,3000,3000,3150,2,107400,35,2
  Solun 2001 Gevgelija,5 EMU,305,305,305,305,3,927200,3040,2
  Tabak osigur. i reosigur. Skopje,500 EMU,134562,45000,134562,45000,2,5159670,45,2
  TGS-Tehni~ki gasovi Skopje,50 EMU,12000,12000,12000,12000,1,168000,14,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,120000,100000,100000,100300,4,420405,4,3
Vkupno Redoven pazar,,,,,,7565,1124774899,1010355,
Vkupno site pazari,,,,,,19769,3936000363,,
BLOKOVI,,,,,,,,,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Evropa Skopje,,,,,5450,,19968800,3664,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Makedonska banka Skopje,,,,,14600,,116800000,8000,
Univerzalna Investiciona Banka Skopje,,,,,2465,,7737635,3139,
Tutunska banka Skopje,,,,,13000,,78780000,6060,
Tutunska banka Skopje,,,,,13000,,107211000,8247,
Javno poseduvani dru{tva - prior. akcii,,,,,,,,,
Tutunska banka Skopje,,,,,12600,,16090200,1277,
Tutunska banka Skopje,,,,,12500,,6200000,496,
