МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Metalec Prilep,100 DEM,4900,3100,3100,4600,79,20615896,5382,12
  Mlaz Bogdanci,35 EMU,750,600,650,650,82,4894183,7325,17
  Ohim Ges Gostivar,10 EMU,220,156,200,157,228,5213009,27043,22
  OKTA Skopje,"51,12 EMU",13999,2100,2100,13500,115,23420254,2121,16
  Oran`erii Hamzali Strumica,5 EMU,100,100,100,100,1,436800,4368,1
  ADG Pelagonija Skopje,500 DEM,4000,631,1200,2670,220,14258266,4794,20
  Rade Kon~ar Skopje,25 EMU,730,700,700,730,3,301590,420,2
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",205,45,46,175,274,21044239,189292,21
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",200,34,34,150,321,38404906,257056,19
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",358,96,96,358,287,926395,3561,22
  R@ Ugotur Skopje,10 DEM,152,17,17,102,354,2254677,16693,16
  R@ Famord Skopje,5 EMU,170,120,120,165,22,1893358,14647,10
  Sileksbanka Skopje,"43,46 EMU",2000,1000,1900,2000,11,1763020,1238,7
  Skovin Skopje,310 DEN,2000,600,600,901,87,5883759,7869,17
  Stopanska banka Skopje,"201,10 DEN",750,613,703,670,302,40295895,59497,22
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,4,299150,193,1
  Transbalkan Gevgelija,100 DEM,320,310,310,311,15,174869,557,3
  Makedonski Telekomunikacii Skopje,100 DEN,799,686,750,686,514,41905202,57218,22
  Tutunska banka Skopje,1000 DEN,15100,13500,14000,14490,48,10973580,753,15
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",600,600,600,600,1,34800,58,1
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",120,62,62,120,9,372012,3886,3
  Cementarnica USJE Skopje,51 EMU,26000,22000,22000,26000,5,566000,23,3
  Fakom Skopje,"51,13 EMU",1800,1800,1800,1800,2,25200,14,2
  Fustelarko Borec Bitola,100 DEM,300,300,300,300,2,94500,315,2
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1320,913,1200,1200,103,7304050,5910,20
  Tutunska banka Skopje,1000 DEN,14500,13000,13900,14500,15,2996410,214,9
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Pe~atnica 11 Oktomvri Prilep,50 EMU,1200,1200,1200,1200,1,22800,19,1
  9-ti Maj Negotino,100 DEM,500,300,300,300,13,37000,116,11
  Univerzalna Investiciona Banka Skopje,1000 DEN,3649,3051,3051,3500,237,83017250,24126,22
  Brik Berovo,100 DEM,1890,1890,1890,1890,2,383670,203,1
  Vardar osiguruvawe Skopje,50 EMU,120000,32000,120000,32000,2,2856000,81,2
  Galeb Ohrid,50 EMU,920,920,920,920,2,5701240,6197,2
  Goldmak Radovi{,1000 USD,17000,17000,17000,17000,1,170000,10,1
  Metalec Bitola,"51,13 EMU",2200,2200,2200,2200,1,35200,16,1
  Evropa Skopje,100 DEM,5000,5000,5000,5000,1,60000,12,1
  Edinstvo Struga,10 DEM,310,310,310,310,1,3006070,9697,1
  Elenica Strumica,"51,13 EMU",1835,1835,1835,1835,1,16515,9,1
  MZT Energetika Skopje,100 DEM,300,300,300,300,1,9000,30,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,3,113150,73,3
  Internacional Nik Skopje,1 EMU,6500,6500,6500,6500,2,1001000,154,2
  Jugotutun Sveti Nikole,"102,26 EMU",3100,3100,3100,3100,6,1677100,541,2
  MAK - Komerc Kavadarci,100 DEM,15,15,15,15,1,27750,1850,1
  MZT Oprema za vozila Skopje,50 EMU,660,660,660,660,1,69300,105,1
  Makedonska banka Skopje,4000 DEN,13699,5350,5350,12999,48,17774314,1675,10
  Makedonijaproekt Skopje,"51,13 EMU",1230,1230,1230,1230,1,142680,116,1
  Makpetrol-Tema AD Skopje,10 DEM,249,20,20,240,24,1381500,9202,6
  Napredok Tetovo,392 DEM,6760,6760,6760,6760,4,1101880,163,1
  Pekabesko Skopje,46 EMU,2815,2815,2815,2815,1,11260,4,1
  Prilepska Pivarnica Prilep,125 EMU,22010,9990,10000,22010,210,134599191,7097,21
  R@ In`inering Skopje,10 DEM,650,650,650,650,1,70200,108,1
  R@ Troska Skopje,10 DEM,65,60,60,65,6,7665,118,5
  Reing Skopje,10 DEM,20000,9000,9000,20000,2,2630000,170,2
  SOKOMAK BITOLA Bitola,100 DEM,3280,3280,3280,3280,1,9840,3,1
  TE-TO Skopje,100 EMU,244725,244725,244725,244725,1,36708750,150,1
  Tekstil Skopje,"102,26 EMU",500,500,500,500,1,28500,57,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,86000,70000,70000,86000,4,322000,4,3
  Trgojug Skopje,25 EMU,2500,2400,2400,2500,2,245000,100,2
  Turtel [tip,5 EMU,100,90,90,100,3,274460,2966,2
Sloboden pazar - prioritetni akcii,,,,,,,,,
  Univerzalna Investiciona Banka Skopje,1000 DEN,2500,2500,2500,2500,1,125000,50,1
Vkupno Redoven pazar,,,,,,4693,642783952,810229,
Vkupno site pazari,,,,,,16530,2743038982,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,6350,,13335000,2100,
Komercijalna banka Skopje,,,,,6400,,16960000,2650,
Komercijalna banka Skopje,,,,,6500,,26000000,4000,
Investbanka Skopje,,,,,6100,,162949300,26713,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Vitaminka Prilep,,,,,2448,,5084496,2077,
Karpo{ Skopje,,,,,4800,,14592000,3040,
Mako{ped Skopje,,,,,1000,,20000000,20000,
Granit Skopje,,,,,936,,9039888,9658,
Ohridska banka Ohrid,,,,,8800,,6529600,742,
Granit Skopje,,,,,1150,,5980000,5200,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Tabak osigur. i reosigur. Skopje,,,,,33000,,9900000,300,
Makedonska banka Skopje,,,,,4500,,24750000,5500,
Univerzalna Investiciona Banka Skopje,,,,,2400,,12000000,5000,
Univerzalna Investiciona Banka Skopje,,,,,2216.62,,7707188,3477,
Tabak osigur. i reosigur. Skopje,,,,,33000,,8250000,250,
Tabak osigur. i reosigur. Skopje,,,,,33000,,13596000,412,
Investbroker Skopje,,,,,6600,,13457400,2039,
