МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  TTK Banka AD Skopje,1000 DEN,4727,2999,3152,4401,175,40419222,11663,21
  Fer{ped Skopje,37400 DEN,410000,312200,393000,347100,92,67047098,180,17
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,11000,11000,11000,11000,1,110000,10,1
  Skopski pazar Skopje,"51,13 EMU",40000,17499,17499,39900,13,9529281,353,4
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,87.3,87,87.1,87.2,80,7065019,132498,18
  R.Makedonija - denacionalizacija 01,,81.8,81.8,81.8,81.8,4,3340598,66770,2
  R.Makedonija - denacionalizacija 02,1 EUR,83.6,83.5,83.6,83.5,6,1893133,37056,5
  R.Makedonija - denacionalizacija 03,1 EMU,82.4,82.2,82.4,82.3,24,5710088,113419,16
  R.Makedonija - denacionalizacija 04,1 EMU,81.1,78.5,81,80.2,56,16149593,328748,20
  R.Makedonija - denacionalizacija 05,1 EMU,80,79,79.2,79.2,28,8086344,166880,15
  R. Makedonija - denacionalizacija 06,1 EMU,79.8,78,78,79,188,15969009,332184,21
Vkupno Oficijalen pazar,,,,,,10387,2664742825,1760234,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",1980,1361,1460,1620,68,10449925,6239,19
  Automakedonija Skopje,"44,48 EMU",5000,4450,4450,5000,24,5070280,1035,7
  Rudnici Bawani Skopje,50 DEM,820,820,820,820,1,82000,100,1
  Beton Ohrid,500 DEM,1500,1300,1300,1500,6,87000,60,4
  Beton [tip,25 EMU,4499,3900,4499,4000,55,5427515,1319,15
  Velesprom Veles,"5,11 EMU",101,85,101,100,13,210562,2175,7
  Debarski bawi Debar,51 EMU,1550,1550,1550,1550,1,46500,30,1
  @ito Polog Tetovo,"51,13 EMU",5400,4000,4000,5000,10,916509,191,6
  @ito Skopje Skopje,50 EMU,320,300,300,320,3,93280,304,2
  ICN-Farm AD Skopje,"9,13 EMU",559,400,420,500,154,10388490,20219,20
  Jaka 80 Radovi{,10 DEM,2300,1444,2300,1589,93,9092260,4864,18
  Domatti Sveti Nikole,"102,26 EMU",5280,4800,5000,5280,6,583800,120,4
  F-ka za kabli Negotino,50 DEM,737,370,370,737,14,545260,1101,6
  KJUBI Makedonija Skopje,"51,13 EMU",7000,5580,5580,5990,197,28317223,4507,21
  Fruktal MAK Skopje,"5,11 EMU",500,450,500,450,5,263050,574,3
  R@ KPOR Skopje,10 DEM,290,220,250,290,60,335138,1205,18
  Karpo{ Skopje,200 DEM,4800,4050,4200,4800,33,4665646,1064,14
  Lozar-Pelisterka Skopje,100 DEM,10150,6000,6000,10000,216,35050153,4435,20
  Metalec Prilep,100 DEM,9000,8302,8798,8500,77,11034570,1288,16
  MZT Hepos Skopje,"51,13 EMU",6000,1100,1100,6000,4,427700,77,2
  Makedonska banka Skopje,4000 DEN,18900,18000,18900,18000,5,3826800,212,4
  Mlaz Bogdanci,35 EMU,1160,850,1120,900,21,1026737,1003,9
  Ohim Ges Gostivar,10 EMU,170,142,151,145,50,874370,5806,16
  OKTA Skopje,"51,12 EMU",21807,18200,18200,21800,167,26023079,1301,21
  Oteks Ohrid,1941 DEN,450,350,350,400,11,460190,1230,6
  ADG Pelagonija Skopje,500 DEM,2200,1101,1101,2200,10,284161,143,6
  Popova Kula Demir Kapija,"61,5 DEN",181,136,139,142,240,12992853,85986,20
  Prilepska Pivarnica Prilep,125 EMU,52999,40000,40000,52300,98,28643629,620,15
  Rade Kon~ar Skopje,250 EMU,32000,23500,23500,32000,44,5318223,196,15
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",1020,727,727,900,277,45711456,51194,20
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",1290,1005,1067,1120,287,42127102,37241,21
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",900,708,780,750,54,628956,763,17
  R@ Ugotur Skopje,10 DEM,290,185,238,204,175,3111810,11453,18
  R@ Famord Skopje,5 EMU,325,280,290,285,38,2084340,6841,14
  Sileksbanka Skopje,"43,46 EMU",3200,2862,3000,3100,27,5446310,1831,11
  Skovin Skopje,310 DEN,1700,1530,1700,1530,16,661184,399,12
  Stopanska banka Skopje,"201,10 DEN",1230,1013,1230,1020,353,41668748,39426,21
  Strumica Tabak Strumica,"51,13 EMU",6000,3600,3600,6000,4,325200,79,2
  Makedonski Telekomunikacii Skopje,100 DEN,787,690,787,787,123,12856678,16488,18
  Tutunska banka Skopje,1000 DEN,12800,12150,12250,12800,48,14393976,1170,16
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",301,140,150,282,44,2168358,8969,12
  Univerzalna Investiciona Banka Skopje,1000 DEN,3880,3000,3000,3700,168,31459361,8702,20
  Cementarnica USJE Skopje,51 EMU,30050,27500,27500,30050,12,1078200,37,7
  Fakom Skopje,"51,13 EMU",2500,2500,2500,2500,1,20000,8,1
  Fustelarko Borec Bitola,100 DEM,990,990,990,990,1,215820,218,1
  Fka za cev.11Oktomvr Kumanovo,100 DEM,4000,4000,4000,4000,8,2964000,741,5
  [IK Jelak Tetovo,100 DEM,1678,867,867,1100,48,3171904,2499,12
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,2000,1600,1700,1700,81,6534617,3568,15
  Tutunska banka Skopje,1000 DEN,12000,12000,12000,12000,21,9264000,772,11
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Pe~atnica 11 Oktomvri Prilep,50 EMU,1200,1200,1200,1200,1,120000,100,1
  7-mi Noemvri Gevgelija,"51,13 EMU",3100,2460,2703,2460,8,2070760,773,7
  9-ti Maj Negotino,100 DEM,300,300,300,300,2,4200,14,1
  Agro-Lozar Bogdanci,100 DEM,5281,4801,4801,5281,3,31479269,6149,2
  Algreta Resen,100 DEM,1600,1600,1600,1600,1,40000,25,1
  Blagoj \orev Veles,"25,56 EMU",1820,1100,1200,1800,38,5326975,4260,15
  BIBROK Kumanovo,50 EMU,400,400,400,400,2,4878400,12196,1
  Vardar osiguruvawe Skopje,50 EMU,145000,130000,130000,130000,18,11813000,89,9
  Grad. institut Makedonija Skopje,"51,12 EMU",10000,10000,10000,10000,2,150000,15,2
  Izvozno i kreditna banka Skopje,10000 DEN,48000,48000,48000,48000,6,3840000,80,1
  INET Skopje,5 EMU,218,218,218,218,1,301712,1384,1
  Kvasara Bitola,100 DEM,42733,34000,34000,41000,91,18432984,471,19
  Mlekara AD Bitola,10 DEM,30750,29900,30750,29900,2,2434500,80,2
  Makpetrol-Teas AD Skopje,10 DEM,500,500,500,500,1,13000,26,1
  Makpetrol-Tema AD Skopje,10 DEM,198,190,190,198,3,33500,170,2
  Napredok Tetovo,392 DEM,6760,6760,6760,6760,1,256880,38,1
  Pekabesko Skopje,46 EMU,19400,15000,19400,16500,26,6567960,415,12
  Prosvetno delo Skopje,100 DEM,6200,6200,6200,6200,1,452600,73,1
  R@ In`inering Skopje,10 DEM,650,600,650,600,4,2500,4,3
  R@ Troska Skopje,10 DEM,300,103,150,300,12,6643,25,4
  Solun 2001 Gevgelija,5 EMU,337,211,211,310,16,996711,3355,6
  Toplifikacija Odr`uvawe Skopje,60 DEM,100000,100000,100000,100000,2,200000,2,1
  Crveni bregovi Negotino,100 DEM,3200,3200,3200,3200,1,1420800,444,1
Vkupno Redoven pazar,,,,,,3714,519271317,369991,
Vkupno site pazari,,,,,,14101,3184014142,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Teteks Tetovo,,,,,5500,,27500000,5000,
Skopski Pazar Skopje,,,,,47940,,9588000,200,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Prokredit banka Skopje,,,,,318.55,,217888200,684000,
