МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Uslugi Skopje,"5,11 EMU",297,162,162,279,325,14305274,65316,19
  Stopanska banka Bitola,3000 DEN,12000,10299,10900,11900,256,158272687,14548,20
  Skopski Pazar Skopje,"51,13 EMU",12000,7800,7900,11600,29,9267268,1031,12
  R@ Makstil Skopje,"5,11 EMU",97,68,71,97,398,23910714,295407,20
  Teteks Tetovo,100 DEM,2648,1101,1350,2300,400,56302450,30516,20
  Tehnometal Vardar Skopje,"51,13 EMU",2475,1552,1600,2475,36,2260618,1159,12
  Vinarska vizba Tikve{ Skopje,100 DEM,4831,2502,2502,3821,40,3198511,860,15
  Tutunski kombinat Prilep,100 DEM,720,585,702,585,7,207880,303,6
  TTK Banka AD Skopje,1000 DEN,3050,2457,2457,2900,492,55969196,20005,20
  Fer{ped Skopje,37400 DEN,151000,126000,127000,150000,73,35863442,248,17
Berzanska kotacija - prioritetni akcii,,,,,,,,,
  Stopanska Banka Bitola,3000 DEN,9000,8500,8500,9000,17,168000,19,9
  Skopski pazar Skopje,"51,13 EMU",6800,6500,6500,6800,2,150400,23,2
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,88,87,87.1,87.5,154,9072368,169408,20
  R.Makedonija - denacionalizacija 01,,85,82,85,82,3,688101,13354,2
  R.Makedonija - denacionalizacija 02,1 EUR,83.7,83,83,83.7,12,1583708,30995,8
  R.Makedonija - denacionalizacija 03,1 EMU,82.6,80.4,82,82.1,23,9261962,184000,14
  R.Makedonija - denacionalizacija 04,1 EMU,83,79.4,81,81.1,112,20842748,417714,19
  R.Makedonija - denacionalizacija 05,1 EMU,82,80,80.1,81.9,169,25066859,504587,19
Vkupno Oficijalen pazar,,,,,,7527,1271681756,2094512,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",886,499,549,800,150,17963715,27483,18
  Automakedonija Skopje,"44,48 EMU",1500,1500,1500,1500,2,169500,113,2
  Beton [tip,25 EMU,700,700,700,700,1,65100,93,1
  @AS Skopje,"37,48 EMU",151,151,151,151,2,17365,115,2
  @ito Bitola Bitola,"153,4 EMU",110,102,110,102,2,9894,93,2
  Interpromet Tetovo,"51,13 EMU",613,613,613,613,1,262977,429,1
  ICN-Farm AD Skopje,"9,13 EMU",650,350,350,600,606,44390163,79954,20
  F-ka za kabli Negotino,50 DEM,650,300,318,600,56,1264773,2783,13
  KJUBI Makedonija Skopje,"51,13 EMU",1623,900,1000,1623,17,1760906,1389,9
  R@ KPOR Skopje,10 DEM,60,60,60,60,61,45840,764,18
  Lozar-Pelisterka Skopje,100 DEM,2001,2000,2001,2000,6,186009,93,3
  MZT FOP Skopje,50 EMU,10,10,10,10,1,158330,15833,1
  MZT Hepos Skopje,"51,13 EMU",600,600,600,600,1,6000,10,1
  Mlaz Bogdanci,35 EMU,700,400,400,700,40,2641600,5973,15
  Ohim Ges Gostivar,10 EMU,245,105,120,200,336,7076378,37423,19
  OKTA Skopje,"51,12 EMU",2150,910,910,2150,11,517380,292,9
  ADG Pelagonija Skopje,500 DEM,1300,622,900,1200,165,2399795,2285,19
  Rade Kon~ar Skopje,25 EMU,800,591,600,800,8,783420,1139,5
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",47,35,35,40,48,4852834,120824,14
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",40,27,34,37,34,440511,12291,13
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",160,55,109,96,47,111386,849,17
  Sileks Kratovo,85 DEM,63,63,63,63,1,387702,6154,1
  Sileksbanka Skopje,"43,46 EMU",1550,1550,1550,1550,1,852500,550,1
  Skovin Skopje,310 DEN,500,400,400,500,7,819500,1642,2
  Stopanska banka Skopje,"201,10 DEN",790,502,540,700,146,13029505,21181,16
  Strumica Tabak Strumica,"51,13 EMU",1000,1000,1000,1000,1,8000,8,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,5,248000,160,2
  Transbalkan Gevgelija,100 DEM,1100,310,310,310,7,4528980,5071,4
  Makedonski Telekomunikacii Skopje,100 DEN,900,465,465,750,625,70042633,111222,20
  Tutunska banka Skopje,1000 DEN,14500,11000,11000,13800,63,17354240,1398,17
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",600,600,600,600,4,70800,118,4
  Trgotekstil maloproda`ba Skopje,"5,11 EMU",20,20,20,20,2,1484000,74200,2
  Cementarnica USJE Skopje,51 EMU,25000,19000,19000,25000,9,1462250,68,6
  Fakom Skopje,"51,13 EMU",1800,1800,1800,1800,3,43200,24,1
  Fustelarko Borec Bitola,100 DEM,500,210,500,300,4,152400,456,3
  [IK Jelak Tetovo,100 DEM,306,306,306,306,4,44676,146,1
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1300,900,901,1200,119,6381141,5739,19
  Tutunska banka Skopje,1000 DEN,14000,11000,11000,14000,16,2981000,238,9
Sloboden pazar - obi~ni akcii,,,,,,,,,
  9-ti Maj Negotino,100 DEM,301,300,301,300,16,1437450,4776,9
  Algreta Resen,100 DEM,900,900,900,900,4,148500,165,1
  Univerzalna Investiciona Banka Skopje,1000 DEN,3450,1650,1661,3074,150,46973612,19446,11
  Brik Berovo,100 DEM,1890,1890,1890,1890,2,703080,372,2
  DZSPP Goce Del~ev s.Trubarevo,"51,13 EMU",3200,3200,3200,3200,1,6528000,2040,1
  Grad. institut Makedonija Skopje,"51,12 EMU",7500,7100,7100,7500,6,929220,127,3
  MZT Energetika Skopje,100 DEM,350,315,315,350,2,37205,115,2
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,1,94550,61,1
  Internacional Nik Skopje,1 EMU,6000,6000,6000,6000,1,6000000,1000,1
  Karaorman Skopje,50 EMU,700,700,700,700,1,3500,5,1
  Kozjak Kumanovo,"25,6 EMU",200,200,200,200,4,45600,228,1
  Makedonska banka Skopje,4000 DEN,4000,3700,3700,4000,7,2865010,727,4
  Makedonijaproekt Skopje,"51,13 EMU",1230,1230,1230,1230,3,107010,87,1
  Pekabesko Skopje,46 EMU,2816,2816,2816,2816,3,765952,272,2
  Prilepska Pivarnica Prilep,125 EMU,10000,4000,4000,10000,15,2129700,284,7
  Progres Peh~evo,100 DEM,300,300,300,300,1,191400,638,1
  Reing Skopje,10 DEM,9000,9000,9000,9000,1,360000,40,1
  Skopska Pivara Skopje,"361,17 USD",40000,40000,40000,40000,1,560000,14,1
Vkupno Redoven pazar,,,,,,2831,274894192,569000,
Vkupno site pazari,,,,,,10358,1546575948,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Investbanka Skopje,,,,,6000,,24000000,4000,
Komercijalna banka Skopje,,,,,6150,,6150000,1000,
Komercijalna banka Skopje,,,,,6210,,29808000,4800,
Komercijalna banka Skopje,,,,,6210,,88803000,14300,
Komercijalna banka Skopje,,,,,6150,,6150000,1000,
Komercijalna banka Skopje,,,,,6300,,18900000,3000,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Skopski Pazar Skopje,,,,,8300,,13379600,1612,
TTK Banka AD Skopje,,,,,2400,,9600000,4000,
Mako{ped Skopje,,,,,388,,5000156,12887,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Vardar Gradsko,,,,,1879.66,,184490509,98151,
Mako{ped osiguruvawe Skopje,,,,,31285,,7132980,228,
