МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R.Makedonija - denacionalizacija 03,1 EMU,81.4,80.1,81.4,81,39,33224372,674663,15
  R.Makedonija - denacionalizacija 04,1 EMU,80,79.5,79.7,79.9,92,21196040,433894,19
  R.Makedonija - denacionalizacija 05,1 EMU,80,78.6,78.8,80,385,35094327,721930,20
Vkupno OFICIJALEN PAZAR,,,,,,4927,763046329,3520673,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Agroservis Skopje,108 DEM,150,150,150,150,1,9150,61,1
  Agromehanika Skopje,50 EMU,1050,1050,1050,1050,3,158550,151,3
  Automakedonija Skopje,"44,48 EMU",515,515,515,515,1,4635,9,1
  Rudnici Bawani Skopje,50 DEM,500,500,500,500,2,171500,343,2
  @AS Skopje,"37,48 EMU",150,150,150,150,4,31950,213,2
  @ito Karaorman Ki~evo,256 EMU,600,600,600,600,4,143400,239,2
  @ito Polog Tetovo,"51,13 EMU",2200,1700,2200,1700,2,417500,190,2
  F-ka za kabli Negotino,50 DEM,500,500,500,500,3,38000,76,1
  KJUBI Makedonija Skopje,"51,13 EMU",600,451,451,600,2,95710,162,2
  R@ KPOR Skopje,10 DEM,60,60,60,60,287,217020,3617,20
  Lozar-Pelisterka Skopje,100 DEM,2000,2000,2000,2000,1,84000,42,1
  MZT Hepos Skopje,"51,13 EMU",450,450,450,450,4,17100,38,2
  Napredok Tetovo,392 DEM,6760,6760,6760,6760,1,277160,41,1
  OKTA Skopje,"51,12 EMU",870,750,750,751,4,63650,81,4
  Oran`erii Hamzali Strumica,5 EMU,100,100,100,100,1,69500,695,1
  Trikota`a Pelister Bitola,35 EMU,100,100,100,100,2,21000,210,1
  ADG Pelagonija Skopje,500 DEM,501,300,300,501,13,142907,335,5
  Rade Kon~ar Skopje,25 EMU,550,501,525,509,9,259544,493,6
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",50,19,19,50,15,348937,9227,6
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",50,10,10,33,18,208957,5798,6
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",70,60,60,60,268,256550,4089,20
  Skovin Skopje,310 DEN,220,220,220,220,1,2200,10,1
  Sigurnosno staklo Prilep,"51,2 EMU",300,300,300,300,2,23700,79,2
  Stopanska banka Skopje,"201,10 DEN",600,400,600,590,65,11466479,25169,10
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,1,79050,51,1
  Makedonski Telekomunikacii Skopje,100 DEN,569,510,511,550,38,2877029,5391,13
  Tutunska banka Skopje,1000 DEN,9150,8400,8520,9150,53,13004466,1502,17
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",620,620,620,620,1,32860,53,1
  Cementarnica USJE Skopje,51 EMU,19006,17800,19000,17800,6,1185042,63,5
  Fustelarko Borec Bitola,100 DEM,500,500,500,500,7,456500,913,6
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,913,752,900,764,94,5058856,5866,16
  Tutunska banka Skopje,1000 DEN,8999,8050,8050,8999,35,8286435,991,11
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,1000,900,900,905,22,1135150,1254,6
  Butel Skopje,100 DEM,920,920,920,920,1,48760,53,1
  Grad. institut Makedonija Skopje,"51,12 EMU",7000,7000,7000,7000,3,245000,35,3
  Elenica Strumica,"51,13 EMU",4484,4484,4484,4484,1,5125212,1143,1
  Energomont Skopje,100 DEM,1000,1000,1000,1000,4,31000,31,1
  Euromak broker AD Skopje,1000 EMU,61500,61500,61500,61500,1,1783500,29,1
  ZUM SKopje,10 DEM,760,760,760,760,1,490200,645,1
  Ishrana Skopje,"51,13 EMU",2000,2000,2000,2000,3,2360000,1180,1
  Jaka tabak Radovi{,"51,13 EMU",1000,1000,1000,1000,1,533000,533,1
  Mermeren kombinat Prilep,1 EMU,270,270,270,270,2,270000,1000,1
  Ohridska pastrmka Ohrid,50 DEM,1585,1585,1585,1585,1,3899100,2460,1
  Pekabesko Skopje,46 EMU,923,923,923,923,1,96915,105,1
  Prilepska Pivarnica Prilep,125 EMU,3010,3010,3010,3010,1,24080,8,1
  Prosvetno delo Skopje,100 DEM,1600,1600,1600,1600,7,1444800,903,3
  R@ In`inering Skopje,10 DEM,600,101,101,600,2,140301,401,2
  Skopska Pivara Skopje,"361,17 USD",31100,31100,31100,31100,3,7992700,257,1
  ZTD Sto~arstvo Bogdanci,100 DEM,3100,3100,3100,3100,7,778100,251,2
  Tabak osigur. i reosigur. Skopje,500 EMU,29360,29360,29360,29360,1,32149200,1095,1
  Trgojug Skopje,25 EMU,1230,1230,1230,1230,1,429270,349,1
  Turtel [tip,5 EMU,90,90,90,90,1,79200,880,1
Vkupno NEOFICIJALEN PAZAR,,,,,,1012,104564825,78810,
Vkupno site pazari,,,,,,5939,867611154,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5205000,1735,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5481000,1827,
TTK Banka AD Skopje,,,,,1952,,16617376,8513,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5445000,1815,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,6582000,2194,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5013000,1671,
Vinarska vizba Tikve{ Kavadarci,,,,,12500,,5000000,400,
Beton Skopje,,,,,6450,,8417250,1305,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5124000,1708,
R@ Makstil Skopje,,,,,61,,35679998,584918,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5460000,1820,
Blagoj \orev Veles,,,,,2172,,22573596,10393,
Skopski Pazar Skopje,,,,,5760,,5074560,881,
Makpetrol Skopje,,,,,60000,,6600000,110,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5061000,1687,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5205000,1735,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5079000,1693,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5070000,1690,
R@ Makstil Skopje,,,,,61.23,,39577786,646379,
Neoficijalen pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Skopska Pivara Skopje,,,,,30750,,9809250,319,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Napredok Tetovo,,,,,6760,,5124080,758,
