МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Ekonomika Skopje,10 DEM,49,47,47,49,6,64282,1362,1
  R@ Institut Skopje,10 DEM,300,250,250,254,73,110175,409,15
  R@ Uslugi Skopje,"5,11 EMU",36,30,36,32,24,138899,4277,7
  Stopanska banka Bitola,3000 DEN,9120,7700,7700,8793,51,11524663,1363,17
  Skopski Pazar Skopje,"51,13 EMU",7908,6510,6510,7750,31,6724597,888,11
  R@ Makstil Skopje,"5,11 EMU",27,16,17,27,140,1234736,60632,16
  Tetovska banka Tetovo,3000 DEN,1310,1310,1310,1310,1,235800,180,1
  Teteks Tetovo,100 DEM,310,310,310,310,1,20770,67,1
  Toplifikacija Skopje,100 DEM,3650,3389,3389,3500,75,15754431,4492,16
  Fer{ped Skopje,37400 DEN,63000,59500,60000,60000,20,4815500,79,10
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,4200,3701,3701,3900,28,2431415,621,14
  Ohridska banka Ohrid,2650 DEN,5469,4500,4500,5121,8,3503065,689,6
  Stopanska Banka Bitola,3000 DEN,6700,6520,6700,6520,4,32780,5,2
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,85.1,84.5,84.5,85.1,193,25608544,493598,19
  R.Makedonija - denacionalizacija 01,,83.3,83.2,83.2,83.3,2,737523,14458,2
  R.Makedonija - denacionalizacija 02,1 EUR,83,80.1,81,83,25,20905981,414850,14
  R.Makedonija - denacionalizacija 03,1 EMU,82.4,79,79.1,82.4,53,28066967,573967,15
  R.Makedonija - denacionalizacija 04,1 EMU,81,76.1,76.2,80,285,83894895,1748401,20
Vkupno OFICIJALEN PAZAR,,,,,,2002,570472813,3488632,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"51,13 EMU",3300,3300,3300,3300,2,330000,100,2
  Veteks Veles,"51,13 EMU",930,930,930,930,35,867690,933,1
  Gradski Trgovski Centar Skopje,50 EMU,1850,1849,1849,1850,5,743503,402,2
  @AS Skopje,"37,48 EMU",150,150,150,150,3,29550,197,3
  @ito Karaorman Ki~evo,256 EMU,6100,6100,6100,6100,1,79300,13,1
  @ito Polog Tetovo,"51,13 EMU",1600,1600,1600,1600,3,422400,264,3
  F-ka za kabli Negotino,50 DEM,700,700,700,700,1,7000,10,1
  KJUBI Makedonija Skopje,"51,13 EMU",600,600,600,600,1,18000,30,1
  Fruktal MAK Skopje,"5,11 EMU",300,300,300,300,1,155700,519,1
  R@ KPOR Skopje,10 DEM,60,60,60,60,59,44040,734,17
  Lozar-Pelisterka Skopje,100 DEM,4000,4000,4000,4000,11,1620000,405,3
  ADUT Makedonija Bitola,100 DEM,1000,1000,1000,1000,8,113000,113,5
  Rade Kon~ar Skopje,25 EMU,521,520,520,520,7,194568,374,6
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",32,32,32,32,5,60576,1893,3
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",67,67,67,67,65,40669,607,18
  TK Boro P.-Papu~ar Kumanovo,"15,34 EMU",72,71,71,72,2,4878,68,2
  Tutunska banka Skopje,1000 DEN,3500,3200,3200,3200,50,31519403,9838,8
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",620,620,620,620,2,63860,103,2
  Fustelarko Borec Bitola,100 DEM,300,300,300,300,1,61500,205,1
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,680,600,600,669,84,2910946,4377,15
  Tutunska banka Skopje,1000 DEN,3500,3200,3200,3500,4,603550,184,3
Sloboden pazar - obi~ni akcii,,,,,,,,,
  9-ti Maj Negotino,100 DEM,700,600,600,700,3,16800,25,2
  BIBROK Kumanovo,50 EMU,1223,1223,1223,1223,1,23237,19,1
  Brod~anka Makedonski Brod,10 DEM,64,64,64,64,1,802688,12542,1
  Brik Berovo,100 DEM,1530,1530,1530,1530,1,126990,83,1
  Galeb Ohrid,50 EMU,2152,2152,2152,2152,6,477744,222,1
  Energomont Skopje,100 DEM,1200,1200,1200,1200,4,76800,64,1
  Ereniku Komerc Skopje,51 EMU,2000,2000,2000,2000,4,896000,448,1
  IGM Vratnica s. Vratnica,30 EMU,1845,900,900,900,8,830160,662,3
  Inteks Skopje,51 EMU,1503,1503,1503,1503,2,739476,492,1
  Jugotutun Skopje,"51,12 EMU",3100,3100,3100,3100,2,700600,226,1
  Karaorman Skopje,50 EMU,400,210,400,210,4,275000,1115,2
  Knauf Radika Debar,34 EMU,6238,6238,6238,6238,8,6924180,1110,1
  Internacionalen Karti~en Sistem Skopje,1 EMU,28,28,28,28,1,73809876,2636067,1
  Ohridska pastrmka Ohrid,50 DEM,1585,1585,1585,1585,1,10483190,6614,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,1500,1,4500,3,1
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,3000,7,483000,161,3
  Skenpoint Skopje,50 EMU,149,149,149,149,1,617158,4142,1
  Skopska Pivara Skopje,"361,17 USD",25000,25000,25000,25000,2,50000,2,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,60000,60000,60000,60000,1,60000,1,1
Vkupno NEOFICIJALEN PAZAR,,,,,,408,137287532,2685367,
Vkupno site pazari,,,,,,2410,707760345,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
Investbanka Skopje,,,,,2670,,5340000,2000,
Agroplod Resen,,,,,15000,,5505000,367,
Agroplod Resen,,,,,12253,,5758910,470,
Investbanka Skopje,,,,,2670,,5457480,2044,
