МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Toplifikacija Skopje,100 DEM,4550,4000,4050,4303,305,53942272,12824,21
  TTK Banka AD Skopje,1000 DEN,3000,2600,2650,2651,281,16930877,6205,21
  Fakom Skopje,"51,13 EMU",2450,2400,2450,2450,4,124400,51,3
  Fer{ped Skopje,37400 DEN,125000,121001,124000,122000,19,5519915,45,11
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Investbanka Skopje,2670 DEN,4000,4000,4000,4000,1,8000,2,1
  Komercijalna banka Skopje,1000 DEN,7200,6851,6851,7000,20,1176171,167,12
  Stopanska Banka Bitola,3000 DEN,9500,9500,9500,9500,7,123500,13,7
  Skopski pazar Skopje,"51,13 EMU",5999,5999,5999,5999,1,2993501,499,1
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,87.3,87,87,87.1,258,34529767,647678,21
  R.Makedonija - denacionalizacija 01,,85,85,85,85,2,52004,1000,2
  R.Makedonija - denacionalizacija 02,1 EUR,82.9,82.5,82.5,82.8,27,30154559,596394,10
  R.Makedonija - denacionalizacija 03,1 EMU,85.6,81.2,81.3,81.3,53,45675589,898407,19
  R.Makedonija - denacionalizacija 04,1 EMU,80,79.8,79.8,79.9,74,34974854,715463,19
  R.Makedonija - denacionalizacija 05,1 EMU,80,79,80,79.9,366,32151119,660522,21
Vkupno OFICIJALEN PAZAR,,,,,,6461,1267057959,4276310,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Agroservis Skopje,108 DEM,1500,1166,1500,1166,3,21321184,16268,2
  Ading Skopje,"79,87 EUR",2800,2500,2501,2650,8,1492690,578,6
  Alkaloid Berovo,"255,6 EMU",3800,3800,3800,3800,1,182400,48,1
  Agromehanika Skopje,50 EMU,951,950,951,950,2,85564,90,2
  Automakedonija Skopje,"44,48 EMU",1300,1000,1000,1250,5,285000,259,5
  Rudnici Bawani Skopje,50 DEM,530,530,530,530,1,97520,184,1
  Geras Cunev konfekcija Strumica,15 EMU,50,50,50,50,2,5400,108,1
  Geras Cunev trgovija Strumica,15 EMU,50,50,50,50,2,4500,90,1
  @AS Skopje,"37,48 EMU",150,150,150,150,1,13950,93,1
  @ito Polog Tetovo,"51,13 EMU",2500,2500,2500,2500,1,2500,1,1
  ICN-Farm AD Skopje,"9,13 EMU",310,70,70,310,11,441450,2027,6
  KJUBI Makedonija Skopje,"51,13 EMU",801,700,700,801,3,577950,797,2
  R@ KPOR Skopje,10 DEM,70,60,60,70,239,177002,2897,21
  Lozar-Pelisterka Skopje,100 DEM,2000,2000,2000,2000,2,190000,95,2
  ADUT Makedonija Bitola,100 DEM,3120,3120,3120,3120,20,1170000,375,1
  MZT Hepos Skopje,"51,13 EMU",350,350,350,350,1,1400,4,1
  Mlaz Bogdanci,35 EMU,351,351,351,351,1,105300,300,1
  ADG Pelagonija Skopje,500 DEM,800,450,450,603,14,805468,1039,5
  Rade Kon~ar Skopje,25 EMU,740,501,548,740,11,7829097,11175,6
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",40,31,35,35,15,248381,6563,7
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",51,35,35,50,39,635928,13551,9
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",114,60,60,114,198,134367,1861,21
  Sileks Kratovo,85 DEM,62,62,62,62,1,15500,250,1
  Sankeram Makedonija Strumica,"51,13 EMU",1500,1500,1500,1500,1,88500,59,1
  Sigurnosno staklo Prilep,"51,2 EMU",300,300,300,300,1,18600,62,1
  Stopanska banka Skopje,"201,10 DEN",651,460,590,650,68,5247771,9151,18
  Makedonski Telekomunikacii Skopje,100 DEN,599,514,530,553,41,2418985,4459,15
  Tutunska banka Skopje,1000 DEN,9150,8900,9058,9050,62,10198426,1123,15
  Cementarnica USJE Skopje,51 EMU,19000,15140,15140,18500,5,1328400,73,3
  Fustelarko Borec Bitola,100 DEM,515,515,515,515,1,69525,135,1
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,1249,810,810,1119,159,8854392,9702,20
  Tutunska banka Skopje,1000 DEN,9000,8600,8700,9000,62,16077241,1797,14
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,900,900,900,900,5,257400,286,2
  Car SAmuil AD Bansko Strumica,10 EMU,490,490,490,490,2,4006240,8176,2
  Biljana Ohrid,"51,13 EMU",200,200,200,200,1,805400,4027,1
  Univerzalna Investiciona Banka Skopje,1000 DEN,2994,1500,1500,2994,6,1152970,728,4
  Borec AD s.Le{ok Tetovo,"5,11 EMU",313,313,313,313,1,10467659,33443,1
  Brik Berovo,100 DEM,1230,1230,1230,1230,1,226320,184,1
  Germanos telekom Skopje,1 EMU,61,61,61,61,1,305000,5000,1
  Grad. institut Makedonija Skopje,"51,12 EMU",7500,7500,7500,7500,1,37500,5,1
  Goldmak Skopje,1000 USD,40441,40441,40441,40441,1,10797747,267,1
  Ineks Drim Struga,100 DEM,3075,3075,3075,3075,1,86100,28,1
  Inteks Skopje,51 EMU,1503,1503,1503,1503,2,3811608,2536,1
  Mermeren kombinat Prilep,1 EMU,270,251,251,270,2,568662,2126,2
  Makedonska banka Skopje,4000 DEN,4000,4000,4000,4000,1,2276000,569,1
  Makedonijaproekt Skopje,"51,13 EMU",1230,1230,1230,1230,3,11232360,9132,1
  NAMA Kumanovo,240 DEM,5040,5040,5040,5040,2,66492720,13193,1
  Ohridturist Ohrid,70 DEM,2141,2141,2141,2141,2,80859147,37767,1
  Prosvetno delo Skopje,100 DEM,1600,1600,1600,1600,1,881600,551,1
  R@ In`inering Skopje,10 DEM,620,600,600,620,3,127400,209,2
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,3000,2,111000,37,1
  Slavej Skopje,50 EMU,1900,1900,1900,1900,1,142500,75,1
  Stobi Veles,100 DEM,1550,1550,1550,1550,2,46500,30,1
Vkupno NEOFICIJALEN PAZAR,,,,,,1022,274816224,203583,
DRUGI HARTII OD VREDNOST,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Min. Finansii Dr`aven zapis 2006/12-1,10000 DEN,98.3,98.3,98.3,98.3,1,14921940,1518,1
Vkupno DRUGI HARTII OD VREDNOST,,,,,,1,14921940,1518,
Vkupno site pazari,,,,,,7484,1556796123,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
Evropa Skopje,,,,,6078,,19321962,3179,
Evropa Skopje,,,,,6078,,26159712,4304,
Evropa Skopje,,,,,6078,,27320610,4495,
Evropa Skopje,,,,,6078,,10034778,1651,
Evropa Skopje,,,,,7353,,6191226,842,
Evropa Skopje,,,,,6078,,34632444,5698,
Evropa Skopje,,,,,6078,,23260506,3827,
Evropa Skopje,,,,,6078,,8484888,1396,
Evropa Skopje,,,,,6078,,11213910,1845,
Evropa Skopje,,,,,6078,,10818840,1780,
Evropa Skopje,,,,,6078,,14283300,2350,
Evropa Skopje,,,,,6078,,11785242,1939,
Evropa Skopje,,,,,6078,,35902746,5907,
Evropa Skopje,,,,,6685,,18116350,2710,
Evropa Skopje,,,,,6078,,23534016,3872,
Evropa Skopje,,,,,6078,,8655072,1424,
Evropa Skopje,,,,,6078,,18939048,3116,
Evropa Skopje,,,,,6078,,20865774,3433,
Evropa Skopje,,,,,6078,,18313014,3013,
Evropa Skopje,,,,,6078,,20416002,3359,
Evropa Skopje,,,,,6078,,6849906,1127,
Evropa Skopje,,,,,6078,,7907478,1301,
Evropa Skopje,,,,,6078,,60439632,9944,
Evropa Skopje,,,,,6078,,17231130,2835,
Evropa Skopje,,,,,6078,,22008438,3621,
Replek Skopje,,,,,36500,,5000500,137,
Replek Skopje,,,,,36500,,5365500,147,
Evropa Skopje,,,,,6078,,7403004,1218,
Evropa Skopje,,,,,6078,,5002194,823,
Evropa Skopje,,,,,3433,,5142634,1498,
Zemjod. komb. Pelagonija Bitola,,,,,4000,,59668000,14917,
Evropa Skopje,,,,,3776,,18880000,5000,
Evropa Skopje,,,,,4153,,12911677,3109,
Evropa Skopje,,,,,4153,,5457042,1314,
Evropa Skopje,,,,,3300,,6312900,1913,
Evropa Skopje,,,,,4568,,5239496,1147,
Evropa Skopje,,,,,4568,,5481600,1200,
Zemjod. komb. Pelagonija Bitola,,,,,3000,,5013000,1671,
Neoficijalen pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Sini kristal AD Tetovo,,,,,6500,,5915000,910,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Napredok Tetovo,,,,,6760,,7929480,1173,
Napredok Tetovo,,,,,6760,,5259280,778,
Napredok Tetovo,,,,,6760,,6009640,889,
Napredok Tetovo,,,,,6760,,6158360,911,
@ito Polog Tetovo,,,,,2000,,6588000,3294,
@ito Polog Tetovo,,,,,2000,,5870000,2935,
@ito Polog Tetovo,,,,,2000,,6540000,3270,
@ito Polog Tetovo,,,,,2000,,5976000,2988,
@ito Polog Tetovo,,,,,2000,,5040000,2520,
