МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Uslugi Skopje,"5,11 EMU",42,35,42,42,39,260716,6503,16
  Stopanska banka Bitola,3000 DEN,10100,9599,9700,9800,84,47340073,4835,17
  Sileks Kratovo,85 DEM,62,62,62,62,1,14260,230,1
  Sileksbanka Skopje,"43,46 EMU",300,300,300,300,5,401700,1339,4
  Skopski Pazar Skopje,"51,13 EMU",6700,6200,6200,6350,18,5425330,840,7
  R@ Makstil Skopje,"5,11 EMU",35,24,24,33,217,3832217,127076,22
  Tetovska banka Tetovo,3000 DEN,1300,1300,1300,1300,1,36400,28,1
  Teteks Tetovo,100 DEM,310,310,310,310,30,873270,2817,2
  Teteks-Kreditna banka Skopje,1000 DEN,251,251,251,251,1,502,2,1
  Tutunski kombinat Prilep,100 DEM,600,510,600,600,3,82200,140,3
  Toplifikacija Skopje,100 DEM,3549,3320,3335,3400,60,8570373,2498,18
  Fer{ped Skopje,37400 DEN,81389,71000,71000,81000,23,12739420,165,9
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,4880,4250,4250,4850,45,3458273,760,14
  Stopanska Banka Bitola,3000 DEN,9500,9101,9101,9215,4,131917,14,3
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,86.9,85.1,86.8,86.5,234,34821784,658237,22
  R.Makedonija - denacionalizacija 01,,84,84,84,84,2,853836,16616,2
  R.Makedonija - denacionalizacija 02,1 EUR,83,81.9,83,83,25,15760256,313340,9
  R.Makedonija - denacionalizacija 03,1 EMU,83,79,81,81,54,18983066,383425,17
  R.Makedonija - denacionalizacija 04,1 EMU,83.2,78.5,81,79.5,164,78597659,1592240,21
  R.Makedonija - denacionalizacija 05,1 EMU,83,77,77,79,392,218223817,4461089,22
  Kontinuirana dr`avna obvrznica br. 1,10000 DEN,101.6,101.6,101.6,101.6,2,8595360,846,2
Vkupno OFICIJALEN PAZAR,,,,,,3006,961913461,7806762,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"79,87 EUR",2400,2400,2400,2400,1,60000,25,1
  Rudnici Bawani Skopje,50 DEM,500,500,500,500,1,106500,213,1
  Beton [tip,25 EMU,505,502,505,502,2,87146,173,1
  @AS Skopje,"37,48 EMU",150,150,150,150,1,16800,112,1
  @ito Karaorman Ki~evo,256 EMU,600,600,600,600,5,141000,235,3
  R@ KPOR Skopje,10 DEM,82,60,60,60,63,2062626,25345,21
  Lozar-Pelisterka Skopje,100 DEM,2000,2000,2000,2000,4,188000,94,2
  MZT Hepos Skopje,"51,13 EMU",900,550,900,550,2,10400,17,2
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",5,5,5,5,1,735,147,1
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",15,15,15,15,1,1320,88,1
  R@ Tehni~ka kontrola Skopje,"5,11 EMU",60,60,60,60,15,28800,480,7
  Sigurnosno staklo Prilep,"51,2 EMU",300,300,300,300,1,24600,82,1
  Stopanska banka Skopje,"201,10 DEN",350,301,301,350,6,1194500,3650,5
  Strumica Tabak Strumica,"51,13 EMU",3170,3000,3000,3170,2,475150,153,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,2,32550,21,2
  TK Boro P.-Papu~ar Kumanovo,"15,34 EMU",170,71,71,170,2,22891819,282965,2
  Tutunska banka Skopje,1000 DEN,5700,5000,5700,5000,266,144164540,28035,20
  Transkop-Patni~ki soob. Bitola,"51,13 EMU",620,620,620,620,5,124620,201,5
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,600,547,550,550,29,736895,1274,10
  Tutunska banka Skopje,1000 DEN,5500,5500,5500,5500,1,27500,5,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,900,900,900,900,2,126900,141,2
  Univerzalna Investiciona Banka Skopje,1000 DEN,650,350,650,350,12,435750,973,4
  Euromak broker AD Skopje,1000 EMU,61500,61500,61500,61500,2,3567000,58,1
  @ito leb Ohrid,100 DEM,3059,3059,3059,3059,2,510853,167,1
  Inteks Skopje,51 EMU,1503,1503,1503,1503,4,10974906,7302,3
  Ishrana Berovo,100 DEM,200,200,200,200,2,16000,80,1
  Jaka tabak Radovi{,"51,13 EMU",1000,1000,1000,1000,7,43000000,43000,7
  Pelagonija komerc Bitola,100 DEM,500,500,500,500,1,500,1,1
  Prosvetno delo Skopje,100 DEM,1500,1500,1500,1500,1,75000,50,1
  R@ In`inering Skopje,10 DEM,100,100,100,100,11,1100,11,5
  Skopska Pivara Skopje,"361,17 USD",20018,20018,20018,20018,1,380342,19,1
  Slovin Jugokokta Skopje,10 DEM,300,250,300,250,3,532750,1856,2
  SOKOMAK BITOLA Bitola,100 DEM,3283,3283,3283,3283,16,1303351,397,1
  Solun 2001 Gevgelija,5 EMU,300,300,300,300,1,86400,288,1
  Stobi Veles,100 DEM,1530,1530,1530,1530,3,96390,63,1
  Tekstil Skopje,"102,26 EMU",800,800,800,800,1,26400,33,1
  Turtel [tip,5 EMU,90,89,90,89,7,338123,3774,3
  Centralen depozitar za harii od vrednost,100 EMU,9200,9200,9200,9200,1,561200,61,1
Vkupno NEOFICIJALEN PAZAR,,,,,,487,234408466,401589,
Vkupno site pazari,,,,,,3493,1196321927,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
Replek Skopje,,,,,30000,,13500000,450,
Blagoj \orev Veles,,,,,1000,,10476000,10476,
Replek Skopje,,,,,30000,,12000000,400,
KIB Kumanovo,,,,,814,,5009356,6154,
Blagoj \orev Veles,,,,,1000,,16242000,16242,
Blagoj \orev Veles,,,,,1000,,15782000,15782,
Blagoj \orev Veles,,,,,1000,,16919000,16919,
KIB Kumanovo,,,,,900,,5640300,6267,
Replek Skopje,,,,,30000,,36480000,1216,
Fer{ped Skopje,,,,,58000,,5568000,96,
Blagoj \orev Veles,,,,,1000,,16723000,16723,
Blagoj \orev Veles,,,,,1000,,14917000,14917,
Blagoj \orev Veles,,,,,1000,,17397000,17397,
Blagoj \orev Veles,,,,,1000,,10524000,10524,
Blagoj \orev Veles,,,,,1000,,8445000,8445,
Neoficijalen pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Negorski bawi AD s.Negorci Gevgelija,,,,,612,,11462760,18730,
Negorski bawi AD s.Negorci Gevgelija,,,,,612,,11952360,19530,
Negorski bawi AD s.Negorci Gevgelija,,,,,612,,8665920,14160,
Prosvetno delo Skopje,,,,,1600,,5105600,3191,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
@AS Skopje,,,,,150,,5006550,33377,
