МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  R@ Inter-Trans{ped Skopje,"5,11 EUR",60,60,60,60,1,720,12,1
  R@ Uslugi Skopje,"5,11 EUR",140,100,140,109,41,954452,9046,17
  Stopanska banka Bitola,3000 DEN,2910,2750,2900,2850,116,16334059,5789,20
  Skopski Pazar Skopje,"51,13 EUR",8290,7900,8290,8000,23,1697999,211,11
  Makstil Skopje,"5,11 EUR",120,100,120,120,62,1495142,13821,16
  Teteks Tetovo,"50,4 EUR",590,500,501,590,6,386033,718,4
  Vinarska vizba Tikve{ Skopje,"51,13 EUR",3500,3500,3500,3500,1,35000,10,1
  TTK Banka AD Skopje,1000 DEN,830,650,800,650,10,803440,1208,5
  Fer{ped Skopje,37400 DEN,58000,52100,58000,58000,8,659200,12,7
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,1 EUR,93.8,93.3,93.4,93.7,49,3131115,54446,17
  R.Makedonija - denacionalizacija 01,1 EUR,91,91,91,91,5,245394,4391,4
  R.Makedonija - denacionalizacija 02,1 EUR,90,87.5,87.5,90,5,7362077,133694,5
  R.Makedonija - denacionalizacija 03,1 EUR,88,85.8,87,88,8,1979302,37019,6
  R.Makedonija - denacionalizacija 04,1 EUR,86.5,84.3,85,85.5,28,6426862,122922,12
  R.Makedonija - denacionalizacija 05,1 EUR,85,83,84.5,85,27,6208647,120602,9
  R. Makedonija - denacionalizacija 06,1 EUR,85,83,84,84,81,7164037,138619,13
  R.Makedonija - denacionalizacija 07,1 EUR,84.9,83.9,84,84,301,24175054,467016,22
Vkupno Oficijalen pazar,,,,,,2069,254638761,1206083,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EUR",500,449,500,449,2,137250,300,2
  Beton [tip,25 EUR,900,900,900,900,3,81000,90,3
  IDEVELOP Skopje,1 EUR,45,38,40,39,48,3452328,84456,17
  F-ka za sv. plat. Ilinden Bitola,"18,95 EUR",790,790,790,790,1,3950,5,1
  ICN-Farm AD Skopje,"9,13 EUR",200,200,200,200,1,40000,200,1
  Kiro ]u~uk Veles,"153,38 EUR",1500,1200,1500,1200,2,788400,638,2
  KJUBI Makedonija Skopje,"51,13 EUR",599,500,520,500,17,378260,745,13
  R@ KPOR Skopje,10 DEM,100,100,100,100,1,700,7,1
  Karpo{ Skopje,"17,04 EUR",200,200,200,200,7,190000,950,3
  Metalec Prilep,"4,26 EUR",121,121,121,121,1,15972,132,1
  POLI MZT Skopje,"51,13 EUR",4000,4000,4000,4000,38,2064000,516,19
  Mlaz Bogdanci,35 EUR,181,180,180,181,2,34286,190,2
  OKTA Skopje,"51,12 EUR",2000,1700,2000,1750,19,416570,229,8
  ADG Pelagonija Skopje,250 EUR,1000,1000,1000,1000,1,250000,250,1
  Popova Kula Demir Kapija,"61,5 DEN",21,19,21,20,15,149002,7390,8
  Prilepska Pivarnica Prilep,125 EUR,7600,5000,7600,5210,28,5902120,1150,10
  Rade Kon~ar Skopje,25 EUR,1089,1089,1089,1089,1,98010,90,1
  Arcelormittal Skopje (CRM) Skopje,"5,11 EUR",83,60,71,70,32,1080762,15751,13
  Arcelormittal Skopje (HRM) Skopje,"5,11 EUR",80,54,80,67,82,3407158,52724,19
  Skovin Skopje,310 DEN,500,500,500,500,1,160500,321,1
  Stopanska banka Skopje,"201,10 DEN",165,130,165,130,77,2631130,19156,18
  Strumica Tabak Strumica,"51,13 EUR",4600,4600,4600,4600,1,2838200,617,1
  Makedonski Telekom Skopje,100 DEN,371,302,371,330,214,16416276,50249,22
  Tutunska banka Skopje,1000 DEN,4100,3600,4100,3600,58,6354508,1736,15
  Univerzalna Investiciona Banka Skopje,1000 DEN,589,500,589,500,7,140785,270,4
  Cementarnica USJE Skopje,3100 DEN,17000,17000,17000,17000,3,544000,32,3
  Fustelarko Borec Bitola,"33,24 EUR",500,500,500,500,5,364000,728,3
  FZC 11 Oktomvri Kumanovo,"51,13 EUR",1000,950,1000,950,25,4413000,4450,12
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,360,300,303,360,7,187540,581,5
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Angropromet-Tikve{anka Kavadarci,50 EUR,1000,1000,1000,1000,1,1000,1,1
  Blagoj \orev Veles,"25,56 EUR",700,700,700,700,4,3185000,4550,3
  Vardar osiguruvawe Skopje,50 EUR,5000,5000,5000,5000,1,5000,1,1
  Goldgrape - Tikve{ AD Kavadarci,"2663,42 DEN",400,400,400,400,1,317600,794,1
  Eksko trejd Skopje,10000 DEN,315,315,315,315,1,63000,200,1
  ECS AD Skopje,"5,11 EUR",315,315,315,315,2,2835000,9000,1
  ZIM Skopje,20 EUR,930,930,930,930,1,266910,287,1
  Inter Kvatro AD [tip,"5,11 EUR",315,315,315,315,1,69930,222,1
  Karnomak s.Porodin,1 EUR,20,20,20,20,1,4400,220,1
  Kartontekst Sveti Nikole,100 DEM,3194,3194,3194,3194,1,958200,300,1
  Makmetal Skopje,51 EUR,3150,3150,3150,3150,1,2138850,679,1
  Pekabesko Skopje,46 EUR,2250,2250,2250,2250,1,45000,20,1
  Prosvetno delo Skopje,"51,13 EUR",1600,1600,1600,1600,1,456000,285,1
  R@ In`inering Skopje,10 DEM,600,600,600,600,1,60000,100,1
  Solun 2001 Gevgelija,5 EUR,305,305,305,305,10,230275,755,2
  ZTD Sto~arstvo Bogdanci,100 DEM,3100,3100,3100,3100,3,585900,189,1
  Turtel [tip,5 EUR,110,110,110,110,3,78100,710,1
  Hotel Balkan AD Kavadarci,"5,13 EUR",158,158,158,158,1,1502264,9508,1
Vkupno Redoven pazar,,,,,,734,65342136,271774,
Vkupno site pazari,,,,,,2803,319980897,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Stopanska banka Bitola,,,,,3100,,47213000,15230,
