МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  OHIS Skopje,"51,12 EUR",201,180,180,201,5,62817,336,4
  Replek Skopje,"562,42 EUR",42000,39999,40101,42000,46,8116045,202,10
  R@ Ekonomika Skopje,10 DEM,90,55,55,90,5,611975,11046,3
  R@ Institut Skopje,10 DEM,301,300,301,300,2,3906,13,2
  R@ Inter-Trans{ped Skopje,"5,11 EUR",55,50,50,53,3,12581,230,3
  R@ Uslugi Skopje,"5,11 EUR",390,120,120,350,21,396756,2577,9
  Stopanska banka Bitola,3000 DEN,3500,2900,2979,3450,185,19137490,6001,18
  Skopski Pazar Skopje,"51,13 EUR",13100,8800,8900,13100,14,642188,68,4
  Makstil Skopje,"5,11 EUR",176,112,116,176,74,2471305,16775,16
  Teteks Tetovo,"50,4 EUR",600,600,600,600,1,31800,53,1
  Tehnometal Vardar Skopje,"51,13 EUR",1200,1000,1000,1200,3,40000,37,3
  Vinarska vizba Tikve{ Skopje,"51,13 EUR",3500,2500,2500,3500,6,1215520,403,4
  TTK Banka AD Skopje,1000 DEN,850,750,750,850,36,2600730,3386,9
  Fer{ped Skopje,37400 DEN,62000,50051,50051,62000,14,1480303,26,8
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,1 EUR,93.5,92,93.1,93,66,6782250,119224,16
  R.Makedonija - denacionalizacija 01,1 EUR,92,92,92,92,1,1578321,27944,1
  R.Makedonija - denacionalizacija 02,1 EUR,90.1,89.3,90,89.3,7,4076361,73809,5
  R.Makedonija - denacionalizacija 03,1 EUR,87.1,87,87.1,87,4,1127369,21081,3
  R.Makedonija - denacionalizacija 04,1 EUR,85.5,84.3,85.5,84.3,14,5051309,96814,8
  R.Makedonija - denacionalizacija 05,1 EUR,84,82,84,82,5,1587128,31100,4
  R. Makedonija - denacionalizacija 06,1 EUR,83,80.4,83,81,22,8091534,162663,8
  R.Makedonija - denacionalizacija 07,1 EUR,81,79,80,80,34,1992344,40581,12
  R. Makedonija - denacionalizacija 08,1 EUR,76,74.9,75,75,416,110144352,2391361,19
Vkupno Oficijalen pazar,,,,,,2464,350076257,3094021,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EUR",449,400,400,449,7,265000,650,6
  Automakedonija Skopje,"44,48 EUR",2600,2600,2600,2600,2,130000,50,1
  Rudnici Bawani Skopje,50 DEM,600,600,600,600,1,38400,64,1
  Beton [tip,25 EUR,800,800,800,800,2,48000,60,1
  Blagoj Tufanov Radovi{,10 EUR,100,100,100,100,1,700,7,1
  Edinstvo Strumica,70 DEM,400,400,400,400,2,18800,47,2
  IDEVELOP Skopje,1 EUR,32,32,32,32,1,16000,500,1
  ICN-Farm AD Skopje,"9,13 EUR",150,150,150,150,1,15000,100,1
  Domatti Sveti Nikole,"102,26 EUR",1500,1000,1000,1200,4,147000,120,3
  KJUBI Makedonija Skopje,"51,13 EUR",641,401,500,641,9,188765,357,5
  R@ KPOR Skopje,10 DEM,100,100,100,100,4,25500,255,3
  POLI MZT Skopje,"51,13 EUR",4000,4000,4000,4000,34,2664000,666,14
  Ohim Ges Gostivar,10 EUR,32,32,32,32,1,5696,178,1
  OKTA Skopje,"51,12 EUR",2201,1900,1900,2200,38,1716772,817,10
  Oteks Ohrid,1941 DEN,80,80,80,80,1,22800,285,1
  Popova Kula Demir Kapija,"61,5 DEN",25,20,20,25,16,312390,14230,9
  Rade Kon~ar Skopje,25 EUR,1000,801,1000,801,2,98010,100,2
  Arcelormittal Skopje (CRM) Skopje,"5,11 EUR",101,77,77,101,13,140923,1559,4
  Arcelormittal Skopje (HRM) Skopje,"5,11 EUR",100,75,75,100,44,1153928,13087,12
  R@ Tehni~ka kontrola Skopje,"5,11 EUR",201,201,201,201,2,4422,22,1
  R@ Famord Skopje,5 EUR,40,35,36,40,4,33446,916,3
  Sileks Kratovo,85 DEM,65,65,65,65,2,31850,490,1
  Sigurnosno staklo Prilep,"51,2 EUR",360,360,360,360,1,32400,90,1
  Stopanska banka Skopje,"201,10 DEN",187,150,150,187,24,2201250,12040,6
  Transbalkan Gevgelija,100 DEM,310,310,310,310,3,15810,51,1
  Makedonski Telekom Skopje,100 DEN,409,324,399,381,179,11297122,30336,16
  Tutunska banka Skopje,1000 DEN,4300,3447,3447,4100,72,5077093,1265,9
  Univerzalna Investiciona Banka Skopje,1000 DEN,706,505,505,706,8,221267,373,3
  Cementarnica USJE Skopje,3100 DEN,12000,12000,12000,12000,4,432000,36,2
  Fustelarko Borec Bitola,"33,24 EUR",500,500,500,500,2,101500,203,2
  FZC 11 Oktomvri Kumanovo,"51,13 EUR",2749,1800,1800,2070,64,7387708,3068,9
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,400,288,288,400,5,165504,464,3
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Evropa Skopje,"51,13 EUR",5000,5000,5000,5000,1,485000,97,1
  ZUM SKopje,10 DEM,3190,2760,3190,2760,16,25898190,8737,5
  Kartontekst Sveti Nikole,100 DEM,3194,3194,3194,3194,1,974170,305,1
  Mlekara AD Bitola,5 EUR,22000,22000,22000,22000,1,352000,16,1
  R@ In`inering Skopje,10 DEM,720,610,610,720,6,350620,501,4
  R@ Troska Skopje,10 DEM,450,450,450,450,1,1350,3,1
  Slavej Skopje,50 EUR,2500,2500,2500,2500,1,50000,20,1
  Solun 2001 Gevgelija,5 EUR,305,305,305,305,5,184525,605,1
  ZTD Sto~arstvo Bogdanci,100 DEM,3100,3100,3100,3100,2,390600,126,1
  Topola Skopje,"4,36 EUR",308,308,308,308,18,2241932,7279,3
  Fakul.-zemjo. stopanstvo s. Trubarevo,10 DEM,70,70,70,70,1,9660,138,1
Sloboden pazar - obvrznici,,,,,,,,,
  NLB Tutunska banka Skopje,1000 EUR,100,100,100,100,3,22291394,363,1
Vkupno Redoven pazar,,,,,,609,87238497,100676,
Vkupno site pazari,,,,,,3073,437314755,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,2190,,5037000,2300,
Komercijalna banka Skopje,,,,,2300,,5865000,2550,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Alkaloid Skopje,,,,,3700,,5032000,1360,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Sigma AD Skopje,,,,,913.42,,368473628,403400,
Germanos telekom Skopje,,,,,56.51,,28255000,500000,
Javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
Prilepska Pivarnica Prilep,,,,,3650,,6935000,1900,
