МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  OHIS Skopje,"51,12 EMU",240,201,240,201,3,55719,271,2
  Replek Skopje,"562,42 EMU",47000,40000,40000,47000,5,287110,7,4
  R@ Inter-Trans{ped Skopje,"5,11 EMU",60,60,60,60,2,7380,123,1
  R@ Uslugi Skopje,"5,11 EMU",171,130,130,140,9,138130,985,3
  Stopanska banka Bitola,3000 DEN,2800,2650,2800,2750,67,8942337,3293,13
  Skopski Pazar Skopje,"51,13 EMU",10001,10000,10000,10000,11,740002,74,5
  Makstil Skopje,"5,11 EMU",165,140,140,165,19,1081460,7389,10
  Teteks Tetovo,"50,4 EMU",601,600,601,601,4,271328,452,2
  TTK Banka AD Skopje,1000 DEN,1150,1000,1150,1000,13,865654,814,4
  Fer{ped Skopje,37400 DEN,60000,59500,59500,60000,2,179500,3,2
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,93.6,92.1,92.5,92.7,47,3834506,67065,14
  R.Makedonija - denacionalizacija 01,,91,91,91,91,1,33526,600,1
  R.Makedonija - denacionalizacija 02,1 EUR,89.7,89,89.6,89,6,6607217,120660,4
  R.Makedonija - denacionalizacija 03,1 EMU,87.1,87,87,87.1,7,12572509,235304,4
  R.Makedonija - denacionalizacija 04,1 EMU,85.6,85,85,85.5,13,20539153,391173,7
  R.Makedonija - denacionalizacija 05,1 EMU,85,83.1,83.2,84.3,12,48816222,945135,9
  R. Makedonija - denacionalizacija 06,1 EMU,85,83,83,83.4,10,2430277,46788,6
  R.Makedonija - denacionalizacija 07,1 EMU,85,82.3,84.9,84,121,16271208,316478,17
Vkupno Oficijalen pazar,,,,,,894,190576244,2164795,
Redoven pazar,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EMU",500,490,490,500,10,658300,1340,5
  Automakedonija Skopje,"44,48 EMU",2700,2700,2700,2700,4,1036800,384,4
  Beton [tip,25 EMU,808,808,808,808,1,16160,20,1
  IDEVELOP Skopje,1 EMU,25,25,25,25,1,25000,1000,1
  KJUBI Makedonija Skopje,"51,13 EMU",750,720,750,720,5,153810,213,4
  Karpo{ Skopje,"17,04 EMU",210,210,210,210,1,31500,150,1
  Makpromet [tip,"51,13 EMU",570,570,570,570,1,13110,23,1
  POLI MZT Skopje,"51,13 EMU",4000,4000,4000,4000,26,2420000,605,9
  Mlaz Bogdanci,35 EMU,260,260,260,260,4,83460,321,1
  OKTA Skopje,"51,12 EMU",3000,3000,3000,3000,5,168000,56,2
  Popova Kula Demir Kapija,"61,5 DEN",26,24,26,25,12,101725,4087,6
  Prilepska Pivarnica Prilep,125 EMU,9500,9500,9500,9500,1,57000,6,1
  Rade Kon~ar Skopje,25 EMU,1300,1261,1300,1261,4,5816200,4600,2
  Arcelormittal Skopje (CRM) Skopje,"5,11 EMU",135,70,82,72,63,2672964,34714,7
  Arcelormittal Skopje (HRM) Skopje,"5,11 EMU",115,90,115,100,12,183867,1859,6
  R@ Ugotur Skopje,10 DEM,40,40,40,40,1,1000,25,1
  R@ Famord Skopje,5 EMU,30,30,30,30,1,4500,150,1
  Centralna kooperativna banka Skopje,"43,46 EMU",800,800,800,800,1,8000,10,1
  DZS Singeli} Skopje,10 DEM,115,115,115,115,1,460,4,1
  Stopanska banka Skopje,"201,10 DEN",234,200,234,200,16,1195705,5907,5
  Strumica Tabak Strumica,"51,13 EMU",5150,5150,5150,5150,1,3605000,700,1
  Makedonski Telekom Skopje,100 DEN,330,300,301,320,50,2363334,7549,11
  Tutunska banka Skopje,1000 DEN,4600,4400,4500,4400,14,1021406,228,6
  Cementarnica USJE Skopje,51 EMU,25000,17000,25000,17000,2,560000,32,2
  Fka za cev.11Oktomvr Kumanovo,100 DEM,730,700,700,730,23,1055290,1492,10
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Agro Kumanovo Kumanovo,100 DEM,2100,2100,2100,2100,1,159600,76,1
  Dim~e Mir~ev Veles,"51,13 EMU",650,650,650,650,1,130650,201,1
  Orka Holding AD Skopje,100 DEN,170,170,170,170,2,5097960,29988,1
  Kvasara Bitola,100 DEM,7001,7001,7001,7001,1,35005,5,1
  Makmetal Skopje,51 EMU,6150,6150,6150,6150,1,55350,9,1
  Slavej Skopje,50 EMU,2500,2500,2500,2500,1,185000,74,1
  Solun 2001 Gevgelija,5 EMU,306,305,305,305,8,448823,1469,3
  Stobi Veles,100 DEM,1550,1550,1550,1550,1,373550,241,1
  Tekstil Skopje,"102,26 EMU",2000,2000,2000,2000,2,84000,42,2
  Topola Skopje,"4,36 EMU",267,267,267,267,18,251247,941,2
  Turtel [tip,5 EMU,120,120,120,120,3,36000,300,1
  Unionmak Kavadarci,100 DEM,350,350,350,350,1,122500,350,1
Vkupno Redoven pazar,,,,,,300,30232276,99171,
Vkupno site pazari,,,,,,1194,220808520,,
BLOKOVI,,,,,,,,,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Eurolink osiguruvawe AD Skopje,,,,,61410,,49128000,800,
Sigma AD Skopje,,,,,200,,80680000,403400,
