МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Oteks Ohrid,1941 DEN,60,60,60,60,2,30720,512,2
  Popova Kula Demir Kapija,"61,5 DEN",30,25,28,28,16,321000,12140,7
  Prilepska Pivarnica Prilep,125 EUR,7300,7111,7111,7300,8,310640,43,5
  Rade Kon~ar Skopje,25 EUR,1150,1000,1150,1000,8,652500,570,6
  Arcelormittal Skopje (CRM) Skopje,"5,11 EUR",115,100,104,101,22,723098,7030,10
  Arcelormittal Skopje (HRM) Skopje,"5,11 EUR",110,95,105,102,46,1365954,13337,16
  R@ Tehni~ka kontrola Skopje,"5,11 EUR",204,204,204,204,1,1224,6,1
  R@ Famord Skopje,5 EUR,41,41,41,41,1,4100,100,1
  Stopanska banka Skopje,"201,10 DEN",216,195,207,216,23,2650955,12702,10
  Makedonski Telekom Skopje,100 DEN,379,351,355,375,122,5603449,15496,23
  TK Boro P.-Papu~ar Kumanovo,"15,34 EUR",1600,1600,1600,1600,1,24000,15,1
  Tutunska banka Skopje,1000 DEN,4050,3800,4000,3900,84,8617010,2226,12
  Univerzalna Investiciona Banka Skopje,1000 DEN,900,845,845,900,2,213800,240,2
  Cementarnica USJE Skopje,3100 DEN,12500,12500,12500,12500,2,187500,15,2
  Fakom Skopje,"51,13 EUR",8500,8500,8500,8500,1,68000,8,1
  Fustelarko Borec Bitola,"33,24 EUR",500,500,500,500,3,114500,229,2
  FZC 11 Oktomvri Kumanovo,"51,13 EUR",1449,1050,1201,1449,7,386871,323,5
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,321,320,320,321,2,16045,50,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Agro Kumanovo Kumanovo,"51,13 EUR",6000,6000,6000,6000,1,18000000,3000,1
  Blagoj \orev Veles,"25,56 EUR",700,700,700,700,2,82600,118,1
  ZIM Skopje,20 EUR,1100,1100,1100,1100,2,627000,570,2
  ZUS Skopje,40 DEM,113,113,113,113,2,670655,5935,1
  Ilinden Skopje,100 DEM,1200,1200,1200,1200,1,60000,50,1
  Inteks Skopje,51 EUR,1800,1500,1500,1800,2,2276400,1268,1
  Karnomak s.Porodin,1 EUR,20,20,20,20,1,20000,1000,1
  Makedonija Gostivar,"51,13 EUR",3075,3075,3075,3075,1,531975,173,1
  Pekabesko Skopje,46 EUR,2250,2250,2250,2250,1,29250,13,1
  R@ In`inering Skopje,10 DEM,651,650,651,650,2,65050,100,2
  R@ Troska Skopje,10 DEM,300,300,300,300,4,65100,217,4
  Sipo Sigurnosni pojasi Ohrid,100 DEM,3000,3000,3000,3000,7,465000,155,1
  Solun 2001 Gevgelija,5 EUR,304,304,304,304,1,15200,50,1
  Trgojug Skopje,25 EUR,2500,2500,2500,2500,1,250000,100,1
  Bomeks-Refraktori AD Peh~evo,"136,5 EUR",2636,2636,2636,2636,1,155524,59,1
Vkupno Redoven pazar,,,,,,436,46953536,80816,
Vkupno site pazari,,,,,,1968,246802492,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Makstil Skopje,,,,,141,,399487827,2833247,
Ohridska banka Ohrid,,,,,1750,,7308000,4176,
Alkaloid Skopje,,,,,4844,,5129796,1059,
