МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Ilinden Skopje,100 DEM,1051,1051,1051,1051,1,2102,2,1
  Kvasara Bitola,100 DEM,7000,7000,7000,7000,6,196000,28,2
  MZT Specijalni vozila i oprema AD Skopje,50 EMU,3708,3708,3708,3708,1,2295252,619,1
  Progres Peh~evo,100 DEM,300,300,300,300,1,46200,154,1
  Slavej Skopje,50 EMU,2500,2500,2500,2500,1,50000,20,1
  Solun 2001 Gevgelija,5 EMU,306,306,306,306,6,306000,1000,1
  Turtel [tip,5 EMU,120,120,120,120,1,42120,351,1
Vkupno Redoven pazar,,,,,,483,34887500,97196,
Vkupno site pazari,,,,,,1879,248881068,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Berzanska kotacija - obi~ni akcii,,,,,,,,,
Replek Skopje,,,,,38200,,6990600,183,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Eurolink osiguruvawe AD Skopje,,,,,61410,,49128000,800,
Eurolink osiguruvawe AD Skopje,,,,,61410,,49128000,800,
