МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Replek Skopje,"562,42 EUR",45000,44300,44500,44300,13,2184300,49,7
  R@ Ekonomika Skopje,10 DEM,120,120,120,120,5,35760,298,3
  R@ Inter-Trans{ped Skopje,"5,11 EUR",100,73,100,80,5,105353,1264,4
  R@ Uslugi Skopje,"5,11 EUR",560,373,550,412,51,3354993,7803,14
  Stopanska banka Bitola,3000 DEN,4350,3580,4350,3821,121,8710794,2166,20
  Skopski Pazar Skopje,"51,13 EUR",13500,11500,13500,11500,8,774200,61,5
  Makstil Skopje,"5,11 EUR",315,231,299,252,200,9957249,35269,20
  Teteks Tetovo,"50,4 EUR",1000,865,933,900,22,1301420,1407,10
  Tehnometal Vardar Skopje,"51,13 EUR",1201,1100,1201,1100,4,373910,339,3
  Vinarska vizba Tikve{ Skopje,"51,13 EUR",4000,4000,4000,4000,2,80000,20,2
  TTK Banka AD Skopje,1000 DEN,1000,910,1000,910,14,395519,410,4
  Fer{ped Skopje,37400 DEN,77250,73801,73801,76000,10,1433652,19,6
Berzanska kotacija - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,1 EUR,95,91.5,94.1,92,27,1383424,24185,12
  R.Makedonija - denacionalizacija 01,1 EUR,90,90,90,90,1,27528,500,1
  R.Makedonija - denacionalizacija 02,1 EUR,90.5,90,90,90.5,4,1731561,31300,3
  R.Makedonija - denacionalizacija 03,1 EUR,87.5,83,87.5,83,7,348168,6532,4
  R.Makedonija - denacionalizacija 04,1 EUR,87,85.6,85.6,87,20,6780522,128250,9
  R.Makedonija - denacionalizacija 05,1 EUR,87,83,83.1,87,28,15720729,301432,11
  R. Makedonija - denacionalizacija 06,1 EUR,87,82,82,87,21,4577975,89595,8
  R.Makedonija - denacionalizacija 07,1 EUR,87,80,80,87,28,14749856,283154,9
  R. Makedonija - denacionalizacija 08,1 EUR,87,78.8,80,85,253,71362121,1392122,21
Vkupno Oficijalen pazar,,,,,,2479,299958396,2372278,
Redoven pazar,,,,,,,,,
Pazar na akcionerski dru{tva so posebni obvrski za izvestuvawe - obi~ni akcii,,,,,,,,,
  Ading Skopje,"9,98 EUR",600,500,600,500,5,835000,1650,3
  Rudnici Bawani Skopje,50 DEM,600,600,600,600,1,60600,101,1
  Beton [tip,25 EUR,1100,1100,1100,1100,2,77000,70,1
  Edinstvo Strumica,70 DEM,400,400,400,400,4,113200,283,2
  @AS Skopje,"37,48 EUR",320,320,320,320,1,25920,81,1
  Interpromet Tetovo,"51,13 EUR",620,620,620,620,5,152520,246,1
  ICN-Farm AD Skopje,"9,13 EUR",210,150,200,150,8,227390,1259,5
  KJUBI Makedonija Skopje,"51,13 EUR",920,850,920,850,13,403550,447,8
  Lozar-Pelisterka Skopje,51 EUR,3000,3000,3000,3000,4,366000,122,2
  Metalec Prilep,"4,26 EUR",190,190,190,190,2,38000,200,2
  Mlaz Bogdanci,35 EUR,240,240,240,240,1,49440,206,1
  OKTA Skopje,"51,12 EUR",4047,3373,3373,3800,31,2146527,577,10
  Popova Kula Demir Kapija,"61,5 DEN",33,26,33,26,17,241320,8164,7
  Prilepska Pivarnica Prilep,125 EUR,14500,11000,14000,11150,27,3837780,335,8
  Rade Kon~ar Skopje,25 EUR,1200,1001,1158,1200,12,8687524,7588,7
  Arcelormittal Skopje (CRM) Skopje,"5,11 EUR",265,186,265,200,45,2050899,9998,12
  Arcelormittal Skopje (HRM) Skopje,"5,11 EUR",284,166,284,186,84,3203721,15838,19
  R@ Tehni~ka kontrola Skopje,"5,11 EUR",300,256,300,256,3,9848,34,2
  R@ Ugotur Skopje,10 DEM,55,40,55,40,6,56270,1081,5
  R@ Famord Skopje,5 EUR,42,42,42,42,2,12600,300,2
  Stopanska banka Skopje,"201,10 DEN",360,260,359,270,83,2487455,8322,19
  Strumica Tabak Strumica,"51,13 EUR",1501,1501,1501,1501,1,13509,9,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,2,97650,63,1
  Makedonski Telekom Skopje,100 DEN,450,401,444,410,173,9794414,22951,21
  Tutunska banka Skopje,1000 DEN,5301,4600,5101,4800,106,10865646,2204,20
  Univerzalna Investiciona Banka Skopje,1000 DEN,1204,951,1204,1000,6,494354,468,5
  Cementarnica USJE Skopje,3100 DEN,16001,16000,16001,16000,4,240005,15,3
  Fustelarko Borec Bitola,"33,24 EUR",850,850,850,850,1,85000,100,1
  FZC 11 Oktomvri Kumanovo,"51,13 EUR",1618,1164,1502,1300,92,5347700,4046,19
Pazar na akcionerski dru{tva so posebni obvrski za izvestuvawe - prior. akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,600,600,600,600,1,55800,93,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Angropromet-Tikve{anka Kavadarci,50 EUR,800,800,800,800,1,80000,100,1
  Vardar osiguruvawe Skopje,50 EUR,10001,10001,10001,10001,2,70007,7,1
  Energomont Skopje,100 DEM,2000,2000,2000,2000,1,154000,77,1
  @ito Male{ AD Berovo,50 EUR,750,750,750,750,5,627750,837,1
  ZIM Skopje,20 EUR,1244,1244,1244,1244,2,156744,126,1
  MOBILITI BROKER AD Skopje,10 EUR,615,615,615,615,17,44280,72,1
  Makpetrol-Tema AD Skopje,10 DEM,30,30,30,30,1,3000,100,1
  Mak-Tutun AD Resen,100 DEM,1000,1000,1000,1000,2,150000,150,1
  Osiguritelna polisa Skopje,10 EUR,615,615,615,615,1,1432950,2330,1
  Pekabesko Skopje,46 EUR,3900,3300,3300,3900,7,258454,70,4
  R@ Troska Skopje,10 DEM,300,300,300,300,1,900,3,1
Vkupno Redoven pazar,,,,,,782,55054727,90723,
Vkupno site pazari,,,,,,3261,355013123,,
BLOKOVI,,,,,,,,,
Oficijalen pazar,,,,,,,,,
Super kotacija - obi~ni akcii,,,,,,,,,
Komercijalna banka Skopje,,,,,3200,,116697600,36468,
Redoven pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
TGS-Tehni~ki gasovi Skopje,,,,,3059,,33786655,11045,
Investbroker Skopje,,,,,7150,,21092500,2950,
