МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.11.2014 ДО 28.11.2014 ГОДИНА,,,,,,,,,
Опис на ХВ,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официјален пазар,,,,,,,,,
Супер котација - обични акции,,,,,,,,,
Комерцијална банка Скопје,1000.00 MKD,2170,2037,2150,2099,150,19329873,9115,20
Берзанска котација - обични акции,,,,,,,,,
Алкалоид Скопје,25.56 EUR,5138,4800,4900,5138,175,32831248,6569,20
Бетон Скопје,255.65 EUR,7449,4650,4650,6305,32,2060500,301,12
Фершпед Скопје,37400.00 MKD,55000,55000,55000,55000,2,275000,5,2
Гранит Скопје,5.00 EUR,580,540,540,570,148,15887745,28341,19
Дуропацк АД Скопје,25.56 EUR,495,495,495,495,10,672705,1359,2
Макошпед Скопје,1000.00 MKD,84,84,84,84,4,30744,366,3
Хотели Метропол Охрид,5.00 EUR,250,250,250,250,1,100000,400,1
Макпетрол Скопје,511.29 EUR,24500,22310,22500,22360,91,7284735,311,17
Македонијатурист Скопје,25.56 EUR,3800,3700,3800,3700,30,4924600,1299,12
Охридска банка АД Скопје,2650.00 MKD,1990,1795,1850,1800,14,514310,274,8
Реплек Скопје,562.42 EUR,56500,55500,56500,56000,7,6715000,120,5
РЖ Услуги Скопје,5.11 EUR,104,90,90,100,13,475217,4856,6
Стопанска банка Битола,3000.00 MKD,1697,1400,1400,1622,43,4107377,2656,14
Скопски Пазар Скопје,51.13 EUR,9280,8300,9100,8330,23,2968410,343,9
Макстил Скопје,5.11 EUR,86,78,82,78,44,1359831,16483,15
Тетекс Тетово,50.40 EUR,639,617,622,617,5,371891,586,4
Винарска визба Тиквеш Скопје,51.13 EUR,1500,1390,1390,1500,2,75030,52,2
Топлификација Скопје,51.13 EUR,880,800,800,800,55,5280249,6552,17
ТТК Банка АД Скопје,1000.00 MKD,700,700,700,700,4,56000,80,1
Витаминка Прилеп,52.36 EUR,8500,8400,8400,8500,7,1388100,164,5
Жито Лукс Скопје,35.79 EUR,90,90,90,90,1,19620,218,1
ЗК Пелагонија Битола,70.21 EUR,2360,2290,2360,2290,3,281870,120,3
Берзанска котација - обврзници,,,,,,,,,
Р. Македонија - денационализација 06,1.00 EUR,97,97,97,97,1,22549.58,377,1
Р.Македонија - денационализација 07,1.00 EUR,96,96,96,96,1,35418.1,598,1
Р. Македонија - денационализација 08,1.00 EUR,95.2,93,93,95.2,2,232159.43,4000,2
Р. Македонија - денационализација 09,1.00 EUR,94,94,94,94,3,115928.61,1999,2
Р. Македонија - денационализација 10,1.00 EUR,93.5,92,92,93.5,2,198280.06,3466,2
Р. Македонија - денационализација 11,1.00 EUR,92,90,92,90,2,137480.24,2450,2
Р. Македонија - денационализација 12,1.00 EUR,92.6,91,91,92.6,8,552217.09,9733,5
Р. Македонија - денационализација 13,1.00 EUR,92.9,90,92,92.3,53,16749900.54,294390,13
Задолжителна котација - обични акции,,,,,,,,,
Адинг Скопје,9.98 EUR,305,305,305,305,2,177205,581,1
Агро Куманово Куманово,53.72 EUR,2190,2050,2050,2190,6,5471188,2499,5
Аутомакедонија Скопје,44.48 EUR,1300,1300,1300,1300,2,130000,100,1
Рудници Бањани Скопје,50.00 DEM,550,550,550,550,1,27500,50,1
Благој Ѓорев Велес,25.56 EUR,368,368,368,368,3,18271568,49651,1
ФЗЦ 11 Октомври Куманово,51.13 EUR,353,353,353,353,2,51185,145,1
ЕМО Охрид,30.68 EUR,18,18,18,18,5,18666,1037,3
Фустеларко Борец Битола,37.65 EUR,500,500,500,500,2,60000,120,1
Јака 80 Радовиш,5.00 EUR,70,70,70,70,3,30450,435,1
Осигурување Македонија АД Скопје - Виена Иншуренс Груп,20.08 EUR,1500,1500,1500,1500,3,117000,78,2
Пелистерка АД Скопје,51.00 EUR,2100,2100,2100,2100,2,63000,30,2
АДУТ Македонија Битола,51.13 EUR,1000,1000,1000,1000,18,331000,331,9
Макпромет Штип,51.13 EUR,570,570,570,570,1,11400,20,1
Мермерен комбинат Прилеп,1.00 EUR,600,565,565,600,2,47825,80,2
ОКТА Скопје,51.12 EUR,701,500,500,610,5,68660,105,4
Попова Кула Демир Капија,61.50 MKD,16,15,16,16,3,54550,3430,3
Прилепска Пиварница Прилеп,125.00 EUR,19800,17500,17500,19800,36,4323351,229,14
Раде Кончар Скопје,25.00 EUR,1350,1350,1350,1350,2,162000,120,2
Арцелормиттал Скопје (ХРМ) Скопје,5.11 EUR,28,20,21,26,30,1044558,38216,10
Арцелормиттал Скопје (ЦРМ) Скопје,5.11 EUR,54,40,40,54,46,1909283,42019,10
РЖ Техничка контрола Скопје,5.11 EUR,412,370,370,412,7,628640,1679,4
Силекс Кратово,85.00 DEM,70,70,70,70,2,47810,683,2
Стопанска банка Скопје,201.10 MKD,416,327,327,369,133,9580081,24901,15
Струмица Табак Струмица,51.13 EUR,1100,1100,1100,1100,1,16500,15,1
Македонски Телеком Скопје,100.00 MKD,315,280,315,282,75,21658595,76343,15
НЛБ Тутунска банка Скопје,1000.00 MKD,5500,5023,5023,5300,45,6162140,1176,13
Трготекстил малопродажба Скопје,5.11 EUR,149,101,101,101,4,135618,1338,3
Универзална Инвестициона Банка Скопје,1000.00 MKD,840,633,633,837,42,1542431,2202,12
Цементарница УСЈЕ Скопје,3100.00 MKD,22850,22850,22850,22850,1,228500,10,1
Ветекс Велес,51.13 EUR,945,945,945,945,4,101115,107,1
Задолжителна котација - приоритетни акции,,,,,,,,,
Стопанска банка Скопје,400.00 MKD,450,350,350,379,21,834299,1981,8
Вкупно Официјален пазар,,,,,,1445,198360106.65,647294,
Редовен пазар,,,,,,,,,
Пазар на акционерски друштва со посебни обврски за известување - обични акции,,,,,,,,,
ИЦН-Фарм АД Скопје,9.13 EUR,10,10,10,10,1,1000,100,1
Пекабеско Скопје,46.00 EUR,2202,2202,2202,2202,2,44040,20,1
Слободен пазар - обични акции,,,,,,,,,
Атом Скопје,99.98 EUR,326,325,325,326,7,27314,84,6
АТП Пролетер Крива Паланка,50.00 EUR,307,307,307,307,2,14429,47,2
Град. институт Македонија Скопје,51.12 EUR,7555,7060,7060,7555,3,428420,59,2
Градинар Охрид,100.00 DEM,310,310,310,310,1,17050,55,1
Караорман Скопје,50.00 EUR,,,,622,3,0,0,3
Јавор Стоковна куќа Корзо Битола,5.00 EUR,120,120,120,120,4,47520,396,1
Квасара Битола,51.13 EUR,10012,9265,9265,10012,2,118650,12,2
Македонска Берза,607.10 EUR,37336,37336,37336,37336,2,5712408,153,1
МЗТ Опрема за возила Скопје,50.00 EUR,660,660,660,660,1,25080,38,1
Негорски бањи АД с.Негорци Гевгелија,10.00 EUR,7600,7600,7600,7600,1,3800000,500,1
Осигурително друштво Нов осигурителен брокер АД Скопје,100.00 EUR,,,,,1,0,0,1
Огражден Скопје,1402.00 MKD,500,500,500,500,2,165000,330,1
Полет Скопје,25.00 EUR,1525,1525,1525,1525,1,1525,1,1
Солун 2001 Гевгелија,5.00 EUR,308,308,308,308,7,467544,1518,2
Унионмак Кавадарци,100.00 DEM,350,350,350,350,1,700,2,1
Вардар с. Брвеница Тетово,10.00 DEM,10,10,10,10,2,180000,18000,1
Жито леб Охрид,100.00 DEM,3059,3059,3059,3059,1,91770,30,1
Жито Прилеп Прилеп,50.00 EUR,615,615,615,615,1,3690,6,1
ЗУАС Скопје,10.00 DEM,2155,2155,2155,2155,2,1168010,542,1
