МАКЕДОНСКА БЕРЗА НА ХАРТИИ ОД ВРЕДНОСТ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.10.2011 ДО 31.10.2011 ГОДИНА,,,,,,,,,
Опис на ХВ,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Официјален пазар,,,,,,,,,
Супер котација - обични акции,,,,,,,,,
Комерцијална банка Скопје,1000.00 MKD,2950,2608,2900,2851,409,53600771,19108,19
Топлификација Скопје,51.13 EUR,3085,2760,3056,2862,128,8073544,2737,18
Берзанска котација - обични акции,,,,,,,,,
Алкалоид Скопје,25.56 EUR,4090,3800,3950,4050,242,21986437,5522,19
Бетон Скопје,255.65 EUR,6410,6015,6410,6190,14,572945,92,8
ЕМО Охрид,30.68 EUR,115,115,115,115,2,23230,202,1
Фершпед Скопје,37400.00 MKD,43500,40001,41000,43500,13,1008168,24,9
Гранит Скопје,5.00 EUR,535,510,530,530,125,6996693,13507,18
Комуна Скопје,25.56 EUR,450,450,450,450,10,527850,1173,5
Макошпед Скопје,1000.00 MKD,171,166,166,171,10,169664,1000,6
Хотели Метропол Охрид,5.00 EUR,210,206,206,210,4,165588,798,3
Макпетрол Скопје,511.29 EUR,22300,20800,21600,22000,102,7863177,360,17
Македонијатурист Скопје,25.56 EUR,2670,2550,2550,2670,23,3898235,1492,10
Охридска банка Охрид,2650.00 MKD,1380,1338,1369,1338,4,260470,190,1
ОХИС Скопје,51.12 EUR,109,109,109,109,1,436,4,1
Реплек Скопје,562.42 EUR,38000,37000,38000,38000,10,1203706,32,6
РЖ Интер-Трансшпед Скопје,5.11 EUR,51,40,51,40,3,3181,71,3
РЖ Услуги Скопје,5.11 EUR,207,190,207,195,38,1150149,5868,13
Стопанска банка Битола,3000.00 MKD,2060,1799,1850,2000,42,32316409,16245,14
Скопски Пазар Скопје,51.13 EUR,5794,5500,5626,5500,8,1393320,246,5
Макстил Скопје,5.11 EUR,156,142,150,148,115,4383795,29995,16
Технометал Вардар Скопје,51.13 EUR,800,800,800,800,2,193600,242,1
Тетекс Тетово,50.40 EUR,420,410,420,410,21,1109240,2658,12
Винарска визба Тиквеш Скопје,51.13 EUR,1500,1500,1500,1500,3,96000,64,3
ТТК Банка АД Скопје,1000.00 MKD,1220,1149,1150,1210,42,3289600,2823,13
Витаминка Прилеп,52.36 EUR,5000,5000,5000,5000,3,75000,15,2
ЗК Пелагонија Битола,52.69 EUR,3457,2395,2395,3457,49,24746077,7980,9
Жито Вардар Велес,51.13 EUR,1780,1780,1780,1780,1,35600,20,1
Берзанска котација - обврзници,,,,,,,,,
Р.Македонија - денационализација 01,1.00 EUR,95.5,95.5,95.5,95.5,1,5580.04,95,1
Р.Македонија - денационализација 02,1.00 EUR,96,95.5,96,95.5,3,319906.8,5419,2
Р.Македонија - денационализација 03,1.00 EUR,95,95,95,95,1,157531.47,2696,1
Р.Македонија - денационализација 04,1.00 EUR,94,92.2,94,92.2,7,3317669.17,57445,6
Р.Македонија - денационализација 05,1.00 EUR,93,92,92,93,5,817073.92,14301,3
Р. Македонија - денационализација 06,1.00 EUR,91.5,89.5,89.5,90.5,4,236357.36,4235,2
Р.Македонија - денационализација 07,1.00 EUR,90,88.5,89,90,7,2772517.36,50290,3
Р. Македонија - денационализација 08,1.00 EUR,89.8,87.9,89.7,89,10,1140869.29,20730,4
Р. Македонија - денационализација 09,1.00 EUR,88.3,87,88.3,88,22,3161654.67,58531,11
Р. Македонија - денационализација 10,1.00 EUR,89,86,88,88.9,73,8873998.56,164255,18
Вкупно Официјален пазар,,,,,,1557,195946043.64,490465,
Редовен пазар,,,,,,,,,
Пазар на акционерски друштва со посебни обврски за известување - обични акции,,,,,,,,,
Адинг Скопје,9.98 EUR,301,300,301,300,2,70900,236,2
Алкалоид Берово,255.60 EUR,12695,12695,12695,12695,1,380850,30,1
Фустеларко Борец Битола,33.24 EUR,450,450,450,450,8,72000,160,8
ИДЕВЕЛОП Скопје,1.00 EUR,20,20,20,20,2,60000,3000,1
Шпаркасе банка Македонија АД Скопје,2670.00 MKD,5000,5000,5000,5000,2,135000,27,1
КЈУБИ Македонија Скопје,51.13 EUR,340,340,340,340,9,149600,440,6
Карпош Скопје,17.04 EUR,199,199,199,199,2,191040,960,1
Пелистерка АД Скопје,51.00 EUR,3369,2340,2340,3369,3,27423,10,3
Мермерен комбинат Прилеп,1.00 EUR,566,566,566,566,1,113200,200,1
Металец Прилеп,4.26 EUR,30,30,30,30,1,27000,900,1
ОКТА Скопје,51.12 EUR,1658,1600,1650,1621,11,212421,130,7
Пекабеско Скопје,46.00 EUR,4250,4250,4250,4250,3,127500,30,1
Попова Кула Демир Капија,61.50 MKD,20,20,20,20,5,80660,4033,4
Прилепска Пиварница Прилеп,125.00 EUR,9200,9000,9200,9000,6,408603,45,5
Раде Кончар Скопје,25.00 EUR,1850,1850,1850,1850,1,40700,22,1
РЖ Економика Скопје,10.00 DEM,40,40,40,40,1,680,17,1
Арцелормиттал Скопје (ХРМ) Скопје,5.11 EUR,96,90,92,90,25,502772,5535,11
Арцелормиттал Скопје (ЦРМ) Скопје,5.11 EUR,97,90,92,95,20,573528,6242,11
РЖ Техничка контрола Скопје,5.11 EUR,352,336,336,345,7,135064,391,6
РЖ Уготур Скопје,5.11 EUR,11,10,11,10,2,593,56,2
Силекс Кратово,85.00 DEM,70,70,70,70,1,15120,216,1
Стопанска банка Скопје,201.10 MKD,180,169,180,170,23,741354,4236,13
Македонски Телеком Скопје,100.00 MKD,508,505,505,505,114,11254785,22281,18
Тутунска банка Скопје,1000.00 MKD,3050,2750,3050,2800,36,1843085,653,12
Универзална Инвестициона Банка Скопје,1000.00 MKD,440,440,440,440,2,132000,300,1
Цементарница УСЈЕ Скопје,3100.00 MKD,19472,19472,19472,19472,1,58416,3,1
Жито Полог Тетово,51.13 EUR,3000,3000,3000,3000,12,7632000,2544,2
Пазар на акционерски друштва со посебни обврски за известување - приор. акции,,,,,,,,,
Стопанска банка Скопје,400.00 MKD,330,311,330,322,12,338096,1051,8
Слободен пазар - обични акции,,,,,,,,,
Печатница 11 Октомври Прилеп,50.00 EUR,300,300,300,300,1,5700,19,1
Благој Ѓорев Велес,25.56 EUR,369,358,369,358,3,1236694,3393,2
Текстил Елма Прилеп,51.00 EUR,615,615,615,615,5,52890,86,2
Дојран АД Нов Дојран,10.00 DEM,60,60,60,60,1,17280,288,1
ФАВОРИТ ВМ АД Штип,5.11 EUR,315,315,315,315,2,10395,33,1
Град. институт Македонија Скопје,51.12 EUR,,,,4500,1,0,0,1
Иново Статус Скопје,1.00 EUR,3,3,3,3,10,109200,36400,1
КИЦ КОМЕРЦ АД Штип,5.11 EUR,315,315,315,315,2,10395,33,1
КОМПАНИ БОЕМ АД Штип,5.11 EUR,315,315,315,315,2,10080,32,1
Квасара Битола,51.13 EUR,7000,6999,6999,7000,8,524990,75,4
КВАТРО КОМПАНИ АД Штип,5.11 EUR,315,315,315,315,2,9765,31,1
Индустриски ладилник Тетово,5.11 EUR,185,185,185,185,2,58830,318,1
РЖ Троска Скопје,10.00 DEM,291,291,291,291,1,873,3,1
Златара Рубин Скопје,51.13 EUR,6160,6160,6160,6160,1,123200,20,1
Вкупно Редовен пазар,,,,,,354,27494682,94479,
Јавни берзански аукции,,,,,,,,,
Продажба по модел „се или ништо“,,,,,,,,,
Европа Скопје,51.13 EUR,1500,1500,1500,1500,1,45000000,30000,1
Вкупно Јавни берзански аукции,,,,,,1,45000000,30000,
Вкупно сите пазари ,,,,,,1912,268440725.64,614944,
БЛОКОВИ,,,,,,,,,
Официјален пазар,,,,,,,,,
Берзанска котација - обични акции,,,,,,,,,
Витаминка Прилеп,,,,,4000,,5856000,1464,
ЗК Пелагонија Битола,,,,,2473,,25568347,10339,
Редовен пазар,,,,,,,,,
Слободен пазар - обични акции,,,,,,,,,
Град. институт Македонија Скопје,,,,,10000,,13480000,1348,
