МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Toplifikacija Skopje,100 DEM,1272,1250,1250,1272,11,1285740,1016,6
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,27000,45,1
  Fustelarko Borec Bitola,100 DEM,990,900,900,990,2,1734300,1917,2
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,710,670,710,670,13,402786,570,5
  Ohridska banka Ohrid,2650 DEN,1944,1944,1944,1944,1,359640,185,1
  Stopanska Banka Bitola,3000 DEN,2063,1282,1282,2063,6,9888,6,6
  Tetovska banka - kumulativna Tetovo,3000 DEN,630,630,630,630,2,62370,99,2
  Tetovska banka - particip. Tetovo,3000 DEN,600,600,600,600,1,37200,62,1
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,71.5,71.5,71.5,71.5,286,25534206,582545,17
  R.Makedonija - denacionalizacija 01,,63,62.2,63,62.2,3,946138,24500,2
  R.Makedonija - denacionalizacija 02,1 EUR,65,62.2,63,65,24,5855308,152345,11
  R.Makedonija - denacionalizacija 03,1 EMU,65,62,62.5,65,531,124036000,3178068,17
Vkupno OFICIJALEN PAZAR,,,,,,1223,210114226,3998137,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Gradski Trgovski Centar Skopje,100 DEM,1830,1800,1830,,4,469140,258,3
  Elektrometal Skopje,70 DEM,700,700,700,,1,7000,10,1
  @ito Polog Tetovo,100 DEM,1600,1600,1600,,3,1785600,1116,2
  Karaorman Skopje,100 DEM,229,229,229,,1,73967,323,1
  Hoteli Metropol Ohrid,10 DEM,210,210,210,,1,2100,10,1
  R@ Ladna Valavnica Skopje,10 DEM,61,55,61,,37,28291722,464074,6
  R@ Valavnica za lenti Skopje,"5,11 EMU",61,55,61,,41,47653031,781445,6
  Tutunska banka Skopje,1000 DEN,1600,1600,1600,,1,1600,1,1
  Fer{ped Skopje,1199 DEM,19000,18000,19000,,7,5408000,285,3
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,96,95,95,,3,13345,140,2
  Tutunska banka Skopje,1000 DEN,1750,1750,1750,,1,59500,34,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Veles tabak Veles,20 DEM,180,180,180,,14,340740,1893,2
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,,1,88350,57,1
  Zlatara Rubin Skopje,1295 DEN,1550,1550,1550,,2,218550,141,2
  IGM Vratnica s. Vratnica,30 EMU,900,900,900,,4,1508400,1676,1
  Izvozno i kreditna banka Skopje,10000 DEN,12930,7000,12930,,3,27481250,2375,2
  Javor Stokovna ku}a Korzo Bitola,10 DEM,101,101,101,,1,5050,50,1
  MZT Learnica Skopje,100 DEM,31,31,31,,1,561534,18114,1
  Mlekara Strumica,5 EUR,123,123,123,,1,152274,1238,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,,2,20790,33,1
  Prilepska Pivarnica Prilep,250 DEM,3500,3500,3500,,1,35000,10,1
  Prosvetno delo Skopje,100 DEM,1500,1500,1500,,2,625500,417,1
  R@ Troska Skopje,10 DEM,31,31,31,,1,599540,19340,1
  Ribnik Dolneni,51 EMU,753,753,753,,2,598635,795,1
  Skopska Pivara Skopje,"361,17 USD",20000,20000,20000,,1,380000,19,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,31000,31000,31000,,1,682000,22,1
  Frotirka Del~evo,100 DEM,120,120,120,,3,1276320,10636,1
Vkupno NEOFICIJALEN PAZAR,,,,,,140,118338938,1304512,
DRUGI HARTII OD VREDNOST,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,3,3,3,3,2,12000,400000,2
Vkupno DRUGI HARTII OD VREDNOST,,,,,,2,12000,400000,
Vkupno site pazari,,,,,,1365,328465164,,
BLOKOVI,,,,,,,,,
Oficijalni pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
Jaka tabak Radovi{,,,,,1878,,5001114,2663,
Blagoj \orev Veles,,,,,900,,6500700,7223,
Neoficijalen pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Kameni most komunikacii Skopje,,,,,656.91,,1364607026,2077312,
Izvozno i kreditna banka Skopje,,,,,9912,,12885600,1300,
